date,aqi
2017-09-17,27.68
2017-09-18,21.45
2017-09-19,15.36
2017-09-20,17.03
2017-09-21,19.94
2017-09-22,19.73
2017-09-23,22.07
2017-09-24,22.7
2017-09-25,27.67
2017-09-26,29.54
2017-09-27,28.85
2017-09-28,17.94
2017-09-29,29.03
2017-09-30,38.0
2017-10-01,38.07
2017-10-02,40.91
2017-10-03,30.94
2017-10-04,21.55
2017-10-05,27.88
2017-10-06,36.05
2017-10-07,47.08
2017-10-08,45.75
2017-10-09,45.04
2017-10-10,46.73
2017-10-11,52.97
2017-10-12,39.44
2017-10-13,30.65
2017-10-14,34.35
2017-10-15,35.07
2017-10-16,49.82
2017-10-17,34.27
2017-10-18,29.44
2017-10-19,24.85
2017-10-20,32.04
2017-10-21,45.36
2017-10-22,33.67
2017-10-23,50.97
2017-10-24,38.07
2017-10-25,34.33
2017-10-26,43.9
2017-10-27,73.84
2017-10-28,58.32
2017-10-29,55.99
2017-10-30,117.75
2017-10-31,67.2
2017-11-01,54.16
2017-11-02,41.31
2017-11-03,35.14
2017-11-04,45.76
2017-11-05,61.59
2017-11-06,72.35
2017-11-07,60.65
2017-11-08,46.38
2017-11-09,44.72
2017-11-10,65.86
2017-11-11,87.0
2017-11-12,108.14
2017-11-13,71.69
2017-11-14,56.07
2017-11-15,44.22
2017-11-16,42.25
2017-11-17,50.09
2017-11-18,59.62
2017-11-19,57.41
2017-11-20,74.3
2017-11-21,81.75
2017-11-22,81.72
2017-11-23,66.19
2017-11-24,61.08
2017-11-25,72.5
2017-11-26,46.98
2017-11-27,68.88
2017-11-28,69.25
2017-11-29,74.21
2017-11-30,69.58
2017-12-01,82.66
2017-12-02,63.09
2017-12-03,42.18
2017-12-04,45.37
2017-12-05,74.75
2017-12-06,70.57
2017-12-07,101.62
2017-12-08,154.82
2017-12-09,77.87
2017-12-10,58.42
2017-12-11,63.23
2017-12-12,108.4
2017-12-13,113.1
2017-12-14,75.81
2017-12-15,91.59
2017-12-16,142.65
2017-12-17,203.54
2017-12-18,199.16
2017-12-19,227.05
2017-12-20,98.76
2017-12-21,119.89
2017-12-22,209.88
2017-12-23,189.7
2017-12-24,203.84
2017-12-25,165.55
2017-12-26,127.26
2017-12-27,48.38
2017-12-28,80.54
2017-12-29,125.44
2017-12-30,130.37
2017-12-31,135.3
2018-01-01,140.24
2018-01-02,145.17
2018-01-03,150.1
2018-01-04,155.03
2018-01-05,159.96
2018-01-06,164.89
2018-01-07,169.83
2018-01-08,174.76
2018-01-09,89.9
2018-01-10,119.64
2018-01-11,64.6
2018-01-12,79.46
2018-01-13,126.0
2018-01-14,83.06
2018-01-15,79.86
2018-01-16,108.18
2018-01-17,133.69
2018-01-18,196.32
2018-01-19,241.74
2018-01-20,283.17
2018-01-21,232.85
2018-01-22,158.27
2018-01-23,89.45
2018-01-24,85.34
2018-01-25,133.14
2018-01-26,138.28
2018-01-27,129.01
2018-01-28,174.55
2018-01-29,207.87
2018-01-30,173.65
2018-01-31,204.59
2018-02-01,154.96
2018-02-02,150.86
2018-02-03,72.78
2018-02-04,144.59
2018-02-05,128.52
2018-02-06,122.38
2018-02-07,89.91
2018-02-08,111.25
2018-02-09,145.04
2018-02-10,135.49
2018-02-11,151.44
2018-02-12,167.36
2018-02-13,158.21
2018-02-14,100.2
2018-02-15,96.28
2018-02-16,80.55
2018-02-17,128.85
2018-02-18,87.93
2018-02-19,82.82
2018-02-20,86.27
2018-02-21,64.04
2018-02-22,82.78
2018-02-23,130.33
2018-02-24,70.5
2018-02-25,106.21
2018-02-26,128.65
2018-02-27,47.44
2018-02-28,31.77
2018-03-01,92.62
2018-03-02,60.51
2018-03-03,57.67
2018-03-04,59.63
2018-03-05,30.71
2018-03-06,25.17
2018-03-07,31.33
2018-03-08,38.03
2018-03-09,38.94
2018-03-10,35.69
2018-03-11,37.08
2018-03-12,29.16
2018-03-13,28.14
2018-03-14,24.13
2018-03-15,26.8
2018-03-16,34.6
2018-03-17,51.36
2018-03-18,46.81
2018-03-19,59.04
2018-03-20,55.56
2018-03-21,52.92
2018-03-22,36.81
2018-03-23,21.2
2018-03-24,26.29
2018-03-25,58.62
2018-03-26,27.59
2018-03-27,16.3
2018-03-28,21.03
2018-03-29,18.93
2018-03-30,18.44
2018-03-31,33.51
2018-04-01,33.68
2018-04-02,40.95
2018-04-03,37.99
2018-04-04,29.06
2018-04-05,47.77
2018-04-06,46.65
2018-04-07,27.15
2018-04-08,19.47
2018-04-09,19.54
2018-04-10,17.52
2018-04-11,15.07
2018-04-12,24.65
2018-04-13,19.67
2018-04-14,23.78
2018-04-15,25.45
2018-04-16,24.18
2018-04-17,17.06
2018-04-18,12.48
2018-04-19,19.49
2018-04-20,27.88
2018-04-21,28.13
2018-04-22,20.42
2018-04-23,16.9
2018-04-24,20.05
2018-04-25,19.77
2018-04-26,22.23
2018-04-27,24.53
2018-04-28,16.63
2018-04-29,14.41
2018-04-30,14.0
2018-05-01,12.66
2018-05-02,5.62
2018-05-03,11.05
2018-05-04,16.49
2018-05-05,13.94
2018-05-06,12.18
2018-05-07,14.85
2018-05-08,22.28
2018-05-09,10.93
2018-05-10,11.82
2018-05-11,13.61
2018-05-12,15.02
2018-05-13,9.32
2018-05-14,25.38
2018-05-15,22.55
2018-05-16,13.89
2018-05-17,6.74
2018-05-18,6.21
2018-05-19,16.45
2018-05-20,17.46
2018-05-21,17.28
2018-05-22,7.29
2018-05-23,8.86
2018-05-24,11.96
2018-05-25,11.65
2018-05-26,11.44
2018-05-27,11.23
2018-05-28,11.02
2018-05-29,9.37
2018-05-30,18.89
2018-05-31,28.42
2018-06-01,37.95
2018-06-02,47.47
2018-06-03,57.0
2018-06-04,30.85
2018-06-05,14.91
2018-06-06,12.1
2018-06-07,10.04
2018-06-08,20.67
2018-06-09,16.08
2018-06-10,13.72
2018-06-11,10.04
2018-06-12,8.28
2018-06-13,11.34
2018-06-14,9.61
2018-06-15,10.88
2018-06-16,12.17
2018-06-17,20.25
2018-06-18,8.79
2018-06-19,10.65
2018-06-20,7.59
2018-06-21,8.34
2018-06-22,8.64
2018-06-23,12.05
2018-06-24,9.5
2018-06-25,7.33
2018-06-26,9.36
2018-06-27,16.71
2018-06-28,12.92
2018-06-29,15.69
2018-06-30,13.52
2018-07-01,13.61
2018-07-02,9.37
2018-07-03,9.07
2018-07-04,11.89
2018-07-05,13.58
2018-07-06,14.5
2018-07-07,17.49
2018-07-08,14.26
2018-07-09,8.85
2018-07-10,15.35
2018-07-11,13.56
2018-07-12,7.85
2018-07-13,10.86
2018-07-14,14.83
2018-07-15,12.66
2018-07-16,10.24
2018-07-17,11.42
2018-07-18,15.23
2018-07-19,18.88
2018-07-20,29.9
2018-07-21,24.91
2018-07-22,22.44
2018-07-23,14.6
2018-07-24,12.9
2018-07-25,13.91
2018-07-26,12.61
2018-07-27,14.07
2018-07-28,17.06
2018-07-29,14.48
2018-07-30,14.3
2018-07-31,14.06
2018-08-01,15.88
2018-08-02,14.94
2018-08-03,11.76
2018-08-04,14.59
2018-08-05,13.8
2018-08-06,14.72
2018-08-07,17.14
2018-08-08,14.72
2018-08-09,13.3
2018-08-10,14.64
2018-08-11,18.26
2018-08-12,17.89
2018-08-13,17.11
2018-08-14,16.33
2018-08-15,15.56
2018-08-16,14.78
2018-08-17,14.0
2018-08-18,15.27
2018-08-19,16.53
2018-08-20,17.8
2018-08-21,19.06
2018-08-22,20.33
2018-08-23,21.59
2018-08-24,22.86
2018-08-25,24.12
2018-08-26,12.95
2018-08-27,9.81
2018-08-28,13.39
2018-08-29,7.92
2018-08-30,12.34
2018-08-31,14.2
2018-09-01,16.06
2018-09-02,17.45
2018-09-03,16.19
2018-09-04,17.92
2018-09-05,19.14
2018-09-06,16.61
2018-09-07,22.92
2018-09-08,17.84
2018-09-09,24.47
2018-09-10,32.67
2018-09-11,19.45
2018-09-12,16.85
2018-09-13,14.56
2018-09-14,22.63
2018-09-15,20.8
2018-09-16,23.98
2018-09-17,12.77
2018-09-18,14.55
2018-09-19,21.75
2018-09-20,23.65
2018-09-21,16.88
2018-09-22,17.93
2018-09-23,21.24
2018-09-24,10.38
2018-09-25,14.42
2018-09-26,22.64
2018-09-27,24.41
2018-09-28,14.08
2018-09-29,15.38
2018-09-30,17.39
2018-10-01,19.4
2018-10-02,21.42
2018-10-03,23.43
2018-10-04,25.44
2018-10-05,27.45
2018-10-06,29.46
2018-10-07,31.47
2018-10-08,33.48
2018-10-09,35.49
2018-10-10,37.5
2018-10-11,24.9
2018-10-12,24.23
2018-10-13,21.49
2018-10-14,24.59
2018-10-15,62.02
2018-10-16,30.32
2018-10-17,33.89
2018-10-18,62.7
2018-10-19,49.87
2018-10-20,38.13
2018-10-21,56.84
2018-10-22,37.55
2018-10-23,22.74
2018-10-24,32.83
2018-10-25,43.37
2018-10-26,42.53
2018-10-27,30.79
2018-10-28,30.72
2018-10-29,32.49
2018-10-30,34.62
2018-10-31,35.22
2018-11-01,35.83
2018-11-02,36.44
2018-11-03,37.04
2018-11-04,37.65
2018-11-05,38.25
2018-11-06,38.86
2018-11-07,39.47
2018-11-08,40.07
2018-11-09,40.91
2018-11-10,38.13
2018-11-11,73.11
2018-11-12,49.62
2018-11-13,68.68
2018-11-14,100.64
2018-11-15,162.2
2018-11-16,173.48
2018-11-17,249.84
2018-11-18,217.37
2018-11-19,184.9
2018-11-20,152.44
2018-11-21,119.97
2018-11-22,87.51
2018-11-23,55.04
2018-11-24,22.57
2018-11-25,52.19
2018-11-26,75.9
2018-11-27,64.81
2018-11-28,68.25
2018-11-29,67.72
2018-11-30,67.2
2018-12-01,66.68
2018-12-02,66.16
2018-12-03,65.64
2018-12-04,65.12
2018-12-05,64.6
2018-12-06,67.29
2018-12-07,63.53
2018-12-08,61.68
2018-12-09,62.24
2018-12-10,65.84
2018-12-11,67.21
2018-12-12,66.24
2018-12-13,66.42
2018-12-14,66.16
2018-12-15,65.9
2018-12-16,65.64
2018-12-17,65.64
2018-12-18,65.64
2018-12-19,65.64
2018-12-20,65.64
2018-12-21,65.64
2018-12-22,65.64
2018-12-23,65.64
2018-12-24,65.64
2018-12-25,65.64
2018-12-26,65.64
2018-12-27,65.64
2018-12-28,46.34
2018-12-29,46.08
2018-12-30,45.82
2018-12-31,45.55
2019-01-01,56.14
2019-01-02,64.57
2019-01-03,71.43
2019-01-04,77.13
2019-01-05,81.92
2019-01-06,86.0
2019-01-07,47.38
2019-01-08,46.86
2019-01-09,46.34
2019-01-10,45.82
2019-01-11,45.29
2019-01-12,44.77
2019-01-13,44.25
2019-01-14,43.73
2019-01-15,140.8
2019-01-16,140.45
2019-01-17,140.1
2019-01-18,139.74
2019-01-19,139.39
2019-01-20,139.04
2019-01-21,138.69
2019-01-22,138.34
2019-01-23,95.57
2019-01-24,99.05
2019-01-25,103.11
2019-01-26,107.88
2019-01-27,113.57
2019-01-28,120.45
2019-01-29,128.92
2019-01-30,139.57
2019-01-31,139.39
2019-02-01,139.22
2019-10-29,35.66
2019-10-30,35.48
2019-10-31,35.31
2019-11-01,35.13
2019-11-02,36.19
2019-11-03,40.12
2019-11-04,41.57
2019-11-05,42.24
2019-11-06,42.2
2019-11-07,41.69
2019-11-08,36.36
2019-11-09,36.01
2019-11-10,35.66
2019-11-11,35.31
2019-11-12,34.95
2019-11-13,34.6
2019-11-14,34.25
2019-11-15,33.9
2019-11-16,44.68
2019-11-17,75.44
2019-11-18,56.16
2019-11-19,49.52
2019-11-20,41.74
2019-11-21,35.08
2019-11-22,39.6
2019-11-23,83.48
2019-11-24,127.36
2019-11-25,56.38
2019-11-26,63.18
2019-11-27,71.82
2019-11-28,74.08
2019-11-29,81.41
2019-11-30,110.97
2019-12-01,152.22
2019-12-02,100.97
2019-12-03,93.65
2019-12-04,69.21
2019-12-05,54.97
2019-12-06,39.16
2019-12-07,83.09
2019-12-08,148.03
2019-12-09,139.06
2019-12-10,143.84
2019-12-11,179.24
2019-12-12,131.79
2019-12-13,122.6
2019-12-14,79.39
2019-12-15,95.83
2019-12-16,109.89
2019-12-17,107.55
2019-12-18,123.24
2019-12-19,58.79
2019-12-20,70.36
2019-12-21,85.04
2019-12-22,48.48
2019-12-23,88.33
2019-12-24,121.72
2019-12-25,163.23
2019-12-26,161.65
2019-12-27,124.8
2019-12-28,179.93
2019-12-29,143.01
2019-12-30,95.08
2019-12-31,66.01
2020-01-01,66.07
2020-01-02,66.13
2020-01-03,66.2
2020-01-04,66.26
2020-01-05,66.33
2020-01-06,66.39
2020-01-07,66.45
2020-01-08,91.73
2020-01-09,91.97
2020-01-10,88.38
2020-01-11,84.4
2020-01-12,81.81
2020-01-13,66.84
2020-01-14,66.9
2020-01-15,66.97
2020-01-16,67.03
2020-01-17,67.1
2020-01-18,67.16
2020-01-19,67.22
2020-01-20,67.29
2020-01-21,109.54
2020-01-22,127.99
2020-01-23,127.72
2020-01-24,73.31
2020-01-25,62.18
2020-01-26,60.23
2020-01-27,107.94
2020-01-28,30.77
2020-01-29,95.31
2020-01-30,108.99
2020-01-31,99.31
2020-02-01,138.28
2020-02-02,159.96
2020-02-03,108.75
2020-02-04,54.32
2020-02-05,74.24
2020-02-06,105.05
2020-02-07,109.39
2020-02-08,65.83
2020-02-09,37.43
2020-02-10,63.24
2020-02-11,59.41
2020-02-12,82.36
2020-02-13,42.11
2020-02-14,46.43
2020-02-15,70.95
2020-02-16,65.3
2020-02-17,74.83
2020-02-18,82.6
2020-02-19,69.15
2020-02-20,86.91
2020-02-21,97.29
2020-02-22,38.56
2020-02-23,44.61
2020-02-24,68.93
2020-02-25,37.93
2020-02-26,49.2
2020-02-27,39.73
2020-02-28,33.61
2020-02-29,45.24
2020-03-01,64.31
2020-03-02,24.47
2020-03-03,34.32
2020-03-04,47.6
2020-03-05,54.3
2020-03-06,34.82
2020-03-07,28.39
2020-03-08,46.27
2020-03-09,66.24
2020-03-10,47.63
2020-03-11,36.75
2020-03-12,49.1
2020-03-13,38.15
2020-03-14,38.95
2020-03-15,50.99
2020-03-16,36.84
2020-03-17,28.85
2020-03-18,33.54
2020-03-19,35.74
2020-03-20,43.02
2020-03-21,39.18
2020-03-22,44.83
2020-03-23,38.74
2020-03-24,32.55
2020-03-25,39.41
2020-03-26,46.28
2020-03-27,53.14
2020-03-28,36.38
2020-03-29,29.93
2020-03-30,38.52
2020-03-31,39.57
2020-04-01,39.24
2020-04-02,29.42
2020-04-03,45.07
2020-04-04,33.68
2020-04-05,26.9
2020-04-06,26.58
2020-04-07,31.33
2020-04-08,35.23
2020-04-09,32.55
2020-04-10,26.72
2020-04-11,28.05
2020-04-12,29.37
2020-04-13,30.7
2020-04-14,32.03
