iter	RMSE
0	53.62177689
1	53.33861455
2	53.04669219
3	52.79384407
4	52.486136
5	52.18377136
6	51.88873674
7	51.59241689
8	51.27525045
9	50.99222178
10	50.7528967
11	50.46993377
12	50.23021014
13	49.97343022
14	49.75480483
15	49.50031795
16	49.2111429
17	48.98502694
18	48.76239
19	48.51434427
20	48.2872275
21	48.07953069
22	47.83732076
23	47.5880226
24	47.38447725
25	47.1755488
26	46.92483388
27	46.73054321
28	46.50659514
29	46.26163836
30	46.01440796
31	45.82262897
32	45.63663419
33	45.39767987
34	45.18762148
35	44.9909442
36	44.82858777
37	44.61852975
38	44.44162785
39	44.22337906
40	44.0252272
41	43.84474742
42	43.63425396
43	43.47944095
44	43.30142715
45	43.15640763
46	42.95876129
47	42.81123028
48	42.6231555
49	42.46521194
50	42.30069654
51	42.13681239
52	41.96852479
53	41.80768191
54	41.69283407
55	41.53846213
56	41.35989482
57	41.18222653
58	41.03132945
59	40.87162688
60	40.69264506
61	40.54167864
62	40.41458875
63	40.27847669
64	40.12158429
65	39.97574696
66	39.83615952
67	39.67241916
68	39.51575464
69	39.35811569
70	39.20296355
71	39.07747422
72	38.93674071
73	38.82067186
74	38.71245626
75	38.56631143
76	38.43884019
77	38.34188094
78	38.24024961
79	38.09302332
80	38.01237111
81	37.89762056
82	37.74407713
83	37.65120937
84	37.51008017
85	37.40728324
86	37.30290336
87	37.17102385
88	37.0453163
89	36.9235791
90	36.84968837
91	36.72928769
92	36.6406117
93	36.53160913
94	36.40961949
95	36.31677231
96	36.21799009
97	36.09680701
98	36.01306116
99	35.91128922
100	35.84511003
101	35.73771298
102	35.67854437
103	35.59323558
104	35.50432166
105	35.42657176
106	35.33134963
107	35.19720124
108	35.12046225
109	35.01088159
110	34.91540318
111	34.79721019
112	34.706599
113	34.61888866
114	34.54637388
115	34.46458073
116	34.37771258
117	34.27768243
118	34.16690757
119	34.10454342
120	34.0593518
121	34.00022393
122	33.92741623
123	33.84600399
124	33.76520092
125	33.69538461
126	33.62395252
127	33.57855454
128	33.49647334
129	33.43077926
130	33.37972514
131	33.31461014
132	33.24445703
133	33.18875994
134	33.11572451
135	33.04629664
136	32.98484694
137	32.92132309
138	32.84286614
139	32.78249666
140	32.71925544
141	32.64503139
142	32.57909273
143	32.50419959
144	32.43215034
145	32.37834284
146	32.29583319
147	32.2408552
148	32.20791212
149	32.15786863
150	32.09764203
151	32.05016301
152	31.99350786
153	31.94107616
154	31.889951
155	31.82059398
156	31.74630363
157	31.68967789
158	31.64795198
159	31.59584642
160	31.53726763
161	31.48943887
162	31.42195517
163	31.37524918
164	31.31665968
165	31.25273938
166	31.19389398
167	31.14281505
168	31.11107918
169	31.07147191
170	31.02003699
171	30.99320377
172	30.95921147
173	30.91983208
174	30.86878546
175	30.82300705
176	30.78257096
177	30.68956169
178	30.62629043
179	30.58310003
180	30.53943129
181	30.47800393
182	30.44949819
183	30.42151397
184	30.36743099
185	30.33520075
186	30.31546528
187	30.28630563
188	30.23909205
189	30.21531093
190	30.19057309
191	30.14384659
192	30.10597184
193	30.06081333
194	30.03236134
195	30.00384056
196	29.96635726
197	29.9149752
198	29.86515168
199	29.78996143
200	29.75718805
201	29.72841386
202	29.69750409
203	29.64706254
204	29.6097345
205	29.57965978
206	29.53514904
207	29.4783404
208	29.44075272
209	29.36748803
210	29.32159938
211	29.29500635
212	29.26644838
213	29.2332921
214	29.19319944
215	29.14550435
216	29.12659549
217	29.10593632
218	29.07695599
219	29.05464051
220	29.01268409
221	28.9715575
222	28.91260891
223	28.86472358
224	28.82516774
225	28.78862911
226	28.75685275
227	28.72246818
228	28.69574239
229	28.67830986
230	28.62224802
231	28.60061754
232	28.57711613
233	28.55636224
234	28.52383305
235	28.50690466
236	28.49842926
237	28.48265384
238	28.44938222
239	28.39668604
240	28.37704012
241	28.30940789
242	28.27769909
243	28.26348309
244	28.24061782
245	28.22969185
246	28.20145381
247	28.19256979
248	28.16164679
249	28.11187464
250	28.08836367
251	28.03282277
252	27.98100635
253	27.95204663
254	27.90146248
255	27.87902245
256	27.81903213
257	27.80264325
258	27.79147349
259	27.75051662
260	27.72338697
261	27.70785691
262	27.65697558
263	27.6138224
264	27.59633938
265	27.57466769
266	27.54672238
267	27.53413652
268	27.5101862
269	27.46315079
270	27.44548163
271	27.40996264
272	27.38371173
273	27.37229709
274	27.3535067
275	27.33578177
276	27.32584477
277	27.31146704
278	27.2961546
279	27.26215765
280	27.24656837
281	27.22547938
282	27.21154668
283	27.20258662
284	27.16712957
285	27.13935337
286	27.10367268
287	27.09632711
288	27.03305811
289	27.02797751
290	27.01929624
291	26.97029591
292	26.96069784
293	26.93145897
294	26.88563404
295	26.86641028
296	26.85835718
297	26.80036217
298	26.79168385
299	26.75819236
300	26.75196893
301	26.72198491
302	26.6876305
303	26.68066417
304	26.67036512
305	26.63627459
306	26.61789191
307	26.56911732
308	26.55422649
309	26.54363774
310	26.50331482
311	26.4791053
312	26.46204301
313	26.4598042
314	26.42701993
315	26.38398027
316	26.37089875
317	26.3312473
318	26.32356568
319	26.30215595
320	26.2635095
321	26.24237096
322	26.22333385
323	26.21306243
324	26.19712991
325	26.16426262
326	26.12295944
327	26.09489005
328	26.08824181
329	26.06396802
330	26.03824668
