date,aqi
2018-09-10,57.57
2018-09-11,29.71
2018-09-12,23.49
2018-09-13,28.08
2018-09-14,38.65
2018-09-15,44.33
2018-09-16,30.97
2018-09-17,21.41
2018-09-18,23.61
2018-09-19,35.0
2018-09-20,27.94
2018-09-21,24.49
2018-09-22,43.89
2018-09-23,38.32
2018-09-24,6.44
2018-09-25,15.47
2018-09-26,24.5
2018-09-27,33.54
2018-09-28,42.57
2018-09-29,51.6
2018-09-30,65.17
2018-10-01,20.9
2018-10-02,26.64
2018-10-03,22.01
2018-10-04,46.99
2018-10-05,44.66
2018-10-06,36.48
2018-10-07,27.02
2018-10-08,20.39
2018-10-09,27.1
2018-10-10,45.62
2018-10-11,51.63
2018-10-12,43.62
2018-10-13,28.36
2018-10-14,50.91
2018-10-15,74.37
2018-10-16,32.45
2018-10-17,31.99
2018-10-18,69.39
2018-10-19,73.3
2018-10-20,78.19
2018-10-21,118.45
2018-10-22,66.44
2018-10-23,48.88
2018-10-24,66.45
2018-10-25,64.25
2018-10-26,77.32
2018-10-27,105.94
2018-10-28,53.44
2018-10-29,45.68
2018-10-30,54.11
2018-10-31,42.2
2018-11-01,30.28
2018-11-02,42.42
2018-11-03,74.33
2018-11-04,73.94
2018-11-05,100.34
2018-11-06,97.18
2018-11-07,75.47
2018-11-08,49.31
2018-11-09,55.75
2018-11-10,88.16
2018-11-11,110.34
2018-11-12,20.98
2018-11-13,60.12
2018-11-14,115.03
2018-11-15,134.58
2018-11-16,183.3
2018-11-17,171.67
2018-11-18,228.56
2018-11-19,252.62
2018-11-20,125.72
2018-11-21,86.34
2018-11-22,103.25
2018-11-23,66.65
2018-11-24,59.88
2018-11-25,99.43
2018-11-26,101.68
2018-11-27,88.91
2018-11-28,94.93
2018-11-29,108.39
2018-11-30,65.73
2018-12-01,75.9
2018-12-02,133.85
2018-12-03,105.25
2018-12-04,129.11
2018-12-05,171.96
2018-12-06,214.68
2018-12-07,292.82
2018-12-08,252.4
2018-12-09,331.17
2018-12-10,150.46
2018-12-11,140.59
2018-12-12,87.0
2018-12-13,118.47
2018-12-14,163.2
2018-12-15,189.85
2018-12-16,89.58
2018-12-17,104.79
2018-12-18,96.53
2018-12-19,83.1
2018-12-20,66.84
2018-12-21,66.39
2018-12-22,90.9
2018-12-23,209.9
2018-12-24,237.06
2018-12-25,129.06
2018-12-26,85.58
2018-12-27,147.42
2018-12-28,129.01
2018-12-29,150.25
2018-12-30,88.39
2018-12-31,59.79
2019-01-01,62.59
2019-01-02,110.09
2019-01-03,192.57
2019-01-04,81.39
2019-01-05,75.24
2019-01-06,98.05
2019-01-07,110.58
2019-01-08,96.58
2019-01-09,94.0
2019-01-10,108.63
2019-01-11,87.7
2019-01-12,89.3
2019-01-13,121.88
2019-01-14,166.28
2019-01-15,87.26
2019-01-16,63.22
2019-01-17,171.31
2019-01-18,130.29
2019-01-19,137.7
2019-01-20,120.94
2019-01-21,42.21
2019-01-22,48.95
2019-01-23,54.75
2019-01-24,133.75
2019-01-25,149.99
2019-01-26,138.95
2019-01-27,178.79
2019-01-28,104.55
2019-01-29,89.5
2019-01-30,125.53
2019-01-31,74.63
2019-02-01,55.47
2019-02-02,78.83
2019-02-03,149.24
2019-02-04,152.84
2019-02-05,91.75
2019-02-06,48.07
2019-02-07,91.23
2019-02-08,120.32
2019-02-09,177.73
2019-02-10,135.2
2019-02-11,110.09
2019-02-12,83.49
2019-02-13,88.72
2019-02-14,114.69
2019-02-15,56.64
2019-02-16,133.95
2019-02-17,95.88
2019-02-18,56.96
2019-02-19,68.49
2019-02-20,54.77
2019-02-21,44.45
2019-02-22,92.31
2019-02-23,106.57
2019-02-24,118.18
2019-02-25,94.95
2019-02-26,91.76
2019-02-27,68.16
2019-02-28,109.07
2019-03-01,85.22
2019-03-02,116.73
2019-03-03,85.68
2019-03-04,47.35
2019-03-05,60.53
2019-03-06,61.47
2019-03-07,56.15
2019-03-08,86.18
2019-03-09,78.03
2019-03-10,66.52
2019-03-11,67.13
2019-03-12,71.13
2019-03-13,74.47
2019-03-14,90.52
2019-03-15,56.24
2019-03-16,68.59
2019-03-17,96.42
2019-03-18,51.52
2019-03-19,36.88
2019-03-20,68.1
2019-03-21,83.05
2019-03-22,91.22
2019-03-23,98.03
2019-03-24,47.78
2019-03-25,51.15
2019-03-26,63.81
2019-03-27,58.04
2019-03-28,64.17
2019-03-29,37.72
2019-03-30,28.68
2019-03-31,67.97
2019-04-01,46.46
2019-04-02,35.85
2019-04-03,56.83
2019-04-04,40.65
2019-04-05,35.57
2019-04-06,23.02
2019-04-07,45.36
2019-04-08,52.98
2019-04-09,49.87
2019-04-10,37.94
2019-04-11,37.49
2019-04-12,25.69
2019-04-13,25.81
2019-04-14,46.18
2019-04-15,23.67
2019-04-16,17.89
2019-04-17,22.87
2019-04-18,17.64
2019-04-19,29.55
2019-04-20,49.29
2019-04-21,50.29
2019-04-22,27.42
2019-04-23,25.7
2019-04-24,23.26
2019-04-25,14.2
2019-04-26,19.7
2019-04-27,24.65
2019-04-28,36.45
2019-04-29,25.81
2019-04-30,19.3
2019-05-01,24.43
2019-05-02,11.45
2019-05-03,13.21
2019-05-04,23.55
2019-05-05,32.54
2019-05-06,28.51
2019-05-07,18.34
2019-05-08,20.25
2019-05-09,26.53
2019-05-10,22.99
2019-05-11,45.32
2019-05-12,28.23
2019-05-13,15.7
2019-05-14,17.89
2019-05-15,18.27
2019-05-16,30.71
2019-05-17,23.5
2019-05-18,26.23
2019-05-19,21.44
2019-05-20,27.68
2019-05-21,26.42
2019-05-22,13.34
2019-05-23,16.7
2019-05-24,29.21
2019-05-25,24.44
2019-05-26,20.54
2019-05-27,21.82
2019-05-28,18.41
2019-05-29,17.17
2019-05-30,11.62
2019-05-31,22.84
2019-06-01,14.64
2019-06-02,26.44
2019-06-03,10.85
2019-06-04,11.44
2019-06-05,8.65
2019-06-06,5.16
2019-06-07,18.08
2019-06-08,15.88
2019-06-09,15.75
2019-06-10,6.94
2019-06-11,6.78
2019-06-12,7.89
2019-06-13,10.73
2019-06-14,15.48
2019-06-15,19.93
2019-06-16,15.94
2019-06-17,23.72
2019-06-18,14.24
2019-06-19,13.27
2019-06-20,13.54
2019-06-21,19.27
2019-06-22,16.17
2019-06-23,13.76
2019-06-24,17.3
2019-06-25,13.67
2019-06-26,15.5
2019-06-27,11.85
2019-06-28,12.22
2019-06-29,17.69
2019-06-30,20.21
2019-07-01,14.83
2019-07-02,18.2
2019-07-03,19.98
2019-07-04,17.39
2019-07-05,22.95
2019-07-06,19.37
2019-07-07,17.14
2019-07-08,28.77
2019-07-09,14.34
2019-07-10,15.99
2019-07-11,22.63
2019-07-12,24.31
2019-07-13,22.83
2019-07-14,19.16
2019-07-15,23.35
2019-07-16,31.68
2019-07-17,33.89
2019-07-18,23.92
2019-07-19,21.29
2019-07-20,27.5
2019-07-21,20.06
2019-07-22,15.97
2019-07-23,48.05
2019-07-24,24.55
2019-07-25,16.69
2019-07-26,24.28
2019-07-27,56.2
2019-07-28,59.04
2019-07-29,46.52
2019-07-30,28.33
2019-07-31,24.9
2019-08-01,20.59
2019-08-02,25.14
2019-08-03,24.85
2019-08-04,26.98
2019-08-05,19.15
2019-08-06,20.54
2019-08-07,24.57
2019-08-08,26.74
2019-08-09,27.09
2019-08-10,20.96
2019-08-11,29.86
2019-08-12,32.02
2019-08-13,23.1
2019-08-14,18.33
2019-08-15,13.53
2019-08-16,22.85
2019-08-17,19.0
2019-08-18,17.22
2019-08-19,24.24
2019-08-20,18.76
2019-08-21,21.94
2019-08-22,10.22
2019-08-23,17.0
2019-08-24,20.79
2019-08-25,25.41
2019-08-26,29.36
2019-08-27,24.12
2019-08-28,14.3
2019-08-29,15.49
2019-08-30,16.68
2019-08-31,17.88
2019-09-01,19.07
2019-09-02,20.26
2019-09-03,21.45
2019-09-04,22.65
2019-09-05,19.77
2019-09-06,19.62
2019-09-07,20.34
2019-09-08,20.62
2019-09-09,20.61
2019-09-10,20.13
2019-09-11,19.1
2019-09-12,18.47
2019-09-13,19.07
2019-09-14,19.67
2019-09-15,20.26
2019-09-16,20.26
2019-09-17,20.26
2019-09-18,20.26
2019-09-19,20.26
2019-09-20,20.26
2019-09-21,20.26
2019-09-22,20.26
2019-09-23,20.26
2019-09-24,20.26
2019-09-25,20.26
2019-09-26,20.26
2019-09-27,20.26
2019-09-28,20.26
2019-09-29,20.26
2019-09-30,20.26
2019-10-01,20.26
2019-10-02,20.26
2019-10-03,20.26
2019-10-04,20.26
2019-10-05,20.26
2019-10-06,20.26
2019-10-07,20.26
2019-10-08,20.26
2019-10-09,20.26
2019-10-10,20.26
2019-10-11,20.26
2019-10-12,20.26
2019-10-13,20.26
2019-10-14,20.26
2019-10-15,20.26
2019-10-16,20.26
2019-10-17,20.26
2019-10-18,20.26
2019-10-19,20.26
2019-10-20,20.26
2019-10-21,20.26
2019-10-22,20.26
2019-10-23,20.26
2019-10-24,20.26
2019-10-25,20.26
2019-10-26,20.26
2019-10-27,20.26
2019-10-28,20.26
2019-10-29,20.26
2019-10-30,20.26
2019-10-31,20.26
2019-11-01,20.26
2019-11-02,20.26
2019-11-03,20.26
2019-11-04,20.26
2019-11-05,20.26
2019-11-06,20.26
2019-11-07,20.26
2019-11-08,20.26
2019-11-09,20.26
2019-11-10,20.26
2019-11-11,20.26
2019-11-12,20.26
2019-11-13,20.26
2019-11-14,20.26
2019-11-15,20.26
2019-11-16,20.26
2019-11-17,20.26
2019-11-18,20.26
2019-11-19,20.26
2019-11-20,20.26
2019-11-21,20.26
2019-11-22,20.26
2019-11-23,20.26
2019-11-24,20.26
2019-11-25,20.26
2019-11-26,20.26
2019-11-27,20.26
2019-11-28,20.26
2019-11-29,20.26
2019-11-30,20.26
2019-12-01,20.26
2019-12-02,20.26
2019-12-03,20.26
2019-12-04,20.26
2019-12-05,146.7
2019-12-06,147.29
2019-12-07,147.89
2019-12-08,148.49
2019-12-09,141.92
2019-12-10,137.08
2019-12-11,137.24
2019-12-12,137.31
2019-12-13,137.32
2019-12-14,137.29
2019-12-15,144.31
2019-12-16,145.5
2019-12-17,146.7
2019-12-18,147.89
2019-12-19,149.08
2019-12-20,150.28
2019-12-21,151.47
2019-12-22,152.66
2019-12-23,89.43
2019-12-24,93.52
2019-12-25,138.76
2019-12-26,138.12
2019-12-27,137.48
2019-12-28,136.84
2019-12-29,136.2
2019-12-30,135.56
2019-12-31,134.92
2020-01-01,134.28
2020-01-02,135.1
2020-01-03,134.18
2020-01-04,133.04
2020-01-05,131.6
2020-01-06,129.8
2020-01-07,127.51
2020-01-08,131.74
2020-01-09,136.52
2020-01-10,136.2
2020-01-11,135.88
2020-01-12,135.56
2020-01-13,135.56
2020-01-14,135.56
2020-01-15,135.56
2020-01-16,135.56
2020-01-17,135.56
2020-01-18,135.56
2020-01-19,135.56
2020-01-20,135.56
2020-01-21,135.56
2020-01-22,135.56
2020-01-23,135.56
2020-01-24,135.56
2020-01-25,135.56
2020-01-26,135.56
2020-01-27,135.56
2020-01-28,135.56
2020-01-29,135.56
2020-01-30,135.56
2020-01-31,135.56
2020-02-01,135.56
2020-02-02,135.56
2020-02-03,135.56
2020-02-04,135.56
2020-02-05,135.56
2020-02-06,135.56
2020-02-07,135.56
2020-02-08,135.56
2020-02-09,135.56
2020-02-10,135.56
2020-02-11,135.56
2020-02-12,135.56
2020-02-13,135.56
2020-02-14,135.56
2020-02-15,135.56
2020-02-16,135.56
2020-02-17,135.56
2020-02-18,135.56
2020-02-19,135.56
2020-02-20,135.56
2020-02-21,135.56
2020-02-22,135.56
2020-02-23,135.56
2020-02-24,135.56
2020-02-25,135.56
2020-02-26,135.56
2020-02-27,135.56
2020-02-28,135.56
2020-02-29,135.56
2020-03-01,135.56
2020-03-02,135.56
2020-03-03,135.56
2020-03-04,135.56
2020-03-05,135.56
2020-03-06,135.56
2020-03-07,135.56
2020-03-08,135.56
2020-03-09,135.56
2020-03-10,135.56
2020-03-11,135.56
2020-03-12,135.56
2020-03-13,135.56
2020-03-14,135.56
2020-03-15,135.56
2020-03-16,135.56
2020-03-17,135.56
2020-03-18,135.56
2020-03-19,135.56
2020-03-20,135.56
2020-03-21,135.56
2020-03-22,135.56
2020-03-23,135.56
2020-03-24,135.56
2020-03-25,135.56
2020-03-26,135.56
2020-03-27,135.56
2020-03-28,135.56
2020-03-29,135.56
2020-03-30,135.56
2020-03-31,135.56
2020-04-01,135.56
2020-04-02,135.56
2020-04-03,135.56
2020-04-04,135.56
2020-04-05,135.56
2020-04-06,135.56
2020-04-07,135.56
2020-04-08,135.56
2020-04-09,135.56
2020-04-10,135.56
2020-04-11,135.56
2020-04-12,135.56
2020-04-13,135.56
2020-04-14,135.56
2020-04-15,135.56
2020-04-16,135.56
2020-04-17,135.56
2020-04-18,135.56
2020-04-19,135.56
2020-04-20,135.56
2020-04-21,135.56
2020-04-22,135.56
2020-04-23,135.56
2020-04-24,135.56
2020-04-25,135.56
2020-04-26,135.56
2020-04-27,135.56
2020-04-28,135.56
2020-04-29,135.56
2020-04-30,135.56
2020-05-01,135.56
2020-05-02,135.56
2020-05-03,135.56
2020-05-04,135.56
2020-05-05,135.56
2020-05-06,135.56
2020-05-07,135.56
2020-05-08,135.56
2020-05-09,135.56
2020-05-10,135.56
2020-05-11,135.56
2020-05-12,135.56
2020-05-13,135.56
2020-05-14,135.56
2020-05-15,135.56
2020-05-16,135.56
2020-05-17,135.56
2020-05-18,135.56
2020-05-19,135.56
2020-05-20,135.56
2020-05-21,135.56
2020-05-22,135.56
2020-05-23,135.56
2020-05-24,135.56
2020-05-25,135.56
2020-05-26,135.56
2020-05-27,135.56
2020-05-28,135.56
2020-05-29,135.56
2020-05-30,135.56
2020-05-31,135.56
2020-06-01,135.56
2020-06-02,135.56
2020-06-03,135.56
2020-06-04,135.56
2020-06-05,135.56
2020-06-06,135.56
2020-06-07,135.56
2020-06-08,135.56
2020-06-09,135.56
2020-06-10,135.56
2020-06-11,135.56
2020-06-12,135.56
2020-06-13,135.56
2020-06-14,135.56
2020-06-15,135.56
2020-06-16,135.56
2020-06-17,135.56
2020-06-18,135.56
2020-06-19,135.56
2020-06-20,17.08
2020-06-21,16.76
2020-06-22,16.44
2020-06-23,16.12
2020-06-24,15.88
2020-06-25,15.75
2020-06-26,15.41
2020-06-27,14.88
2020-06-28,14.78
2020-06-29,14.86
2020-06-30,18.36
2020-07-01,17.72
2020-07-02,17.08
2020-07-03,16.44
2020-07-04,15.8
2020-07-05,15.16
2020-07-06,14.52
2020-07-07,13.88
2020-07-08,13.92
2020-07-09,14.65
2020-07-10,11.95
2020-07-11,9.04
2020-07-12,13.66
2020-07-13,15.81
2020-07-14,12.99
2020-07-15,9.62
2020-07-16,14.35
2020-07-17,12.59
2020-07-18,12.93
2020-07-19,12.71
2020-07-20,12.44
2020-07-21,12.17
2020-07-22,7.93
2020-07-23,15.42
2020-07-24,12.58
2020-07-25,17.78
2020-07-26,16.64
2020-07-27,9.02
2020-07-28,9.06
2020-07-29,6.74
2020-07-30,9.39
2020-07-31,21.26
2020-08-01,15.81
2020-08-02,14.26
2020-08-03,10.74
2020-08-04,12.0
2020-08-05,9.28
2020-08-06,15.72
2020-08-07,15.74
2020-08-08,23.38
2020-08-09,13.68
2020-08-10,7.91
2020-08-11,9.43
2020-08-12,9.61
2020-08-13,6.62
2020-08-14,12.01
2020-08-15,26.65
2020-08-16,22.3
2020-08-17,16.06
2020-08-18,11.21
2020-08-19,12.34
2020-08-20,12.19
2020-08-21,10.65
2020-08-22,19.6
2020-08-23,18.99
2020-08-24,19.49
2020-08-25,11.18
2020-08-26,15.67
2020-08-27,11.89
2020-08-28,15.4
2020-08-29,17.93
2020-08-30,22.91
2020-08-31,22.75
2020-09-01,21.86
2020-09-02,14.78
2020-09-03,12.02
2020-09-04,4.99
2020-09-05,20.84
2020-09-06,16.17
2020-09-07,9.62
2020-09-08,14.9
2020-09-09,17.32
2020-09-10,15.91
2020-09-11,26.53
2020-09-12,18.55
2020-09-13,29.32
2020-09-14,27.24
2020-09-15,10.32
2020-09-16,26.12
2020-09-17,10.87
2020-09-18,17.55
2020-09-19,33.28
2020-09-20,36.82
2020-09-21,23.51
2020-09-22,14.65
2020-09-23,18.44
2020-09-24,15.43
2020-09-25,16.23
2020-09-26,21.4
2020-09-27,23.73
2020-09-28,20.84
2020-09-29,24.2
2020-09-30,20.71
2020-10-01,18.64
2020-10-02,36.58
2020-10-03,32.14
2020-10-04,30.66
2020-10-05,27.89
2020-10-06,22.92
2020-10-07,31.61
