iter	Passed	Remaining
0	0	1816
1	1	1747
2	2	1890
3	4	2151
4	5	2166
5	6	2113
6	7	2108
7	8	2185
8	9	2184
9	10	2109
10	11	2054
11	12	1995
12	12	1937
13	13	1891
14	13	1847
15	14	1813
16	15	1782
17	16	1764
18	16	1757
19	17	1756
20	18	1748
21	19	1728
22	19	1718
23	20	1715
24	21	1701
25	22	1688
26	22	1679
27	24	1703
28	24	1689
29	25	1675
30	26	1664
31	26	1650
32	27	1634
33	27	1617
34	28	1601
35	29	1584
36	29	1570
37	30	1557
38	30	1543
39	31	1531
40	31	1520
41	32	1508
42	32	1497
43	33	1485
44	33	1476
45	34	1467
46	35	1460
47	35	1461
48	36	1459
49	37	1455
50	37	1448
51	38	1440
52	39	1432
53	39	1425
54	40	1417
55	40	1409
56	41	1400
57	41	1392
58	42	1384
59	42	1376
60	43	1369
61	43	1361
62	44	1354
63	44	1347
64	45	1342
65	45	1335
66	46	1329
67	46	1323
68	47	1317
69	47	1311
70	48	1306
71	48	1300
72	49	1295
73	49	1290
74	50	1285
75	50	1280
76	51	1278
77	51	1277
78	52	1276
79	53	1274
80	53	1272
81	54	1271
82	54	1267
83	55	1262
84	55	1258
85	56	1254
86	56	1250
87	57	1246
88	57	1242
89	58	1238
90	58	1235
91	59	1231
92	59	1227
93	60	1223
94	60	1220
95	61	1217
96	61	1214
97	62	1211
98	62	1208
99	63	1205
100	63	1201
101	64	1198
102	64	1196
103	65	1193
104	65	1190
105	66	1190
106	67	1192
107	68	1191
108	68	1190
109	69	1189
110	69	1190
111	70	1188
112	71	1186
113	71	1183
114	72	1180
115	72	1177
116	72	1174
117	73	1172
118	73	1169
119	74	1167
120	74	1164
121	75	1162
122	76	1160
123	76	1157
124	77	1155
125	77	1152
126	78	1150
127	78	1148
128	79	1146
129	79	1143
130	80	1141
131	80	1139
132	81	1138
133	81	1135
134	82	1137
135	82	1137
136	83	1135
137	84	1134
138	84	1133
139	85	1131
140	85	1129
141	86	1127
142	86	1125
143	87	1123
144	87	1121
145	88	1119
146	88	1117
147	89	1116
148	89	1114
149	90	1112
150	90	1110
151	91	1109
152	91	1107
153	92	1105
154	92	1103
155	93	1102
156	93	1100
157	94	1098
158	94	1097
159	95	1095
160	95	1093
161	96	1092
162	96	1090
163	97	1091
164	98	1091
165	98	1091
166	99	1091
167	100	1090
168	100	1090
169	101	1088
170	101	1086
171	102	1085
172	102	1083
173	103	1082
174	103	1081
175	104	1080
176	104	1079
177	105	1078
178	105	1076
179	106	1075
180	106	1073
181	107	1072
182	107	1071
183	108	1070
184	108	1068
185	109	1067
186	109	1065
187	110	1064
188	110	1063
189	111	1061
190	111	1060
191	112	1060
192	113	1062
193	114	1063
194	114	1063
195	115	1062
196	115	1060
197	116	1059
198	117	1058
199	117	1057
200	118	1056
201	118	1055
202	119	1054
203	119	1053
204	120	1052
205	120	1050
206	121	1049
207	121	1048
208	122	1047
209	122	1046
210	123	1044
211	123	1043
212	124	1042
213	124	1041
214	125	1039
215	125	1038
216	126	1037
217	126	1036
218	127	1035
219	127	1035
220	128	1035
221	129	1035
222	129	1035
223	130	1034
224	130	1032
225	131	1031
226	131	1030
227	132	1029
228	132	1028
229	133	1027
230	133	1026
231	134	1025
232	135	1023
233	135	1022
234	136	1021
235	136	1020
236	137	1019
237	137	1018
238	138	1017
239	138	1016
240	139	1014
241	139	1013
242	140	1012
243	140	1011
244	141	1010
245	141	1009
246	142	1008
247	142	1007
248	143	1007
249	143	1006
250	144	1005
251	144	1004
252	145	1003
253	145	1002
254	146	1001
255	146	1000
256	147	999
257	147	998
258	148	997
259	148	996
260	149	995
261	149	994
262	150	993
263	150	992
264	151	991
265	151	990
266	152	989
267	153	988
268	153	987
269	154	987
270	154	986
271	155	985
272	155	984
273	156	983
274	156	982
275	157	982
276	157	981
277	158	980
278	159	980
279	159	980
280	160	980
281	160	979
282	161	978
283	161	977
284	162	976
285	162	976
286	163	975
287	163	974
288	164	973
289	164	972
290	165	971
291	165	970
292	166	969
293	166	968
294	167	967
295	168	967
296	168	966
297	169	965
298	169	964
299	170	964
300	170	963
301	170	961
302	171	960
303	171	959
304	172	958
305	172	957
306	174	959
307	174	960
308	175	959
309	175	958
310	176	957
311	176	957
312	177	956
313	177	955
314	178	954
315	178	953
316	179	952
317	179	951
318	180	950
319	180	949
320	181	949
321	181	948
322	182	947
323	183	946
324	183	945
325	184	945
326	184	944
327	185	943
328	185	942
329	186	941
330	186	940
331	187	939
332	187	938
333	188	937
334	188	936
335	189	936
336	189	936
337	190	936
338	191	936
339	191	936
340	192	936
341	193	937
342	194	938
343	195	939
344	195	939
345	196	938
346	196	937
347	197	936
348	197	936
349	198	935
350	198	934
351	199	933
352	199	932
353	200	931
354	200	931
355	201	930
356	201	929
357	202	928
358	202	927
359	203	926
360	203	926
361	204	925
362	205	925
363	205	925
364	206	925
365	207	925
366	207	925
367	208	925
368	209	924
369	209	924
370	210	923
371	210	922
372	211	921
373	211	920
374	212	919
375	212	919
376	213	918
377	213	917
378	214	916
379	214	916
380	215	915
381	215	914
382	216	913
383	216	912
384	217	912
385	217	911
386	218	910
387	218	909
388	219	909
389	220	908
390	220	908
391	221	908
392	222	908
393	222	908
394	223	907
395	224	907
396	224	907
397	225	906
398	225	906
399	226	905
400	227	905
401	227	905
402	228	904
403	228	904
404	229	903
405	230	903
406	230	903
407	231	902
408	232	902
409	232	902
410	233	901
411	233	901
412	234	901
413	235	900
414	235	900
415	236	899
416	236	898
417	237	897
418	237	897
419	238	896
420	238	895
421	239	895
422	239	894
423	240	893
424	240	892
425	241	891
426	241	890
427	242	890
428	242	889
429	243	888
430	243	887
431	244	886
432	244	886
433	245	885
434	245	884
435	246	883
436	246	882
437	247	882
438	247	881
439	248	880
440	248	879
441	249	879
442	250	878
443	250	878
444	251	877
445	251	877
446	252	876
447	253	876
448	253	876
449	254	875
450	254	875
451	255	874
452	255	873
453	256	873
454	256	872
455	257	871
456	257	870
457	258	870
458	259	869
459	259	868
460	260	868
461	260	867
462	261	866
463	261	865
