ds,temp,wind_speed,humidity,pressure
2023-05-25,15.90,11.60,43.58,923.82
2023-05-26,16.20,12.70,40.04,923.14
2023-05-27,17.30,20.20,45.04,921.61
2023-05-28,15.90,14.50,60.25,923.78
2023-05-29,14.50,6.60,53.21,928.16
2023-05-30,16.50,6.50,47.75,927.21
2023-05-31,18.60,7.50,48.79,923.57
2023-06-01,17.40,10.80,47.08,921.27
2023-06-02,19.00,8.50,37.96,921.88
2023-06-03,19.70,21.10,43.42,920.55
2023-06-04,21.90,20.20,39.67,919.56
2023-06-05,23.20,17.00,38.33,919.09
2023-06-06,24.20,15.50,33.88,919.72
2023-06-07,24.70,19.60,34.62,921.02
2023-06-08,25.60,12.10,35.46,922.09
2023-06-09,26.30,11.60,33.88,918.38
2023-06-10,26.10,16.90,39.12,919.60
2023-06-11,23.30,13.10,54.50,919.45
2023-06-12,21.60,10.10,56.12,919.35
2023-06-13,22.20,17.70,48.67,916.29
2023-06-14,24.60,11.60,45.58,916.12
2023-06-15,22.40,9.50,36.79,916.55
2023-06-16,21.80,8.90,37.04,916.08
2023-06-17,23.70,9.20,34.75,915.37
2023-06-18,24.60,25.20,38.21,913.63
2023-06-19,26.20,27.40,31.04,912.02
2023-06-20,23.90,19.10,46.04,916.29
2023-06-21,23.10,19.00,48.29,917.57
2023-06-22,21.80,10.90,54.00,919.00
2023-06-23,23.60,11.70,45.83,919.99
2023-06-24,22.70,13.00,40.08,921.51
2023-06-25,21.30,19.00,51.33,919.50
2023-06-26,22.50,9.50,48.50,918.12
2023-06-27,24.70,16.30,33.67,913.75
2023-06-28,24.30,14.30,39.88,916.90
2023-06-29,21.20,8.80,41.38,920.97
2023-06-30,20.90,8.90,39.17,918.83
2023-07-01,23.10,11.90,30.08,919.50
2023-07-02,26.10,11.30,29.83,918.10
2023-07-03,26.40,21.10,32.33,918.98
2023-07-04,25.50,21.20,32.58,917.23
2023-07-05,22.30,17.90,50.04,916.99
2023-07-06,21.70,13.70,49.79,916.79
2023-07-07,22.00,11.50,54.46,918.92
2023-07-08,21.20,9.40,58.62,920.93
2023-07-09,21.70,8.40,52.50,920.45
2023-07-10,22.60,12.10,42.62,920.70
2023-07-11,24.10,6.80,37.04,921.98
2023-07-12,26.60,7.40,35.92,921.46
2023-07-13,29.90,8.70,30.96,918.92
2023-07-14,31.30,19.30,24.25,917.80
2023-07-15,28.20,10.20,31.83,919.82
2023-07-16,27.10,5.70,32.21,918.96
2023-07-17,28.80,11.40,34.21,918.77
2023-07-18,29.20,9.80,34.17,917.20
2023-07-19,30.90,12.50,28.83,916.92
2023-07-20,27.20,12.50,38.88,920.90
2023-07-21,25.40,21.30,55.08,920.71
2023-07-22,26.90,8.40,42.00,921.64
2023-07-23,28.40,9.50,33.00,919.23
2023-07-24,28.30,9.40,32.71,917.24
2023-07-25,29.60,7.50,30.04,916.01
2023-07-26,29.70,9.70,29.92,916.53
2023-07-27,29.80,14.60,29.33,915.40
2023-07-28,25.00,11.20,48.83,917.85
2023-07-29,26.40,9.30,40.21,916.50
2023-07-30,26.80,11.20,38.42,915.88
2023-07-31,27.10,16.00,33.71,916.80
2023-08-01,28.60,15.40,26.75,916.04
2023-08-02,27.70,17.00,33.12,917.03
2023-08-03,27.90,15.10,29.42,916.52
2023-08-04,28.70,9.90,28.96,916.54
2023-08-05,29.70,10.00,26.25,917.25
2023-08-06,28.30,23.20,29.04,915.62
2023-08-07,23.10,8.00,52.25,913.92
2023-08-08,23.50,18.00,47.42,915.27
2023-08-09,25.60,17.20,36.58,919.34
2023-08-10,27.90,13.60,29.12,918.92
2023-08-11,26.60,17.90,37.54,919.17
2023-08-12,21.00,18.40,59.04,921.30
2023-08-13,19.30,17.40,56.83,922.15
2023-08-14,15.90,7.60,58.83,925.45
2023-08-15,18.00,18.80,46.54,927.22
2023-08-16,20.40,6.90,35.12,925.38
2023-08-17,22.70,13.20,33.96,923.61
2023-08-18,23.20,10.90,38.83,922.72
2023-08-19,23.70,7.10,41.75,922.48
2023-08-20,24.90,8.10,38.96,921.83
2023-08-21,26.20,7.90,31.71,921.17
2023-08-22,25.70,11.80,34.62,919.75
2023-08-23,25.90,17.10,30.00,918.52
2023-08-24,25.80,14.40,29.67,916.88
2023-08-25,27.20,13.70,27.79,915.25
2023-08-26,26.00,13.00,35.12,915.17
2023-08-27,23.60,21.90,44.38,915.67
2023-08-28,16.80,8.40,70.75,921.39
2023-08-29,17.90,8.30,59.54,919.16
2023-08-30,22.80,10.20,39.17,916.10
2023-08-31,16.40,12.30,56.62,922.84
2023-09-01,16.40,10.10,53.92,923.48
2023-09-02,19.40,8.80,44.83,922.06
2023-09-03,21.40,6.20,40.75,919.21
2023-09-04,17.40,17.40,58.21,920.92
2023-09-05,18.00,7.70,45.12,925.71
2023-09-06,18.80,6.40,46.17,923.56
2023-09-07,19.50,5.40,45.58,921.95
2023-09-08,19.40,8.90,48.46,920.76
2023-09-09,21.60,28.20,43.33,921.29
2023-09-10,21.60,8.40,39.58,918.26
2023-09-11,25.60,34.20,39.62,916.63
2023-09-12,17.60,12.10,63.54,923.72
2023-09-13,17.60,9.80,54.88,924.17
2023-09-14,16.10,9.00,48.08,924.48
2023-09-15,12.50,9.00,85.71,924.47
2023-09-16,14.90,7.60,70.79,925.48
2023-09-17,15.70,7.60,59.58,923.56
2023-09-18,16.50,7.90,60.92,922.23
2023-09-19,17.90,7.20,57.50,921.82
2023-09-20,15.20,11.10,68.83,925.84
2023-09-21,16.30,8.70,52.58,927.36
2023-09-22,10.80,12.60,85.17,929.10
2023-09-23,13.10,5.90,54.79,931.33
2023-09-24,13.30,10.80,52.04,930.99
2023-09-25,11.80,6.00,53.42,929.67
2023-09-26,13.40,4.70,56.17,926.63
2023-09-27,15.80,6.40,52.92,925.92
2023-09-28,17.90,7.60,40.46,924.44
2023-09-29,17.20,7.00,41.29,924.25
2023-09-30,15.90,7.60,51.04,925.88
2023-10-01,15.30,6.80,45.92,923.12
2023-10-02,16.60,15.50,44.96,921.40
2023-10-03,14.70,8.40,51.88,925.31
2023-10-04,15.30,8.60,50.50,927.29
2023-10-05,16.70,10.50,45.33,925.38
2023-10-06,15.50,10.40,45.96,921.80
2023-10-07,15.90,12.30,67.71,926.54
2023-10-08,13.10,6.80,72.67,927.90
2023-10-09,14.40,9.70,54.33,928.49
2023-10-10,16.70,6.00,36.12,923.83
2023-10-11,19.10,10.60,33.79,928.04
2023-10-12,18.10,9.50,33.21,922.25
2023-10-13,10.20,18.40,74.67,928.93
2023-10-14,5.70,7.20,73.46,933.69
2023-10-15,6.40,7.90,69.83,929.77
2023-10-16,7.80,8.70,72.33,929.61
2023-10-17,9.60,14.70,60.92,923.62
2023-10-18,11.70,7.90,55.04,924.38
2023-10-19,13.10,7.60,50.04,928.87
2023-10-20,13.50,7.10,47.71,923.83
2023-10-21,14.40,10.60,44.50,925.17
2023-10-22,12.90,10.00,49.38,920.82
2023-10-23,11.00,10.10,77.00,927.21
2023-10-24,9.40,9.70,79.21,930.41
2023-10-25,11.70,7.30,49.88,923.26
2023-10-26,13.20,9.80,46.62,922.21
2023-10-27,9.10,9.80,92.38,928.28
2023-10-28,9.70,7.90,78.29,925.12
2023-10-29,14.30,12.50,50.29,923.45
2023-10-30,15.80,9.50,46.54,924.38
2023-10-31,10.30,14.60,71.58,926.92
2023-11-01,7.40,10.50,85.83,933.74
2023-11-02,6.80,9.30,77.58,935.69
2023-11-03,6.90,7.60,70.92,929.60
2023-11-04,7.20,13.60,70.79,924.24
2023-11-05,10.20,7.20,47.92,926.38
2023-11-06,4.70,10.00,81.46,928.03
2023-11-07,4.70,12.30,78.83,924.91
2023-11-08,8.70,9.70,62.42,921.10
2023-11-09,7.00,13.00,74.17,927.56
2023-11-10,5.10,6.50,83.62,934.03
2023-11-11,5.20,10.20,69.83,928.98
2023-11-12,5.50,11.80,61.17,931.93
2023-11-13,3.00,9.40,81.88,936.81
2023-11-14,1.80,13.90,74.88,936.29
2023-11-15,4.40,11.70,48.21,925.22
2023-11-16,7.30,7.80,32.67,923.76
2023-11-17,8.70,8.30,39.83,921.98
2023-11-18,12.10,9.10,39.04,919.74
2023-11-19,7.10,13.40,82.58,929.13
2023-11-20,5.90,11.60,83.04,930.88
2023-11-21,4.00,16.50,79.62,923.92
2023-11-22,8.00,15.90,51.62,918.39
2023-11-23,5.70,8.20,85.62,927.42
2023-11-24,4.60,11.10,69.29,920.39
2023-11-25,6.20,9.40,65.79,927.61
2023-11-26,5.30,12.50,74.50,926.75
2023-11-27,7.70,8.00,54.54,921.40
2023-11-28,8.20,7.10,45.38,920.58
2023-11-29,7.80,9.60,46.33,922.27
2023-11-30,5.50,9.90,82.92,931.43
2023-12-01,3.10,7.60,96.04,931.27
2023-12-02,5.40,7.10,77.75,928.13
2023-12-03,6.40,7.90,42.25,926.06
2023-12-04,6.70,8.60,73.00,931.30
2023-12-05,6.00,10.10,72.04,927.56
2023-12-06,9.60,9.20,46.46,922.87
2023-12-07,0.50,12.10,91.67,927.49
2023-12-08,-2.50,11.70,85.33,924.50
2023-12-09,-5.00,7.90,86.83,932.00
2023-12-10,-6.60,13.00,91.83,930.88
2023-12-11,-5.30,7.10,86.88,920.79
2023-12-12,-14.10,14.50,83.21,933.15
2023-12-13,-22.80,14.50,71.58,944.78
2023-12-14,-19.10,20.30,62.46,937.83
2023-12-15,-13.40,22.10,62.75,926.30
2023-12-16,-5.60,12.90,83.46,929.08
2023-12-17,-4.40,11.30,90.58,933.90
2023-12-18,-3.10,9.80,72.08,929.18
2023-12-19,-0.40,15.50,71.04,929.12
2023-12-20,-2.30,10.10,87.12,935.21
2023-12-21,-3.70,10.90,84.29,937.60
2023-12-22,-2.90,21.00,70.96,925.70
2023-12-23,2.70,16.40,37.96,919.18
2023-12-24,5.00,7.40,37.62,920.60
2023-12-25,2.50,9.70,61.29,920.92
2023-12-26,2.70,17.70,76.33,924.02
2023-12-27,1.40,17.30,84.58,924.25
2023-12-28,2.00,11.80,82.17,927.15
2023-12-29,3.00,16.70,68.12,922.90
2023-12-30,-3.40,7.90,88.17,933.93
2023-12-31,-2.70,6.50,77.17,930.66
2024-01-01,-0.10,8.00,60.46,925.45
2024-01-02,3.10,12.00,48.17,925.99
2024-01-03,-3.10,11.90,91.58,928.56
2024-01-04,-1.70,12.10,71.00,921.10
2024-01-05,3.10,7.90,48.42,921.35
2024-01-06,2.10,11.30,56.25,922.73
2024-01-07,2.50,8.50,51.17,922.11
2024-01-08,3.40,8.30,72.79,925.25
2024-01-09,3.90,8.50,75.83,922.25
2024-01-10,5.90,9.80,54.21,915.30
2024-01-11,0.70,22.30,87.67,918.30
2024-01-12,-3.40,13.80,80.96,925.97
2024-01-13,1.80,14.50,64.50,914.20
2024-01-14,3.30,11.50,61.92,919.93
2024-01-15,-5.20,15.50,93.75,927.48
2024-01-16,-6.80,12.00,89.21,928.45
2024-01-17,-8.40,12.60,87.04,930.83
2024-01-18,-9.90,16.20,74.42,929.20
2024-01-19,-2.90,11.40,55.88,928.58
2024-01-20,-7.30,10.40,89.50,932.68
2024-01-21,-10.80,10.60,84.92,933.58
2024-01-22,-10.30,13.50,81.17,931.21
2024-01-23,-3.50,12.40,59.17,928.92
2024-01-24,-1.90,7.20,66.79,927.92
2024-01-25,-1.10,9.30,67.38,921.02
2024-01-26,-3.10,11.80,86.83,929.02
2024-01-27,-6.30,15.00,87.83,928.90
2024-01-28,-5.10,15.10,87.25,922.10
2024-01-29,-5.50,16.70,87.46,921.05
2024-01-30,-1.00,9.20,84.54,926.90
2024-01-31,-4.00,6.50,91.58,927.85
2024-02-01,-6.20,10.00,87.54,926.42
2024-02-02,-5.30,10.10,75.83,930.96
2024-02-03,-7.30,14.70,71.00,919.50
2024-02-04,-4.10,12.00,67.71,923.96
2024-02-05,-3.80,4.70,58.58,925.67
2024-02-06,-3.00,9.40,61.67,921.12
2024-02-07,-2.40,11.10,69.08,916.12
2024-02-08,0.40,12.40,78.75,927.79
2024-02-09,1.50,10.10,67.04,926.38
2024-02-10,3.50,9.00,54.33,923.12
2024-02-11,5.40,11.40,40.33,922.05
2024-02-12,-1.90,11.00,90.00,931.58
2024-02-13,-4.00,7.90,81.96,932.48
2024-02-14,1.60,7.30,59.67,927.30
2024-02-15,7.10,9.70,47.33,917.33
2024-02-16,-4.80,11.60,82.42,925.01
2024-02-17,-21.00,15.60,72.21,936.36
2024-02-18,-18.70,18.10,73.96,925.14
2024-02-19,-20.00,16.60,75.92,926.75
2024-02-20,-18.10,15.30,73.79,930.02
2024-02-21,-11.90,12.10,78.38,930.22
2024-02-22,-6.90,8.00,74.58,929.50
2024-02-23,-4.60,14.20,75.96,928.58
2024-02-24,-7.00,10.30,92.67,932.72
2024-02-25,-9.20,8.20,87.79,933.72
2024-02-26,-10.20,8.70,85.08,932.36
2024-02-27,-8.90,8.40,83.50,934.51
2024-02-28,-8.50,13.70,82.25,933.48
2024-02-29,-7.30,14.80,78.17,928.92
2024-03-01,-6.40,18.90,82.96,923.51
2024-03-02,-4.00,8.10,79.50,922.90
2024-03-03,-3.50,7.60,90.62,926.17
2024-03-04,-4.20,8.60,79.21,929.44
2024-03-05,-4.40,7.20,79.00,928.18
2024-03-06,-0.90,10.10,66.38,922.63
2024-03-07,2.60,8.40,42.46,923.64
2024-03-08,4.00,10.10,50.12,924.38
2024-03-09,4.40,11.90,49.75,920.55
2024-03-10,5.40,8.00,62.71,924.98
2024-03-11,4.50,9.70,85.17,926.18
2024-03-12,5.60,13.30,65.08,918.94
2024-03-13,0.10,9.00,94.75,928.42
2024-03-14,0.00,20.20,80.17,930.67
2024-03-15,-5.00,9.70,84.62,938.82
2024-03-16,-1.50,10.00,68.62,936.04
2024-03-17,1.50,15.10,58.67,929.24
2024-03-18,7.60,7.30,36.21,925.88
2024-03-19,9.30,9.70,38.46,925.28
2024-03-20,8.30,11.80,71.29,917.83
2024-03-21,7.40,19.30,83.50,914.03
2024-03-22,8.10,11.00,81.67,921.33
2024-03-23,7.90,10.10,77.04,922.97
2024-03-24,10.70,8.00,53.21,924.07
2024-03-25,12.30,12.30,56.88,927.96
2024-03-26,12.30,11.60,48.25,919.74
2024-03-27,15.70,11.50,38.46,921.32
2024-03-28,14.30,20.30,73.12,921.53
2024-03-29,9.10,16.40,65.88,922.20
2024-03-30,6.10,14.30,79.83,924.67
2024-03-31,3.70,10.50,78.29,933.93
2024-04-01,6.20,12.90,63.25,929.40
2024-04-02,8.50,7.70,54.67,924.62
2024-04-03,11.10,8.20,48.00,925.51
2024-04-04,10.00,6.80,54.75,925.76
2024-04-05,11.20,9.10,58.21,922.81
2024-04-06,11.70,17.10,59.92,920.96
2024-04-07,9.60,9.90,71.79,928.68
2024-04-08,12.80,9.00,42.08,925.16
2024-04-09,10.40,21.70,60.88,925.02
2024-04-10,10.40,10.10,53.67,927.26
2024-04-11,13.30,9.20,59.79,921.14
2024-04-12,9.40,11.50,79.46,921.50
2024-04-13,9.50,9.30,79.42,917.89
2024-04-14,14.50,7.10,63.42,921.05
2024-04-15,14.20,10.90,65.88,919.27
2024-04-16,11.30,10.00,91.21,926.09
2024-04-17,12.00,6.10,73.08,929.96
2024-04-18,12.50,9.20,60.92,926.05
2024-04-19,15.00,6.70,62.50,920.97
2024-04-20,16.50,9.40,62.58,919.31
2024-04-21,13.40,8.70,64.58,921.72
2024-04-22,16.40,9.20,60.04,921.58
2024-04-23,16.60,9.80,52.50,921.88
2024-04-24,15.70,13.70,58.04,920.65
2024-04-25,15.10,14.20,66.67,919.97
2024-04-26,9.80,9.50,79.25,922.49
2024-04-27,7.70,9.20,59.42,922.28
2024-04-28,7.10,6.90,80.08,925.62
2024-04-29,11.70,6.20,69.58,926.36
2024-04-30,14.10,8.30,58.58,924.43
2024-05-01,14.60,19.60,55.62,921.84
2024-05-02,13.70,15.80,62.29,921.54
2024-05-03,17.00,8.20,51.00,915.14
2024-05-04,19.60,6.60,54.96,913.24
2024-05-05,18.70,16.30,65.04,914.50
2024-05-06,15.80,8.20,79.92,925.69
2024-05-07,18.00,8.70,61.42,925.94
2024-05-08,19.70,6.10,52.50,923.23
2024-05-09,21.20,9.90,54.62,918.95
2024-05-10,18.90,14.00,59.25,920.34
2024-05-11,15.00,10.70,82.08,925.95
2024-05-12,15.00,6.40,78.50,926.83
2024-05-13,17.20,6.40,68.50,923.99
2024-05-14,19.70,9.10,54.29,921.88
2024-05-15,22.10,8.70,50.38,920.41
2024-05-16,21.20,15.90,61.29,924.95
2024-05-17,17.80,6.30,80.38,923.08
2024-05-18,18.70,20.40,72.17,917.65
2024-05-19,19.10,13.70,69.67,920.56
2024-05-20,13.10,9.20,82.42,925.96
2024-05-21,14.50,9.90,75.62,926.53
2024-05-22,15.70,6.00,71.83,926.48
2024-05-23,15.40,7.40,70.46,924.56
2024-05-24,17.80,17.70,74.29,918.65
2024-05-25,19.60,12.30,65.75,921.26
2024-05-26,9.80,19.20,77.50,928.42
2024-05-27,13.40,10.40,63.92,926.58
2024-05-28,17.00,12.10,50.79,923.04
2024-05-29,15.60,5.50,57.42,924.64
2024-05-30,17.30,7.40,50.62,925.36
2024-05-31,18.80,7.60,45.83,927.29
2024-06-01,19.30,6.90,44.79,924.15
2024-06-02,20.90,18.50,42.04,921.39
2024-06-03,18.60,17.50,55.29,922.71
2024-06-04,18.00,7.20,55.25,925.23
2024-06-05,19.30,6.80,40.17,923.50
2024-06-06,20.20,12.40,45.00,920.98
2024-06-07,22.10,11.40,40.25,920.21
2024-06-08,23.30,9.20,36.00,919.95
2024-06-09,23.40,8.70,42.21,919.06
2024-06-10,24.30,16.10,42.71,919.76
2024-06-11,23.90,12.50,45.50,920.58
2024-06-12,22.00,16.10,52.42,920.50
2024-06-13,19.30,12.60,58.54,919.27
2024-06-14,19.60,12.80,57.08,918.76
2024-06-15,21.70,8.90,46.17,918.55
2024-06-16,23.60,6.60,46.33,919.47
2024-06-17,23.40,9.40,43.96,919.55
2024-06-18,23.30,18.80,48.50,920.24
2024-06-19,22.40,7.70,57.29,920.43
2024-06-20,23.60,8.60,54.12,917.66
2024-06-21,26.10,15.10,45.46,913.90
2024-06-22,24.50,13.80,48.29,915.97
2024-06-23,25.30,16.30,47.33,916.28
2024-06-24,24.90,13.00,46.25,918.78
2024-06-25,25.00,7.90,49.38,919.57
2024-06-26,26.10,11.90,44.54,915.91
2024-06-27,28.00,9.50,38.38,914.77
2024-06-28,28.90,16.90,33.71,915.35
2024-06-29,25.80,23.60,46.21,917.26
2024-06-30,23.90,14.30,52.50,915.22
2024-07-01,22.40,12.00,63.88,915.17
2024-07-02,19.40,22.20,65.42,916.41
2024-07-03,21.30,6.90,47.33,917.80
2024-07-04,23.30,9.90,45.08,916.20
2024-07-05,21.50,15.00,55.67,914.42
2024-07-06,21.80,13.30,51.46,913.17
2024-07-07,23.70,11.60,41.92,912.63
2024-07-08,22.10,12.90,61.58,916.62
2024-07-09,23.10,19.70,53.54,920.08
2024-07-10,23.90,11.00,49.67,921.02
2024-07-11,22.90,9.50,51.04,919.44
2024-07-12,24.30,10.40,42.21,913.97
2024-07-13,24.20,13.20,44.79,912.71
2024-07-14,25.30,16.50,45.92,912.51
2024-07-15,24.20,11.90,52.29,915.44
2024-07-16,22.30,7.00,62.33,918.00
2024-07-17,24.00,9.40,50.04,917.42
2024-07-18,22.70,16.60,57.88,916.45
2024-07-19,24.20,16.30,45.38,914.83
2024-07-20,24.70,19.80,46.42,915.61
2024-07-21,25.80,5.70,43.46,916.94
2024-07-22,25.90,7.40,39.08,916.65
2024-07-23,27.30,16.90,40.46,914.28
2024-07-24,27.00,11.00,42.25,913.25
2024-07-25,27.30,11.50,36.46,911.56
2024-07-26,28.40,9.60,37.33,913.35
2024-07-27,29.20,9.10,35.88,915.38
2024-07-28,29.60,10.00,38.88,916.56
2024-07-29,28.70,11.10,39.67,915.87
2024-07-30,29.10,17.40,35.21,916.72
2024-07-31,26.60,6.80,44.12,918.72
2024-08-01,27.70,6.80,37.25,914.31
2024-08-02,28.90,13.90,35.17,913.62
2024-08-03,28.30,17.40,32.00,915.24
2024-08-04,27.80,13.50,31.04,915.64
2024-08-05,28.70,8.60,31.25,917.44
2024-08-06,25.60,11.20,39.58,917.60
2024-08-07,26.00,8.20,32.92,917.65
2024-08-08,27.10,7.80,31.33,917.87
2024-08-09,29.00,28.90,31.12,915.04
2024-08-10,27.20,21.60,40.04,918.13
2024-08-11,24.20,9.40,50.92,919.62
2024-08-12,25.30,9.80,38.00,919.02
