ds,temp,wind_speed,humidity,pressure
2021-10-01,8.60,11.50,78.96,926.58
2021-10-02,3.70,12.60,87.75,932.13
2021-10-03,7.70,8.60,60.62,929.94
2021-10-04,9.70,8.90,49.62,928.07
2021-10-05,8.10,11.20,57.92,925.67
2021-10-06,-0.90,9.90,88.08,933.07
2021-10-07,0.00,9.20,64.54,935.64
2021-10-08,2.70,14.40,59.04,932.61
2021-10-09,7.00,15.00,54.88,926.00
2021-10-10,6.80,17.00,73.08,928.60
2021-10-11,7.90,8.00,57.88,931.89
2021-10-12,5.40,9.20,75.79,935.19
2021-10-13,4.40,18.30,67.21,933.45
2021-10-14,8.00,14.40,51.17,928.27
2021-10-15,10.00,9.30,52.25,927.92
2021-10-16,10.60,6.00,51.25,926.18
2021-10-17,10.80,6.50,52.71,927.30
2021-10-18,9.10,10.10,60.04,923.80
2021-10-19,11.40,10.60,57.54,921.44
2021-10-20,12.40,10.60,46.29,922.43
2021-10-21,12.30,16.60,49.21,922.06
2021-10-22,2.40,15.80,85.54,934.90
2021-10-23,3.80,9.30,74.50,938.11
2021-10-24,4.80,11.30,62.96,930.87
2021-10-25,8.20,19.20,47.67,921.65
2021-10-26,9.90,9.90,32.71,923.63
2021-10-27,10.80,9.50,42.33,928.65
2021-10-28,9.50,7.30,51.71,928.62
2021-10-29,6.80,8.70,76.88,933.08
2021-10-30,6.70,9.80,79.21,935.79
2021-10-31,8.10,13.00,52.25,934.71
2021-11-01,6.90,5.80,56.96,934.95
2021-11-02,7.70,9.80,43.08,928.83
2021-11-03,4.00,14.20,55.54,926.31
2021-11-04,-10.60,11.70,60.79,937.35
2021-11-05,-10.60,14.20,58.67,943.25
2021-11-06,-5.10,22.60,46.25,937.64
2021-11-07,-4.30,17.30,52.21,932.53
2021-11-08,-1.40,16.40,52.58,929.79
2021-11-09,2.60,7.60,40.29,931.32
2021-11-10,2.80,9.00,48.58,929.74
2021-11-11,3.70,7.60,44.75,929.06
2021-11-12,6.30,6.50,34.54,929.28
2021-11-13,5.90,6.70,42.33,928.10
2021-11-14,4.80,8.00,55.71,924.39
2021-11-15,1.00,9.80,78.42,930.54
2021-11-16,0.20,16.00,61.88,920.63
2021-11-17,2.10,22.10,45.50,922.67
2021-11-18,-4.20,14.10,61.12,933.60
2021-11-19,-3.90,12.20,61.29,936.80
2021-11-20,-2.90,25.50,50.71,928.26
2021-11-21,3.40,11.40,20.38,921.28
2021-11-22,6.00,9.70,25.21,926.57
2021-11-23,7.00,6.70,29.58,926.56
2021-11-24,6.70,6.10,28.71,923.74
2021-11-25,7.10,9.20,27.79,921.21
2021-11-26,-0.40,16.50,89.33,933.75
2021-11-27,-4.20,10.30,75.17,939.78
2021-11-28,-2.30,14.80,45.58,929.96
2021-11-29,0.90,8.70,29.50,928.47
2021-11-30,3.10,7.90,23.33,927.72
2021-12-01,5.10,7.20,24.67,925.44
2021-12-02,4.70,9.70,24.17,921.77
2021-12-03,8.30,11.70,20.25,923.34
2021-12-04,3.50,9.40,66.33,927.81
2021-12-05,1.70,13.40,72.25,923.66
2021-12-06,2.20,8.60,81.46,926.96
2021-12-07,2.70,9.40,74.67,929.01
2021-12-08,3.30,7.70,77.25,933.35
2021-12-09,-3.70,12.00,87.17,940.67
2021-12-10,-4.30,18.30,60.46,936.08
2021-12-11,0.30,17.60,26.38,927.20
2021-12-12,3.60,9.10,23.75,928.20
2021-12-13,1.20,6.20,45.75,929.62
2021-12-14,-1.20,6.40,71.50,933.40
2021-12-15,-1.60,7.20,81.04,937.99
2021-12-16,-3.20,8.80,85.67,938.33
2021-12-17,-0.70,12.20,54.50,930.98
2021-12-18,3.60,7.90,22.96,924.10
2021-12-19,5.80,8.90,18.50,919.12
2021-12-20,4.50,11.00,59.17,925.61
2021-12-21,3.40,8.30,49.54,925.33
2021-12-22,3.90,14.80,35.71,916.81
2021-12-23,4.30,10.90,49.54,923.32
2021-12-24,1.40,14.10,78.25,928.51
2021-12-25,1.40,12.10,75.71,923.49
2021-12-26,-0.70,10.20,69.71,924.65
2021-12-27,-1.30,8.40,88.46,934.75
2021-12-28,-4.10,13.00,88.29,934.01
2021-12-29,-1.50,10.60,57.12,928.58
2021-12-30,-4.10,13.90,52.92,928.51
2021-12-31,-2.90,17.00,52.54,927.04
2022-01-01,2.70,7.30,29.71,923.88
2022-01-02,1.50,7.10,45.17,923.00
2022-01-03,1.70,9.00,48.04,914.73
2022-01-04,2.80,11.70,54.71,915.09
2022-01-05,0.60,10.80,80.17,921.58
2022-01-06,-0.50,13.40,81.83,923.82
2022-01-07,0.20,8.40,73.29,931.02
2022-01-08,-1.50,16.40,88.92,929.26
2022-01-09,-2.10,11.50,86.21,929.53
2022-01-10,-3.80,14.70,90.29,932.29
2022-01-11,-3.20,14.20,79.67,928.55
2022-01-12,1.10,7.60,35.79,921.99
2022-01-13,1.60,8.70,38.29,920.35
2022-01-14,1.50,9.80,47.17,920.24
2022-01-15,3.00,11.80,44.04,914.67
2022-01-16,5.70,19.30,44.88,915.60
2022-01-17,1.80,12.80,88.75,920.83
2022-01-18,-0.40,9.10,91.04,923.62
2022-01-19,0.10,15.90,85.96,918.13
2022-01-20,0.00,13.20,82.08,925.92
2022-01-21,-3.10,14.70,83.17,917.65
2022-01-22,-1.60,5.50,53.04,923.26
2022-01-23,-3.20,10.80,67.54,927.65
2022-01-24,-2.60,6.90,77.96,928.63
2022-01-25,-4.80,7.50,83.62,928.32
2022-01-26,-2.50,6.60,59.71,931.11
2022-01-27,-2.20,7.30,35.67,930.10
2022-01-28,-4.20,11.70,53.17,921.00
2022-01-29,-0.10,7.90,51.25,924.57
2022-01-30,-0.60,4.90,79.50,928.40
2022-01-31,-2.40,6.70,62.33,926.23
2022-02-01,-2.90,8.70,70.58,928.35
2022-02-02,-3.40,15.80,62.25,925.15
2022-02-03,-1.00,6.50,50.04,932.13
2022-02-04,-2.90,9.20,65.67,929.96
2022-02-05,-2.00,11.10,46.29,920.37
2022-02-06,-1.20,12.00,36.04,913.07
2022-02-07,-0.20,8.60,93.92,927.92
2022-02-08,-3.20,9.70,93.67,925.25
2022-02-09,-2.50,9.20,81.50,926.20
2022-02-10,-2.70,9.40,82.88,929.92
2022-02-11,-3.00,10.70,71.71,926.79
2022-02-12,-0.20,9.50,71.92,925.87
2022-02-13,-4.00,12.30,80.71,926.88
2022-02-14,-2.00,12.60,78.33,923.62
2022-02-15,-3.70,10.40,82.00,932.47
2022-02-16,-7.30,9.40,91.38,932.85
2022-02-17,-9.60,9.80,81.54,933.37
2022-02-18,-8.10,22.10,64.12,928.46
2022-02-19,-3.60,14.80,51.42,926.89
2022-02-20,0.40,7.60,29.75,926.78
2022-02-21,1.60,8.30,36.88,923.50
2022-02-22,1.70,8.00,41.96,917.96
2022-02-23,4.60,10.70,32.50,925.49
2022-02-24,3.20,7.60,35.50,928.39
2022-02-25,4.30,7.20,39.17,929.92
2022-02-26,3.40,7.10,45.83,929.09
2022-02-27,3.00,7.40,53.08,927.61
2022-02-28,5.40,7.90,37.92,924.47
2022-03-01,6.10,7.90,55.62,926.22
2022-03-02,4.80,8.20,70.29,928.94
2022-03-03,4.90,8.40,74.38,927.90
2022-03-04,6.20,10.80,42.88,921.23
2022-03-05,7.50,16.30,53.50,915.77
2022-03-06,6.60,9.30,68.75,917.28
2022-03-07,3.70,12.60,83.58,919.34
2022-03-08,3.80,11.20,72.71,924.89
2022-03-09,3.70,15.60,79.75,917.16
2022-03-10,6.20,10.10,77.54,924.25
2022-03-11,6.80,10.80,74.62,916.79
2022-03-12,7.10,9.40,84.50,916.90
2022-03-13,8.90,13.00,78.12,921.48
2022-03-14,7.30,15.80,80.17,926.79
2022-03-15,1.90,15.50,98.25,926.55
2022-03-16,1.40,9.20,91.29,926.52
2022-03-17,3.50,16.60,86.33,918.06
2022-03-18,3.30,16.10,91.25,926.40
2022-03-19,-0.10,7.80,82.88,930.93
2022-03-20,0.30,9.80,80.29,929.70
2022-03-21,2.60,17.20,72.46,923.40
2022-03-22,1.30,15.40,89.04,924.88
2022-03-23,-0.70,10.70,93.58,926.66
2022-03-24,-0.70,10.60,83.88,931.08
2022-03-25,1.30,11.20,78.46,927.62
2022-03-26,8.20,12.80,68.83,916.38
2022-03-27,6.70,18.10,69.00,923.25
2022-03-28,6.00,13.00,74.04,925.49
2022-03-29,6.60,32.80,62.67,927.77
2022-03-30,3.30,11.50,67.71,939.66
2022-03-31,7.60,15.50,56.12,930.91
2022-04-01,11.90,8.20,44.29,925.58
2022-04-02,14.10,8.20,39.79,928.26
2022-04-03,13.90,11.30,44.46,928.87
2022-04-04,14.30,10.10,38.38,922.97
2022-04-05,16.20,9.00,36.96,923.54
2022-04-06,18.00,10.50,35.17,922.66
2022-04-07,19.50,38.60,42.25,921.39
2022-04-08,17.80,12.50,46.46,922.98
2022-04-09,13.50,12.20,72.38,920.64
2022-04-10,13.90,12.10,74.62,924.03
2022-04-11,15.30,11.60,61.42,921.21
2022-04-12,16.00,14.20,67.12,918.57
2022-04-13,16.00,9.00,60.88,920.68
2022-04-14,14.50,10.50,49.50,922.52
2022-04-15,15.30,8.10,43.71,923.41
2022-04-16,16.20,10.20,38.29,921.22
2022-04-17,18.10,13.50,34.38,920.35
2022-04-18,18.60,7.30,38.25,918.58
2022-04-19,18.70,15.10,45.17,921.87
2022-04-20,11.60,10.10,61.88,921.57
2022-04-21,12.30,4.90,60.75,922.86
2022-04-22,15.50,7.40,56.96,921.81
2022-04-23,17.60,18.30,46.38,920.64
2022-04-24,15.00,12.80,69.29,920.52
2022-04-25,12.30,8.70,72.25,922.72
2022-04-26,11.60,13.10,70.58,926.25
2022-04-27,11.30,11.20,72.29,926.05
2022-04-28,13.40,14.40,53.04,930.23
2022-04-29,16.20,15.30,38.83,923.97
2022-04-30,18.20,7.60,42.12,922.04
2022-05-01,19.90,15.00,44.83,917.54
2022-05-02,21.40,7.20,42.54,914.03
2022-05-03,20.10,16.60,51.17,914.96
2022-05-04,18.70,14.20,74.50,917.82
2022-05-05,15.90,9.80,84.62,922.38
2022-05-06,17.40,8.30,65.33,923.02
2022-05-07,18.40,8.60,64.58,924.83
2022-05-08,19.20,11.80,54.79,923.72
2022-05-09,17.30,10.00,60.08,919.03
2022-05-10,20.70,17.60,60.33,920.08
2022-05-11,15.50,9.80,86.50,925.56
2022-05-12,17.00,6.40,65.83,923.92
2022-05-13,18.40,9.40,56.75,920.32
2022-05-14,16.10,12.20,76.71,921.99
2022-05-15,14.80,9.70,74.92,926.72
2022-05-16,16.50,6.50,64.58,922.64
2022-05-17,18.50,5.50,55.12,919.09
2022-05-18,19.10,19.10,53.21,919.03
2022-05-19,18.30,10.50,66.38,924.35
2022-05-20,18.30,11.80,57.83,920.84
2022-05-21,18.20,16.60,67.25,915.11
2022-05-22,14.40,16.50,78.17,920.08
2022-05-23,10.70,13.60,72.83,924.65
2022-05-24,15.40,12.20,74.71,917.55
2022-05-25,20.00,18.00,70.04,919.50
2022-05-26,21.80,12.20,49.46,920.29
2022-05-27,22.30,11.00,45.58,916.95
2022-05-28,16.60,15.10,66.42,923.15
2022-05-29,12.80,6.80,79.12,927.82
2022-05-30,14.20,7.50,71.62,924.87
2022-05-31,14.80,14.50,72.71,923.38
2022-06-01,18.10,12.40,59.92,922.17
2022-06-02,17.50,12.40,67.58,923.28
2022-06-03,18.30,10.80,68.17,920.88
2022-06-04,16.00,18.60,67.54,923.10
2022-06-05,18.40,10.80,45.21,922.52
2022-06-06,19.50,7.10,51.00,921.26
2022-06-07,21.00,10.50,47.46,920.73
2022-06-08,22.30,9.40,44.25,918.57
2022-06-09,23.30,20.90,45.12,916.31
2022-06-10,23.50,14.70,45.50,915.38
2022-06-11,23.10,22.10,48.79,916.73
2022-06-12,23.10,24.30,50.12,915.92
2022-06-13,21.50,16.70,60.62,918.04
2022-06-14,22.40,10.50,53.50,919.89
2022-06-15,21.00,15.00,52.33,918.37
2022-06-16,21.10,11.60,51.38,918.44
2022-06-17,21.70,8.60,41.38,918.08
2022-06-18,20.90,18.70,45.08,918.27
2022-06-19,21.60,13.80,39.50,916.59
2022-06-20,22.70,15.40,38.92,912.99
2022-06-21,21.80,11.10,50.83,915.92
2022-06-22,24.10,10.00,51.96,914.47
2022-06-23,24.80,14.90,50.38,916.35
2022-06-24,21.30,16.50,69.54,919.87
2022-06-25,23.70,9.10,54.33,919.35
2022-06-26,25.80,8.70,43.17,916.76
2022-06-27,27.70,15.30,36.25,916.16
2022-06-28,26.60,10.50,38.12,917.43
2022-06-29,27.50,17.10,34.71,914.89
2022-06-30,28.40,25.80,34.38,912.89
2022-07-01,24.60,20.50,40.71,918.28
2022-07-02,24.20,20.10,33.50,916.92
2022-07-03,25.40,8.90,32.12,914.55
2022-07-04,28.70,19.10,32.75,911.10
2022-07-05,20.00,10.00,60.29,918.61
2022-07-06,23.60,13.00,41.62,919.73
2022-07-07,22.80,16.60,46.50,920.45
2022-07-08,22.30,11.90,48.96,919.96
2022-07-09,23.10,12.00,42.46,917.58
2022-07-10,24.00,10.50,37.29,915.65
2022-07-11,22.90,19.50,41.50,916.55
2022-07-12,22.70,15.50,39.08,918.85
2022-07-13,22.50,12.60,41.21,921.12
2022-07-14,22.90,10.20,36.71,921.92
2022-07-15,24.60,10.00,32.75,919.32
2022-07-16,26.80,9.50,27.29,919.04
2022-07-17,28.60,15.50,22.46,917.91
2022-07-18,26.30,14.60,34.04,918.93
2022-07-19,24.10,12.60,41.54,921.09
2022-07-20,25.60,13.00,31.21,921.11
2022-07-21,28.00,9.00,30.38,916.06
2022-07-22,29.70,9.40,25.67,914.70
2022-07-23,29.90,9.80,27.58,913.24
2022-07-24,28.90,12.30,32.42,914.13
2022-07-25,28.00,9.20,32.54,917.75
2022-07-26,28.60,8.60,29.46,917.49
2022-07-27,31.10,20.90,25.29,917.42
2022-07-28,28.30,18.70,37.67,917.28
2022-07-29,26.40,19.50,40.38,917.95
2022-07-30,22.30,15.20,56.58,918.35
2022-07-31,23.70,9.70,44.62,916.06
2022-08-01,23.90,8.20,39.00,916.16
2022-08-02,25.40,10.20,34.79,916.21
2022-08-03,24.70,12.40,40.96,918.12
2022-08-04,23.70,14.20,46.67,920.13
2022-08-05,25.10,11.20,41.50,919.26
2022-08-06,24.60,14.50,42.71,917.63
2022-08-07,23.80,12.10,45.58,916.36
2022-08-08,24.40,12.00,45.58,916.95
2022-08-09,24.40,10.50,47.42,917.58
2022-08-10,23.20,13.60,50.33,918.60
2022-08-11,24.10,13.20,41.83,919.70
2022-08-12,24.00,13.70,44.92,921.80
2022-08-13,24.20,8.20,38.08,922.45
2022-08-14,26.30,11.30,34.42,919.50
2022-08-15,27.30,9.20,31.50,916.82
2022-08-16,23.70,12.70,34.38,919.28
2022-08-17,21.00,10.10,30.04,921.08
2022-08-18,20.70,8.50,27.67,919.91
2022-08-19,21.00,13.90,30.17,920.78
2022-08-20,16.00,14.70,39.04,921.62
2022-08-21,16.00,7.00,36.38,924.13
2022-08-22,18.20,14.50,30.54,924.15
2022-08-23,19.60,8.40,30.62,921.86
2022-08-24,21.10,8.30,30.96,922.96
2022-08-25,19.80,7.80,41.08,923.41
2022-08-26,19.00,16.20,48.21,924.82
2022-08-27,19.90,8.10,36.46,924.85
2022-08-28,21.50,8.70,28.17,923.10
2022-08-29,20.40,12.30,36.71,924.98
2022-08-30,21.30,13.00,35.08,925.62
2022-08-31,21.90,10.10,26.75,924.82
2022-09-01,22.60,10.50,24.58,924.60
2022-09-02,23.20,12.70,21.04,926.30
2022-09-03,23.60,9.20,23.75,925.99
2022-09-04,23.60,9.30,27.58,922.15
2022-09-05,24.50,8.00,29.21,917.62
2022-09-06,26.10,18.50,24.38,916.84
2022-09-07,26.80,11.30,23.33,920.78
2022-09-08,25.00,11.60,30.29,923.14
2022-09-09,21.20,9.50,39.33,925.26
2022-09-10,24.40,11.60,34.58,921.11
2022-09-11,19.20,19.90,47.04,920.31
2022-09-12,16.30,9.30,41.92,926.18
2022-09-13,16.10,7.40,43.92,926.03
2022-09-14,15.00,11.20,49.25,924.41
2022-09-15,13.40,8.70,39.46,923.99
2022-09-16,15.90,7.50,37.46,920.01
2022-09-17,18.00,9.00,36.88,920.88
2022-09-18,19.90,7.80,33.50,923.82
2022-09-19,20.30,10.70,37.00,923.45
2022-09-20,21.00,9.30,35.92,921.77
2022-09-21,21.80,15.10,36.54,921.46
2022-09-22,22.20,20.10,37.25,922.83
2022-09-23,21.30,14.90,33.21,922.70
2022-09-24,20.90,9.50,28.08,921.01
2022-09-25,21.40,7.40,27.00,920.65
2022-09-26,22.60,12.50,23.83,922.65
2022-09-27,19.30,13.80,35.62,924.64
2022-09-28,16.20,10.30,37.25,922.99
2022-09-29,12.00,10.00,46.04,922.95
2022-09-30,6.80,8.60,47.71,925.44
2022-10-01,4.00,8.30,36.29,929.90
2022-10-02,7.30,11.50,36.83,927.37
2022-10-03,11.20,12.10,45.04,923.01
2022-10-04,13.90,8.30,49.92,927.16
2022-10-05,12.60,6.40,65.17,932.07
2022-10-06,13.20,7.90,48.12,931.38
2022-10-07,15.50,7.80,42.29,928.08
2022-10-08,16.80,8.80,32.83,927.35
2022-10-09,14.60,8.10,31.46,929.62
2022-10-10,9.00,8.90,46.71,933.92
2022-10-11,9.90,9.60,42.00,930.20
2022-10-12,12.50,9.70,33.12,925.14
2022-10-13,14.70,7.60,20.04,926.94
2022-10-14,15.80,6.10,20.12,928.53
2022-10-15,16.70,7.10,26.54,927.64
2022-10-16,16.30,8.70,30.38,927.04
2022-10-17,13.50,9.70,43.96,929.21
2022-10-18,9.20,10.70,86.54,928.31
2022-10-19,8.20,11.50,79.92,927.42
2022-10-20,8.50,11.30,57.71,933.62
2022-10-21,10.40,11.50,42.46,926.45
2022-10-22,13.70,8.00,32.58,924.66
2022-10-23,9.60,12.00,65.92,930.85
2022-10-24,5.20,9.20,84.12,929.00
2022-10-25,6.30,10.20,81.50,923.72
2022-10-26,8.90,25.40,65.67,925.43
2022-10-27,7.60,12.60,77.04,931.78
2022-10-28,4.60,10.80,76.04,933.44
2022-10-29,5.20,10.70,69.42,928.76
2022-10-30,8.40,20.10,64.75,923.80
2022-10-31,8.00,6.10,76.75,929.23
2022-11-01,7.40,8.20,71.62,925.74
2022-11-02,9.20,12.60,44.92,920.69
2022-11-03,7.30,7.10,93.75,927.19
2022-11-04,8.20,11.90,83.75,921.00
2022-11-05,9.40,8.40,72.62,926.43
2022-11-06,7.90,6.70,80.75,924.61
2022-11-07,7.40,12.00,87.67,921.86
2022-11-08,4.40,11.30,86.25,927.89
2022-11-09,0.50,7.30,81.33,936.32
2022-11-10,1.80,6.50,67.96,934.27
2022-11-11,2.20,7.40,58.50,932.28
2022-11-12,2.80,9.70,55.79,933.79
2022-11-13,2.30,6.00,45.21,926.11
2022-11-14,3.90,12.00,40.79,918.99
2022-11-15,3.40,10.70,62.75,919.34
2022-11-16,1.20,16.90,92.75,924.19
2022-11-17,-2.10,13.10,79.04,933.00
2022-11-18,-1.30,20.30,64.50,923.36
2022-11-19,3.00,9.50,62.29,923.87
2022-11-20,6.70,17.60,75.58,927.15
2022-11-21,5.20,13.10,82.83,928.18
2022-11-22,5.60,7.90,84.38,926.60
2022-11-23,3.90,7.50,96.08,928.85
2022-11-24,4.80,8.40,86.21,924.64
2022-11-25,8.10,9.40,56.29,922.20
2022-11-26,-1.30,14.20,91.29,930.79
2022-11-27,-11.90,15.50,59.67,935.83
2022-11-28,-12.80,14.70,63.75,932.01
2022-11-29,-6.80,16.10,67.04,931.32
2022-11-30,-2.30,12.20,67.17,927.89
2022-12-01,-1.70,23.00,80.92,928.26
2022-12-02,-3.90,8.10,76.33,931.08
2022-12-03,-6.10,12.50,76.42,928.90
2022-12-04,-6.70,11.90,75.00,930.65
2022-12-05,-7.40,14.80,79.04,932.23
2022-12-06,-7.10,10.20,84.79,933.95
2022-12-07,-6.90,15.50,87.29,931.37
2022-12-08,-6.50,14.20,80.17,930.18
2022-12-09,-8.80,13.70,84.83,935.19
2022-12-10,-13.70,14.40,79.92,939.72
2022-12-11,-11.40,20.70,61.25,936.68
2022-12-12,-10.00,19.90,62.83,932.57
2022-12-13,-8.00,18.00,54.92,930.83
2022-12-14,-6.00,14.80,47.38,931.10
2022-12-15,-7.40,15.50,52.04,932.32
2022-12-16,-0.20,12.30,39.62,929.92
2022-12-17,0.70,11.20,49.25,929.01
2022-12-18,-3.30,15.00,66.04,934.62
2022-12-19,-6.20,16.10,72.21,931.87
2022-12-20,-2.50,17.70,49.71,925.35
2022-12-21,0.20,11.20,48.38,926.89
2022-12-22,-5.50,7.20,83.50,934.69
2022-12-23,-8.70,12.00,83.12,937.79
2022-12-24,-9.70,18.30,77.33,934.20
2022-12-25,-9.00,17.80,66.46,928.71
2022-12-26,-6.90,16.50,56.67,926.82
2022-12-27,-0.20,8.70,32.75,927.58
2022-12-28,0.10,5.90,34.79,926.77
2022-12-29,-2.30,9.90,61.50,928.17
2022-12-30,-1.80,10.50,89.33,935.57
2022-12-31,-1.40,6.60,85.50,935.06
2023-01-01,-3.80,8.20,89.58,937.46
2023-01-02,-4.10,11.70,57.21,931.40
2023-01-03,-2.40,9.00,55.33,923.74
2023-01-04,-1.30,12.60,80.50,931.03
2023-01-05,0.60,10.70,60.54,925.75
2023-01-06,5.20,8.40,35.38,923.27
2023-01-07,0.30,11.20,81.46,923.52
2023-01-08,2.50,11.40,60.21,920.63
2023-01-09,1.10,11.00,90.38,925.52
2023-01-10,-4.60,13.30,94.33,927.10
2023-01-11,-12.40,9.80,83.46,937.37
2023-01-12,-19.50,9.00,74.42,947.51
2023-01-13,-22.30,19.00,64.71,944.40
2023-01-14,-20.90,16.50,65.42,942.24
2023-01-15,-18.50,18.90,59.46,938.56
2023-01-16,-14.20,18.60,54.00,934.80
2023-01-17,-13.60,13.20,63.04,933.86
2023-01-18,-13.00,20.60,61.25,932.76
2023-01-19,-11.30,16.90,59.25,930.85
2023-01-20,-11.60,14.30,55.71,933.80
2023-01-21,-9.70,10.80,58.04,937.07
2023-01-22,-11.70,17.60,68.58,937.55
2023-01-23,-10.20,26.60,64.50,931.20
2023-01-24,-9.90,11.10,65.29,930.88
2023-01-25,-10.30,10.00,67.29,933.71
2023-01-26,-10.50,18.20,67.71,933.55
2023-01-27,-9.00,16.40,64.21,932.41
2023-01-28,-8.40,17.70,62.00,926.36
2023-01-29,-5.70,12.00,60.25,923.30
2023-01-30,-6.10,14.10,68.83,921.93
2023-01-31,-2.40,12.50,56.33,924.11
2023-02-01,-3.10,14.00,65.92,922.63
2023-02-02,-2.80,16.80,71.50,917.46
2023-02-03,0.70,10.80,79.62,920.70
2023-02-04,-0.00,9.10,78.71,923.48
2023-02-05,0.90,11.50,68.96,922.82
2023-02-06,0.90,9.90,65.50,925.26
2023-02-07,-1.50,7.80,77.04,927.86
2023-02-08,-1.80,14.40,70.04,916.80
2023-02-09,0.00,9.80,60.12,911.28
2023-02-10,-5.50,10.80,77.67,925.51
2023-02-11,-8.20,11.80,68.33,929.74
2023-02-12,-5.80,10.50,62.71,936.45
2023-02-13,-7.40,21.70,70.83,927.40
2023-02-14,-6.00,12.60,69.00,926.73
2023-02-15,-2.50,8.70,59.00,926.07
2023-02-16,-4.30,16.00,91.38,924.24
2023-02-17,-2.50,10.90,88.08,925.31
2023-02-18,-0.30,6.90,96.83,930.81
2023-02-19,-1.30,9.80,92.67,928.76
2023-02-20,0.70,9.20,78.25,924.98
2023-02-21,2.20,8.30,52.29,923.68
2023-02-22,4.20,11.50,38.79,916.59
2023-02-23,5.60,11.80,59.21,922.60
2023-02-24,7.20,9.30,44.21,919.82
2023-02-25,1.20,17.70,83.38,929.44
2023-02-26,-6.00,15.30,89.08,940.36
2023-02-27,-4.00,13.70,73.71,935.50
2023-02-28,1.00,6.30,45.79,931.50
2023-03-01,6.10,7.30,17.38,927.53
2023-03-02,7.80,7.70,16.71,924.72
2023-03-03,9.30,12.20,26.21,924.38
2023-03-04,4.70,10.50,71.92,928.43
2023-03-05,8.90,13.00,56.50,922.30
2023-03-06,8.40,11.20,66.12,923.90
2023-03-07,9.90,11.30,57.58,922.82
2023-03-08,10.20,18.00,54.46,922.24
2023-03-09,3.40,10.20,89.25,932.12
2023-03-10,6.10,8.40,74.38,927.55
2023-03-11,12.00,14.20,49.75,921.16
2023-03-12,10.40,14.60,75.29,923.60
2023-03-13,5.10,10.90,92.29,930.10
2023-03-14,5.20,9.50,77.83,927.08
2023-03-15,8.50,10.90,46.62,924.99
2023-03-16,3.90,10.00,92.38,928.10
2023-03-17,3.20,10.10,80.04,924.01
2023-03-18,-2.60,6.60,77.83,924.32
2023-03-19,1.30,13.70,62.71,926.32
2023-03-20,0.70,10.40,69.08,923.84
2023-03-21,1.40,17.40,67.88,922.33
2023-03-22,4.30,12.10,68.79,920.46
2023-03-23,7.70,11.30,58.58,922.09
2023-03-24,8.70,8.30,57.46,922.93
2023-03-25,9.70,6.90,60.29,922.07
2023-03-26,12.70,12.00,37.38,922.82
2023-03-27,11.50,9.40,50.71,924.41
2023-03-28,11.40,10.50,52.08,920.08
2023-03-29,14.50,7.10,41.58,916.71
2023-03-30,11.90,11.20,71.92,920.10
2023-03-31,6.80,14.80,70.08,926.76
2023-04-01,1.60,12.50,54.67,927.44
2023-04-02,2.00,14.30,48.79,923.85
2023-04-03,5.20,14.00,51.38,922.99
2023-04-04,8.30,13.50,46.62,920.95
2023-04-05,12.60,8.20,44.25,921.83
2023-04-06,11.50,15.80,50.58,919.59
2023-04-07,11.40,28.40,64.42,919.38
2023-04-08,11.30,9.40,67.79,924.88
2023-04-09,11.50,18.70,70.58,925.25
2023-04-10,11.50,11.60,75.46,920.93
2023-04-11,9.70,16.10,77.29,926.39
2023-04-12,9.10,8.20,70.71,929.51
2023-04-13,12.00,13.00,45.38,925.71
2023-04-14,16.10,14.90,49.75,917.57
2023-04-15,14.50,16.60,61.38,918.21
2023-04-16,13.50,12.40,60.67,919.59
2023-04-17,9.80,19.10,70.33,920.83
2023-04-18,1.40,13.70,88.17,934.73
2023-04-19,3.70,7.30,71.62,933.25
2023-04-20,6.30,6.10,59.67,926.92
2023-04-21,5.00,10.90,58.58,924.70
2023-04-22,6.50,11.50,45.75,927.84
2023-04-23,12.70,10.90,47.25,924.45
2023-04-24,15.80,11.00,49.79,923.45
2023-04-25,12.70,10.80,66.46,928.70
2023-04-26,11.90,10.50,55.29,927.94
2023-04-27,14.20,9.90,46.33,923.97
2023-04-28,16.50,12.40,41.42,919.64
2023-04-29,17.50,22.10,43.71,918.85
2023-04-30,17.10,21.00,48.50,918.32
2023-05-01,14.30,14.80,61.83,919.57
2023-05-02,9.70,9.10,46.79,923.50
2023-05-03,5.70,13.00,50.08,929.14
2023-05-04,5.00,7.40,42.67,930.60
2023-05-05,6.90,11.30,37.46,932.38
2023-05-06,10.00,16.60,39.29,925.25
2023-05-07,10.80,11.20,39.75,924.17
2023-05-08,13.80,10.70,37.38,925.17
2023-05-09,15.60,10.50,41.54,926.79
2023-05-10,17.60,13.00,38.46,925.63
2023-05-11,19.90,10.70,34.62,921.42
2023-05-12,20.70,10.60,41.21,922.58
2023-05-13,19.60,14.50,49.21,922.95
2023-05-14,18.80,20.90,50.38,920.08
2023-05-15,19.30,8.00,48.21,918.91
2023-05-16,18.80,9.70,51.67,918.91
2023-05-17,22.00,13.00,45.21,919.71
2023-05-18,16.20,16.20,67.12,922.18
2023-05-19,16.60,11.40,64.38,923.28
2023-05-20,17.50,18.00,58.62,922.24
2023-05-21,17.50,14.10,57.29,922.78
2023-05-22,15.60,13.70,75.08,923.75
2023-05-23,15.40,10.40,65.96,924.11
2023-05-24,15.10,9.90,48.04,924.53
