ds,temp,wind_speed
2022-08-15,27.3,9.2
2022-08-16,23.7,12.7
2022-08-17,21.0,10.1
2022-08-18,20.7,8.5
2022-08-19,21.0,13.9
2022-08-20,16.0,14.7
2022-08-21,16.0,7.0
2022-08-22,18.2,14.5
2022-08-23,19.6,8.4
2022-08-24,21.1,8.3
2022-08-25,19.8,7.8
2022-08-26,19.0,16.2
2022-08-27,19.9,8.1
2022-08-28,21.5,8.7
2022-08-29,20.4,12.3
2022-08-30,21.3,13.0
2022-08-31,21.9,10.1
2022-09-01,22.6,10.5
2022-09-02,23.2,12.7
2022-09-03,23.6,9.2
2022-09-04,23.6,9.3
2022-09-05,24.5,8.0
2022-09-06,26.1,18.5
2022-09-07,26.8,11.3
2022-09-08,25.0,11.6
2022-09-09,21.2,9.5
2022-09-10,24.4,11.6
2022-09-11,19.2,19.9
2022-09-12,16.3,9.3
2022-09-13,16.1,7.4
2022-09-14,15.0,11.2
2022-09-15,13.4,8.7
2022-09-16,15.9,7.5
2022-09-17,18.0,9.0
2022-09-18,19.9,7.8
2022-09-19,20.3,10.7
2022-09-20,21.0,9.3
2022-09-21,21.8,15.1
2022-09-22,22.2,20.1
2022-09-23,21.3,14.9
2022-09-24,20.9,9.5
2022-09-25,21.4,7.4
2022-09-26,22.6,12.5
2022-09-27,19.3,13.8
2022-09-28,16.2,10.3
2022-09-29,12.0,10.0
2022-09-30,6.8,8.6
2022-10-01,4.0,8.3
2022-10-02,7.3,11.5
2022-10-03,11.2,12.1
2022-10-04,13.9,8.3
2022-10-05,12.6,6.4
2022-10-06,13.2,7.9
2022-10-07,15.5,7.8
2022-10-08,16.8,8.8
2022-10-09,14.6,8.1
2022-10-10,9.0,8.9
2022-10-11,9.9,9.6
2022-10-12,12.5,9.7
2022-10-13,14.7,7.6
2022-10-14,15.8,6.1
2022-10-15,16.7,7.1
2022-10-16,16.3,8.7
2022-10-17,13.5,9.7
2022-10-18,9.2,10.7
2022-10-19,8.2,11.5
2022-10-20,8.5,11.3
2022-10-21,10.4,11.5
2022-10-22,13.7,8.0
2022-10-23,9.6,12.0
2022-10-24,5.2,9.2
2022-10-25,6.3,10.2
2022-10-26,8.9,25.4
2022-10-27,7.6,12.6
2022-10-28,4.6,10.8
2022-10-29,5.2,10.7
2022-10-30,8.4,20.1
2022-10-31,8.0,6.1
2022-11-01,7.4,8.2
2022-11-02,9.2,12.6
2022-11-03,7.3,7.1
2022-11-04,8.2,11.9
2022-11-05,9.4,8.4
2022-11-06,7.9,6.7
2022-11-07,7.4,12.0
2022-11-08,4.4,11.3
2022-11-09,0.5,7.3
2022-11-10,1.8,6.5
2022-11-11,2.2,7.4
2022-11-12,2.8,9.7
2022-11-13,2.3,6.0
2022-11-14,3.9,12.0
2022-11-15,3.4,10.7
2022-11-16,1.2,16.9
2022-11-17,-2.1,13.1
2022-11-18,-1.3,20.3
2022-11-19,3.0,9.5
2022-11-20,6.7,17.6
2022-11-21,5.2,13.1
2022-11-22,5.6,7.9
2022-11-23,3.9,7.5
2022-11-24,4.8,8.4
2022-11-25,8.1,9.4
2022-11-26,-1.3,14.2
2022-11-27,-11.9,15.5
2022-11-28,-12.8,14.7
2022-11-29,-6.8,16.1
2022-11-30,-2.3,12.2
2022-12-01,-1.7,23.0
2022-12-02,-3.9,8.1
2022-12-03,-6.1,12.5
2022-12-04,-6.7,11.9
2022-12-05,-7.4,14.8
2022-12-06,-7.1,10.2
2022-12-07,-6.9,15.5
2022-12-08,-6.5,14.2
2022-12-09,-8.8,13.7
2022-12-10,-13.7,14.4
2022-12-11,-11.4,20.7
2022-12-12,-10.0,19.9
2022-12-13,-8.0,18.0
2022-12-14,-6.0,14.8
2022-12-15,-7.4,15.5
2022-12-16,-0.2,12.3
2022-12-17,0.7,11.2
2022-12-18,-3.3,15.0
2022-12-19,-6.2,16.1
2022-12-20,-2.5,17.7
2022-12-21,0.2,11.2
2022-12-22,-5.5,7.2
2022-12-23,-8.7,12.0
2022-12-24,-9.7,18.3
2022-12-25,-9.0,17.8
2022-12-26,-6.9,16.5
2022-12-27,-0.2,8.7
2022-12-28,0.1,5.9
2022-12-29,-2.3,9.9
2022-12-30,-1.8,10.5
2022-12-31,-1.4,6.6
2023-01-01,-3.8,8.2
2023-01-02,-4.1,11.7
2023-01-03,-2.4,9.0
2023-01-04,-1.3,12.6
2023-01-05,0.6,10.7
2023-01-06,5.2,8.4
2023-01-07,0.3,11.2
2023-01-08,2.5,11.4
2023-01-09,1.1,11.0
2023-01-10,-4.6,13.3
2023-01-11,-12.4,9.8
2023-01-12,-19.5,9.0
2023-01-13,-22.3,19.0
2023-01-14,-20.9,16.5
2023-01-15,-18.5,18.9
2023-01-16,-14.2,18.6
2023-01-17,-13.6,13.2
2023-01-18,-13.0,20.6
2023-01-19,-11.3,16.9
2023-01-20,-11.6,14.3
2023-01-21,-9.7,10.8
2023-01-22,-11.7,17.6
2023-01-23,-10.2,26.6
2023-01-24,-9.9,11.1
2023-01-25,-10.3,10.0
2023-01-26,-10.5,18.2
2023-01-27,-9.0,16.4
2023-01-28,-8.4,17.7
2023-01-29,-5.7,12.0
2023-01-30,-6.1,14.1
2023-01-31,-2.4,12.5
2023-02-01,-3.1,14.0
2023-02-02,-2.8,16.8
2023-02-03,0.7,10.8
2023-02-04,-0.0,9.1
2023-02-05,0.9,11.5
2023-02-06,0.9,9.9
2023-02-07,-1.5,7.8
2023-02-08,-1.8,14.4
2023-02-09,0.0,9.8
2023-02-10,-5.5,10.8
2023-02-11,-8.2,11.8
2023-02-12,-5.8,10.5
2023-02-13,-7.4,21.7
2023-02-14,-6.0,12.6
2023-02-15,-2.5,8.7
2023-02-16,-4.3,16.0
2023-02-17,-2.5,10.9
2023-02-18,-0.3,6.9
2023-02-19,-1.3,9.8
2023-02-20,0.7,9.2
2023-02-21,2.2,8.3
2023-02-22,4.2,11.5
2023-02-23,5.6,11.8
2023-02-24,7.2,9.3
2023-02-25,1.2,17.7
2023-02-26,-6.0,15.3
2023-02-27,-4.0,13.7
2023-02-28,1.0,6.3
2023-03-01,6.1,7.3
2023-03-02,7.8,7.7
2023-03-03,9.3,12.2
2023-03-04,4.7,10.5
2023-03-05,8.9,13.0
2023-03-06,8.4,11.2
2023-03-07,9.9,11.3
2023-03-08,10.2,18.0
2023-03-09,3.4,10.2
2023-03-10,6.1,8.4
2023-03-11,12.0,14.2
2023-03-12,10.4,14.6
2023-03-13,5.1,10.9
2023-03-14,5.2,9.5
2023-03-15,8.5,10.9
2023-03-16,3.9,10.0
2023-03-17,3.2,10.1
2023-03-18,-2.6,6.6
2023-03-19,1.3,13.7
2023-03-20,0.7,10.4
2023-03-21,1.4,17.4
2023-03-22,4.3,12.1
2023-03-23,7.7,11.3
2023-03-24,8.7,8.3
2023-03-25,9.7,6.9
2023-03-26,12.7,12.0
2023-03-27,11.5,9.4
2023-03-28,11.4,10.5
2023-03-29,14.5,7.1
2023-03-30,11.9,11.2
2023-03-31,6.8,14.8
2023-04-01,1.6,12.5
2023-04-02,2.0,14.3
2023-04-03,5.2,14.0
2023-04-04,8.3,13.5
2023-04-05,12.6,8.2
2023-04-06,11.5,15.8
2023-04-07,11.4,28.4
2023-04-08,11.3,9.4
2023-04-09,11.5,18.7
2023-04-10,11.5,11.6
2023-04-11,9.7,16.1
2023-04-12,9.1,8.2
2023-04-13,12.0,13.0
2023-04-14,16.1,14.9
2023-04-15,14.5,16.6
2023-04-16,13.5,12.4
2023-04-17,9.8,19.1
2023-04-18,1.4,13.7
2023-04-19,3.7,7.3
2023-04-20,6.3,6.1
2023-04-21,5.0,10.9
2023-04-22,6.5,11.5
2023-04-23,12.7,10.9
2023-04-24,15.8,11.0
2023-04-25,12.7,10.8
2023-04-26,11.9,10.5
2023-04-27,14.2,9.9
2023-04-28,16.5,12.4
2023-04-29,17.5,22.1
2023-04-30,17.1,21.0
2023-05-01,14.3,14.8
2023-05-02,9.7,9.1
2023-05-03,5.7,13.0
2023-05-04,5.0,7.4
2023-05-05,6.9,11.3
2023-05-06,10.0,16.6
2023-05-07,10.8,11.2
2023-05-08,13.8,10.7
2023-05-09,15.6,10.5
2023-05-10,17.6,13.0
2023-05-11,19.9,10.7
2023-05-12,20.7,10.6
2023-05-13,19.6,14.5
2023-05-14,18.8,20.9
2023-05-15,19.3,8.0
2023-05-16,18.8,9.7
2023-05-17,22.0,13.0
2023-05-18,16.2,16.2
2023-05-19,16.6,11.4
2023-05-20,17.5,18.0
2023-05-21,17.5,14.1
2023-05-22,15.6,13.7
2023-05-23,15.4,10.4
2023-05-24,15.1,9.9
2023-05-25,15.9,11.6
2023-05-26,16.2,12.7
2023-05-27,17.3,20.2
2023-05-28,15.9,14.5
2023-05-29,14.5,6.6
2023-05-30,16.5,6.5
2023-05-31,18.6,7.5
2023-06-01,17.4,10.8
2023-06-02,19.0,8.5
2023-06-03,19.7,21.1
2023-06-04,21.9,20.2
2023-06-05,23.2,17.0
2023-06-06,24.2,15.5
2023-06-07,24.7,19.6
2023-06-08,25.6,12.1
2023-06-09,26.3,11.6
2023-06-10,26.1,16.9
2023-06-11,23.3,13.1
2023-06-12,21.6,10.1
2023-06-13,22.2,17.7
2023-06-14,24.6,11.6
2023-06-15,22.4,9.5
2023-06-16,21.8,8.9
2023-06-17,23.7,9.2
2023-06-18,24.6,25.2
2023-06-19,26.2,27.4
2023-06-20,23.9,19.1
2023-06-21,23.1,19.0
2023-06-22,21.8,10.9
2023-06-23,23.6,11.7
2023-06-24,22.7,13.0
2023-06-25,21.3,19.0
2023-06-26,22.5,9.5
2023-06-27,24.7,16.3
2023-06-28,24.3,14.3
2023-06-29,21.2,8.8
2023-06-30,20.9,8.9
2023-07-01,23.1,11.9
2023-07-02,26.1,11.3
2023-07-03,26.4,21.1
2023-07-04,25.5,21.2
2023-07-05,22.3,17.9
2023-07-06,21.7,13.7
2023-07-07,22.0,11.5
2023-07-08,21.2,9.4
2023-07-09,21.7,8.4
2023-07-10,22.6,12.1
2023-07-11,24.1,6.8
2023-07-12,26.6,7.4
2023-07-13,29.9,8.7
2023-07-14,31.3,19.3
2023-07-15,28.2,10.2
2023-07-16,27.1,5.7
2023-07-17,28.8,11.4
2023-07-18,29.2,9.8
2023-07-19,30.9,12.5
2023-07-20,27.2,12.5
2023-07-21,25.4,21.3
2023-07-22,26.9,8.4
2023-07-23,28.4,9.5
2023-07-24,28.3,9.4
2023-07-25,29.6,7.5
2023-07-26,29.7,9.7
2023-07-27,29.8,14.6
2023-07-28,25.0,11.2
2023-07-29,26.4,9.3
2023-07-30,26.8,11.2
2023-07-31,27.1,16.0
2023-08-01,28.6,15.4
2023-08-02,27.7,17.0
2023-08-03,27.9,15.1
2023-08-04,28.7,9.9
2023-08-05,29.7,10.0
2023-08-06,28.3,23.2
2023-08-07,23.1,8.0
2023-08-08,23.5,18.0
2023-08-09,25.6,17.2
2023-08-10,27.9,13.6
2023-08-11,26.6,17.9
2023-08-12,21.0,18.4
2023-08-13,19.3,17.4
2023-08-14,15.9,7.6
2023-08-15,18.0,18.8
2023-08-16,20.4,6.9
2023-08-17,22.7,13.2
2023-08-18,23.2,10.9
2023-08-19,23.7,7.1
2023-08-20,24.9,8.1
2023-08-21,26.2,7.9
2023-08-22,25.7,11.8
2023-08-23,25.9,17.1
2023-08-24,25.8,14.4
2023-08-25,27.2,13.7
2023-08-26,26.0,13.0
2023-08-27,23.6,21.9
2023-08-28,16.8,8.4
2023-08-29,17.9,8.3
2023-08-30,22.8,10.2
2023-08-31,16.4,12.3
2023-09-01,16.4,10.1
2023-09-02,19.4,8.8
2023-09-03,21.4,6.2
2023-09-04,17.4,17.4
2023-09-05,18.0,7.7
2023-09-06,18.8,6.4
2023-09-07,19.5,5.4
2023-09-08,19.4,8.9
2023-09-09,21.6,28.2
2023-09-10,21.6,8.4
2023-09-11,25.6,34.2
2023-09-12,17.6,12.1
2023-09-13,17.6,9.8
2023-09-14,16.1,9.0
2023-09-15,12.5,9.0
2023-09-16,14.9,7.6
2023-09-17,15.7,7.6
2023-09-18,16.5,7.9
2023-09-19,17.9,7.2
2023-09-20,15.2,11.1
2023-09-21,16.3,8.7
2023-09-22,10.8,12.6
2023-09-23,13.1,5.9
2023-09-24,13.3,10.8
2023-09-25,11.8,6.0
2023-09-26,13.4,4.7
2023-09-27,15.8,6.4
2023-09-28,17.9,7.6
2023-09-29,17.2,7.0
2023-09-30,15.9,7.6
2023-10-01,15.3,6.8
2023-10-02,16.6,15.5
2023-10-03,14.7,8.4
2023-10-04,15.3,8.6
2023-10-05,16.7,10.5
2023-10-06,15.5,10.4
2023-10-07,15.9,12.3
2023-10-08,13.1,6.8
2023-10-09,14.4,9.7
2023-10-10,16.7,6.0
2023-10-11,19.1,10.6
2023-10-12,18.1,9.5
2023-10-13,10.2,18.4
2023-10-14,5.7,7.2
2023-10-15,6.4,7.9
2023-10-16,7.8,8.7
2023-10-17,9.6,14.7
2023-10-18,11.7,7.9
2023-10-19,13.1,7.6
2023-10-20,13.5,7.1
2023-10-21,14.4,10.6
2023-10-22,12.9,10.0
2023-10-23,11.0,10.1
2023-10-24,9.4,9.7
2023-10-25,11.7,7.3
2023-10-26,13.2,9.8
2023-10-27,9.1,9.8
2023-10-28,9.7,7.9
2023-10-29,14.3,12.5
2023-10-30,15.8,9.5
2023-10-31,10.3,14.6
2023-11-01,7.4,10.5
2023-11-02,6.8,9.3
2023-11-03,6.9,7.6
2023-11-04,7.2,13.6
2023-11-05,10.2,7.2
2023-11-06,4.7,10.0
2023-11-07,4.7,12.3
2023-11-08,8.7,9.7
2023-11-09,7.0,13.0
2023-11-10,5.1,6.5
2023-11-11,5.2,10.2
2023-11-12,5.5,11.8
2023-11-13,3.0,9.4
2023-11-14,1.8,13.9
2023-11-15,4.4,11.7
2023-11-16,7.3,7.8
2023-11-17,8.7,8.3
2023-11-18,12.1,9.1
2023-11-19,7.1,13.4
2023-11-20,5.9,11.6
2023-11-21,4.0,16.5
2023-11-22,8.0,15.9
2023-11-23,5.7,8.2
2023-11-24,4.6,11.1
2023-11-25,6.2,9.4
2023-11-26,5.3,12.5
2023-11-27,7.7,8.0
2023-11-28,8.2,7.1
2023-11-29,7.8,9.6
2023-11-30,5.5,9.9
2023-12-01,3.1,7.6
2023-12-02,5.4,7.1
2023-12-03,6.4,7.9
2023-12-04,6.7,8.6
2023-12-05,6.0,10.1
2023-12-06,9.6,9.2
2023-12-07,0.5,12.1
2023-12-08,-2.5,11.7
2023-12-09,-5.0,7.9
2023-12-10,-6.6,13.0
2023-12-11,-5.3,7.1
2023-12-12,-14.1,14.5
2023-12-13,-22.8,14.5
2023-12-14,-19.1,20.3
2023-12-15,-13.4,22.1
2023-12-16,-5.6,12.9
2023-12-17,-4.4,11.3
2023-12-18,-3.1,9.8
2023-12-19,-0.4,15.5
2023-12-20,-2.3,10.1
2023-12-21,-3.7,10.9
2023-12-22,-2.9,21.0
2023-12-23,2.7,16.4
2023-12-24,5.0,7.4
2023-12-25,2.5,9.7
2023-12-26,2.7,17.7
2023-12-27,1.4,17.3
2023-12-28,2.0,11.8
2023-12-29,3.0,16.7
2023-12-30,-3.4,7.9
2023-12-31,-2.7,6.5
2024-01-01,-0.1,8.0
2024-01-02,3.1,12.0
2024-01-03,-3.1,11.9
2024-01-04,-1.7,12.1
2024-01-05,3.1,7.9
2024-01-06,2.1,11.3
2024-01-07,2.5,8.5
2024-01-08,3.4,8.3
2024-01-09,3.9,8.5
2024-01-10,5.9,9.8
2024-01-11,0.7,22.3
2024-01-12,-3.4,13.8
2024-01-13,1.8,14.5
2024-01-14,3.3,11.5
2024-01-15,-5.2,15.5
2024-01-16,-6.8,12.0
2024-01-17,-8.4,12.6
2024-01-18,-9.9,16.2
2024-01-19,-2.9,11.4
2024-01-20,-7.3,10.4
2024-01-21,-10.8,10.6
2024-01-22,-10.3,13.5
2024-01-23,-3.5,12.4
2024-01-24,-1.9,7.2
2024-01-25,-1.1,9.3
2024-01-26,-3.1,11.8
2024-01-27,-6.3,15.0
2024-01-28,-5.1,15.1
2024-01-29,-5.5,16.7
2024-01-30,-1.0,9.2
2024-01-31,-4.0,6.5
2024-02-01,-6.2,10.0
2024-02-02,-5.3,10.1
2024-02-03,-7.3,14.7
2024-02-04,-4.1,12.0
2024-02-05,-3.8,4.7
2024-02-06,-3.0,9.4
2024-02-07,-2.4,11.1
2024-02-08,0.4,12.4
2024-02-09,1.5,10.1
2024-02-10,3.5,9.0
2024-02-11,5.4,11.4
2024-02-12,-1.9,11.0
2024-02-13,-4.0,7.9
2024-02-14,1.6,7.3
2024-02-15,7.1,9.7
2024-02-16,-4.8,11.6
2024-02-17,-21.0,15.6
2024-02-18,-18.7,18.1
2024-02-19,-20.0,16.6
2024-02-20,-18.1,15.3
2024-02-21,-11.9,12.1
2024-02-22,-6.9,8.0
2024-02-23,-4.6,14.2
2024-02-24,-7.0,10.3
2024-02-25,-9.2,8.2
2024-02-26,-10.2,8.7
2024-02-27,-8.9,8.4
2024-02-28,-8.5,13.7
2024-02-29,-7.3,14.8
2024-03-01,-6.4,18.9
2024-03-02,-4.0,8.1
2024-03-03,-3.5,7.6
2024-03-04,-4.2,8.6
2024-03-05,-4.4,7.2
2024-03-06,-0.9,10.1
2024-03-07,2.6,8.4
2024-03-08,4.0,10.1
2024-03-09,4.4,11.9
2024-03-10,5.4,8.0
2024-03-11,4.5,9.7
2024-03-12,5.6,13.3
2024-03-13,0.1,9.0
2024-03-14,0.0,20.2
2024-03-15,-5.0,9.7
2024-03-16,-1.5,10.0
2024-03-17,1.5,15.1
2024-03-18,7.6,7.3
2024-03-19,9.3,9.7
2024-03-20,8.3,11.8
2024-03-21,7.4,19.3
2024-03-22,8.1,11.0
2024-03-23,7.9,10.1
2024-03-24,10.7,8.0
2024-03-25,12.3,12.3
2024-03-26,12.3,11.6
2024-03-27,15.7,11.5
2024-03-28,14.3,20.3
2024-03-29,9.1,16.4
2024-03-30,6.1,14.3
2024-03-31,3.7,10.5
2024-04-01,6.2,12.9
2024-04-02,8.5,7.7
2024-04-03,11.1,8.2
2024-04-04,10.0,6.8
2024-04-05,11.2,9.1
2024-04-06,11.7,17.1
2024-04-07,9.6,9.9
2024-04-08,12.8,9.0
2024-04-09,10.4,21.7
2024-04-10,10.4,10.1
2024-04-11,13.3,9.2
2024-04-12,9.4,11.5
2024-04-13,9.5,9.3
2024-04-14,14.5,7.1
2024-04-15,14.2,10.9
2024-04-16,11.3,10.0
2024-04-17,12.0,6.1
2024-04-18,12.5,9.2
2024-04-19,15.0,6.7
2024-04-20,16.5,9.4
2024-04-21,13.4,8.7
2024-04-22,16.4,9.2
2024-04-23,16.6,9.8
2024-04-24,15.7,13.7
2024-04-25,15.1,14.2
2024-04-26,9.8,9.5
2024-04-27,7.7,9.2
2024-04-28,7.1,6.9
2024-04-29,11.7,6.2
2024-04-30,14.1,8.3
2024-05-01,14.6,19.6
2024-05-02,13.7,15.8
2024-05-03,17.0,8.2
2024-05-04,19.6,6.6
2024-05-05,18.7,16.3
2024-05-06,15.8,8.2
2024-05-07,18.0,8.7
2024-05-08,19.7,6.1
2024-05-09,21.2,9.9
2024-05-10,18.9,14.0
2024-05-11,15.0,10.7
2024-05-12,15.0,6.4
2024-05-13,17.2,6.4
2024-05-14,19.7,9.1
2024-05-15,22.1,8.7
2024-05-16,21.2,15.9
2024-05-17,17.8,6.3
2024-05-18,18.7,20.4
2024-05-19,19.1,13.7
2024-05-20,13.1,9.2
2024-05-21,14.5,9.9
2024-05-22,15.7,6.0
2024-05-23,15.4,7.4
2024-05-24,17.8,17.7
2024-05-25,19.6,12.3
2024-05-26,9.8,19.2
2024-05-27,13.4,10.4
2024-05-28,17.0,12.1
2024-05-29,15.6,5.5
2024-05-30,17.3,7.4
2024-05-31,18.8,7.6
2024-06-01,19.3,6.9
2024-06-02,20.9,18.5
2024-06-03,18.6,17.5
2024-06-04,18.0,7.2
2024-06-05,19.3,6.8
2024-06-06,20.2,12.4
2024-06-07,22.1,11.4
2024-06-08,23.3,9.2
2024-06-09,23.4,8.7
2024-06-10,24.3,16.1
2024-06-11,23.9,12.5
2024-06-12,22.0,16.1
2024-06-13,19.3,12.6
2024-06-14,19.6,12.8
2024-06-15,21.7,8.9
2024-06-16,23.6,6.6
2024-06-17,23.4,9.4
2024-06-18,23.3,18.8
2024-06-19,22.4,7.7
2024-06-20,23.6,8.6
2024-06-21,26.1,15.1
2024-06-22,24.5,13.8
2024-06-23,25.3,16.3
2024-06-24,24.9,13.0
2024-06-25,25.0,7.9
2024-06-26,26.1,11.9
2024-06-27,28.0,9.5
2024-06-28,28.9,16.9
2024-06-29,25.8,23.6
2024-06-30,23.9,14.3
2024-07-01,22.4,12.0
2024-07-02,19.4,22.2
2024-07-03,21.3,6.9
2024-07-04,23.3,9.9
2024-07-05,21.5,15.0
2024-07-06,21.8,13.3
2024-07-07,23.7,11.6
2024-07-08,22.1,12.9
2024-07-09,23.1,19.7
2024-07-10,23.9,11.0
2024-07-11,22.9,9.5
2024-07-12,24.3,10.4
2024-07-13,24.2,13.2
2024-07-14,25.3,16.5
2024-07-15,24.2,11.9
2024-07-16,22.3,7.0
2024-07-17,24.0,9.4
2024-07-18,22.7,16.6
2024-07-19,24.2,16.3
2024-07-20,24.7,19.8
2024-07-21,25.8,5.7
2024-07-22,25.9,7.4
2024-07-23,27.3,16.9
2024-07-24,27.0,11.0
2024-07-25,27.3,11.5
2024-07-26,28.4,9.6
2024-07-27,29.2,9.1
2024-07-28,29.6,10.0
2024-07-29,28.7,11.1
2024-07-30,29.1,17.4
2024-07-31,26.6,6.8
2024-08-01,27.7,6.8
2024-08-02,28.9,13.9
2024-08-03,28.3,17.4
2024-08-04,27.8,13.5
2024-08-05,28.7,8.6
2024-08-06,25.6,11.2
2024-08-07,26.0,8.2
2024-08-08,27.1,7.8
2024-08-09,29.0,28.9
2024-08-10,27.2,21.6
2024-08-11,24.2,9.4
2024-08-12,25.3,9.8
