iter	Passed	Remaining
0	1	2051
1	1	1942
2	2	1994
3	3	1867
4	5	2072
5	6	2025
6	6	1880
7	7	1804
8	7	1719
9	8	1645
10	8	1588
11	9	1544
12	9	1515
13	10	1495
14	11	1466
15	11	1435
16	12	1405
17	12	1383
18	13	1362
19	13	1355
20	14	1383
21	22	2006
22	24	2095
23	26	2181
24	28	2260
25	31	2396
26	33	2458
27	34	2457
28	36	2478
29	37	2474
30	38	2471
31	40	2465
32	41	2460
33	42	2479
34	43	2455
35	44	2420
36	44	2383
37	45	2349
38	46	2330
39	46	2298
40	47	2266
41	48	2244
42	48	2217
43	52	2347
44	56	2460
45	57	2434
46	57	2404
47	58	2374
48	58	2345
49	59	2321
50	60	2295
51	60	2270
52	61	2245
53	61	2223
54	62	2199
55	62	2177
56	63	2154
57	63	2132
58	64	2111
59	64	2090
60	65	2070
61	65	2051
62	66	2032
63	66	2014
64	67	2003
65	68	1992
66	68	1978
67	69	1964
68	69	1949
69	70	1935
70	70	1922
71	71	1907
72	71	1893
73	72	1880
74	72	1868
75	73	1855
76	73	1843
77	74	1831
78	74	1819
79	75	1808
80	75	1796
81	76	1785
82	76	1774
83	77	1765
84	77	1755
85	78	1745
86	78	1736
87	79	1727
88	80	1718
89	80	1708
90	81	1699
91	81	1691
92	82	1682
93	82	1679
94	83	1674
95	84	1670
96	84	1663
97	85	1656
98	85	1648
99	86	1640
100	86	1633
101	87	1625
102	87	1617
103	88	1610
104	88	1602
105	89	1595
106	89	1588
107	90	1580
108	90	1573
109	91	1566
110	91	1560
111	92	1553
112	92	1547
113	93	1541
114	93	1534
115	94	1528
116	94	1522
117	95	1516
118	95	1510
119	96	1504
120	96	1498
121	96	1493
122	97	1487
123	98	1485
124	98	1482
125	99	1479
126	100	1476
127	100	1473
128	101	1471
129	101	1466
130	102	1461
131	102	1456
132	103	1451
133	103	1447
134	104	1442
135	104	1437
136	105	1433
137	105	1428
138	106	1424
139	106	1419
140	107	1415
141	107	1410
142	108	1406
143	108	1402
144	109	1397
145	109	1393
146	110	1389
147	110	1385
148	111	1381
149	111	1377
150	112	1373
151	112	1369
152	113	1367
153	114	1366
154	114	1363
155	115	1360
156	115	1357
157	116	1354
158	116	1351
159	117	1348
160	117	1345
161	118	1342
162	118	1339
163	119	1335
164	119	1332
165	120	1329
166	120	1326
167	121	1323
168	121	1320
169	122	1317
170	122	1314
171	123	1311
172	123	1309
173	124	1306
174	125	1303
175	125	1301
176	126	1298
177	126	1296
178	127	1293
179	127	1290
180	128	1290
181	129	1294
182	130	1293
183	130	1291
184	131	1289
185	131	1286
186	132	1284
187	133	1283
188	133	1280
189	134	1278
190	134	1275
191	135	1272
192	135	1270
193	136	1267
194	136	1265
195	137	1262
196	137	1259
197	138	1257
198	138	1254
199	139	1252
200	139	1249
201	140	1247
202	140	1244
203	141	1242
204	141	1239
205	142	1237
206	142	1235
207	143	1233
208	143	1231
209	144	1231
210	144	1229
211	145	1227
212	146	1225
213	146	1223
214	147	1221
215	147	1219
216	148	1216
217	148	1214
218	149	1212
219	149	1210
220	150	1208
221	150	1206
222	151	1203
223	151	1201
224	152	1199
225	152	1197
226	153	1195
227	153	1192
228	153	1190
229	154	1188
230	154	1186
231	155	1184
232	155	1182
233	156	1180
234	156	1178
235	157	1176
236	157	1174
237	158	1172
238	158	1170
239	159	1170
240	160	1169
241	160	1168
242	161	1166
243	161	1164
244	162	1162
245	162	1160
246	163	1158
247	163	1156
248	164	1154
249	164	1152
250	165	1150
251	165	1148
252	166	1146
253	166	1144
254	167	1143
255	167	1141
256	168	1139
257	168	1137
258	168	1135
259	169	1134
260	169	1132
261	170	1130
262	170	1128
263	171	1128
264	172	1127
265	172	1125
266	173	1123
267	173	1121
268	174	1120
269	174	1120
270	175	1119
271	175	1117
272	176	1116
273	176	1114
274	177	1112
275	177	1111
276	178	1109
277	178	1107
278	179	1106
279	179	1104
280	180	1102
281	180	1101
282	181	1099
283	181	1097
284	182	1096
285	182	1094
286	183	1093
287	183	1091
288	184	1089
289	184	1088
290	185	1086
291	185	1086
292	186	1085
293	186	1084
294	187	1085
295	188	1085
296	189	1086
297	190	1088
298	191	1087
299	191	1086
300	192	1085
301	192	1084
302	193	1085
303	194	1084
304	194	1083
305	195	1081
306	195	1079
307	196	1078
308	196	1076
309	197	1075
310	197	1073
311	198	1072
312	198	1070
313	199	1069
314	199	1068
315	200	1066
316	200	1065
317	201	1063
318	201	1062
319	202	1060
320	202	1059
321	202	1057
322	203	1056
323	203	1054
324	204	1053
325	204	1052
326	205	1051
327	206	1052
328	206	1050
329	207	1049
330	207	1048
331	208	1046
332	208	1045
333	209	1044
334	209	1042
335	210	1041
336	210	1040
337	211	1038
338	211	1037
339	212	1036
340	212	1034
341	213	1033
342	213	1031
343	214	1030
344	214	1029
345	215	1028
346	215	1026
347	216	1025
348	216	1024
349	216	1022
350	217	1021
351	217	1020
352	218	1018
353	218	1017
354	219	1016
355	219	1015
356	220	1014
357	221	1014
358	221	1012
359	222	1011
360	222	1010
361	223	1009
362	223	1008
363	224	1007
364	224	1006
365	225	1004
366	225	1003
367	226	1002
368	226	1001
369	226	999
370	227	998
371	227	997
372	228	996
373	228	995
374	229	993
375	229	992
376	230	991
377	230	990
378	231	989
379	231	987
380	232	986
381	232	985
382	233	984
383	233	983
384	234	981
385	234	980
386	235	979
387	235	978
388	236	978
389	236	977
390	237	977
391	237	976
392	238	975
393	239	974
394	239	973
395	240	972
396	240	971
397	241	970
398	241	969
399	242	968
400	242	967
401	243	966
402	243	965
403	244	963
404	244	962
405	244	961
406	245	960
407	245	959
408	246	958
409	246	957
410	247	956
411	247	955
412	248	954
413	248	953
414	249	952
415	249	951
416	250	950
417	250	948
418	251	948
419	252	948
420	252	946
421	252	946
422	253	944
423	253	944
424	254	942
425	254	941
426	255	940
427	255	939
428	256	938
429	256	937
430	257	936
431	257	935
432	258	934
433	258	933
434	259	932
435	259	931
436	260	930
437	260	929
438	261	928
439	261	927
440	262	926
441	262	925
442	263	924
443	263	923
444	264	922
445	264	921
446	264	920
447	265	919
448	265	918
449	266	918
450	267	917
451	267	917
452	268	916
453	268	915
454	269	914
455	269	913
456	270	912
457	270	911
458	271	910
459	271	909
460	272	908
461	272	907
462	273	906
463	273	905
464	274	904
465	274	903
466	275	902
467	275	901
468	275	900
469	276	899
470	276	898
471	277	897
472	277	896
473	278	895
474	278	894
475	279	893
476	279	892
477	280	891
478	280	890
479	281	889
480	281	889
481	282	888
482	282	888
483	283	887
484	283	886
485	284	885
486	284	884
487	285	883
488	285	883
489	286	882
490	286	881
491	287	880
492	287	879
493	288	878
494	288	877
495	289	876
496	289	875
497	290	874
498	290	873
499	290	872
500	291	872
501	291	871
502	292	870
503	292	869
504	293	868
505	293	867
506	294	866
507	294	865
508	295	864
509	295	864
510	296	863
511	296	862
512	297	861
513	297	861
514	298	861
515	299	860
516	299	860
517	300	859
518	300	858
519	301	857
520	301	856
521	302	856
522	302	855
523	303	853
524	303	852
525	304	852
526	304	851
527	305	850
528	305	849
529	305	848
530	306	847
531	306	846
532	307	845
533	307	845
534	308	844
535	308	843
536	309	842
537	309	841
538	310	840
539	310	840
540	311	839
541	311	838
542	312	837
543	312	836
544	313	836
545	313	836
546	314	835
547	314	834
548	315	833
549	315	832
550	316	832
551	316	831
552	317	830
553	317	829
554	318	828
555	318	827
556	319	827
557	319	826
558	320	825
559	320	824
560	321	823
561	321	822
562	322	822
563	322	821
564	323	820
565	323	819
566	323	818
567	324	817
568	324	817
569	325	816
570	325	815
571	326	814
572	326	813
573	327	813
574	327	812
575	328	812
576	329	811
577	329	811
578	330	810
579	330	809
580	331	808
581	331	808
582	332	807
583	332	806
584	333	805
585	333	804
586	334	804
587	334	803
588	335	802
589	335	801
590	335	801
591	336	800
592	336	799
593	337	798
594	337	797
595	338	797
596	338	796
597	339	795
598	339	794
599	340	793
600	340	793
601	341	792
602	341	791
603	342	790
604	342	790
605	343	789
606	343	788
607	344	788
608	344	787
609	345	787
610	345	786
611	346	785
612	346	784
613	347	784
614	347	783
615	348	782
616	348	781
617	349	780
618	349	780
619	350	779
620	350	778
621	351	777
622	351	777
623	352	776
624	352	775
625	353	774
626	353	774
627	353	773
628	354	772
629	354	771
630	355	771
631	355	770
632	356	769
633	356	768
634	357	768
635	357	767
636	358	766
637	358	765
638	359	765
639	360	765
640	360	764
641	361	763
642	361	762
643	361	762
644	362	761
645	362	760
646	363	759
647	363	759
648	364	758
649	364	757
650	365	757
651	365	756
652	366	755
653	366	754
654	367	754
655	367	753
656	368	752
657	368	751
658	369	751
659	369	750
660	370	749
661	370	748
662	371	748
663	371	747
664	372	747
665	372	746
666	373	745
667	373	745
668	374	745
669	375	744
670	375	744
671	376	743
672	376	742
673	377	742
674	377	741
675	378	740
676	378	740
677	379	739
678	379	738
679	380	737
680	380	737
681	381	736
682	381	735
683	381	734
684	382	734
685	382	733
686	383	732
687	383	732
688	384	731
689	384	730
690	385	729
691	385	729
692	386	728
693	386	727
694	387	727
695	387	726
696	388	725
697	388	725
698	389	724
699	389	723
700	390	723
701	391	723
702	391	722
703	392	722
704	392	721
705	393	720
706	393	720
707	394	719
708	394	718
709	395	717
710	395	717
711	396	716
712	396	715
713	397	715
714	397	714
715	397	713
716	398	712
717	398	712
718	399	711
719	399	710
720	400	710
721	400	709
722	401	708
723	401	708
724	402	707
725	402	706
726	403	705
727	403	705
728	404	704
729	404	703
730	405	703
731	405	702
732	406	702
733	406	701
734	407	701
735	407	700
736	408	699
737	408	699
738	409	698
739	409	697
740	410	697
741	410	696
742	411	695
743	411	695
744	412	694
745	412	693
746	413	693
747	413	692
748	414	691
749	414	691
750	415	690
751	415	689
752	416	688
753	416	688
754	416	687
755	417	686
756	417	686
757	418	685
758	418	684
759	419	684
760	419	683
761	420	682
762	421	682
763	421	682
764	422	681
765	422	680
766	423	680
767	423	679
768	424	678
769	424	678
770	425	677
771	425	676
772	426	676
773	426	675
774	426	674
775	427	674
776	427	673
777	428	672
778	428	672
779	429	671
780	429	670
781	430	670
782	430	669
783	431	668
784	431	668
785	432	667
786	432	666
787	433	666
788	433	665
789	434	664
790	434	664
791	435	663
792	435	662
793	436	662
794	436	661
795	437	661
796	437	660
797	438	660
798	438	659
799	439	658
800	439	658
801	440	657
802	440	656
803	441	656
804	441	655
805	442	654
806	442	654
807	442	653
808	443	652
809	443	652
810	444	651
811	444	650
812	445	650
813	445	649
814	446	648
815	446	648
816	447	647
817	447	646
818	448	646
819	448	645
820	449	645
821	449	644
822	450	643
823	450	643
824	451	642
825	451	642
826	452	641
827	453	641
828	453	640
829	454	640
830	454	639
