date,9,temp,wind_speed,humidity,pressure
2017-08-12,24.0,15.6,14.3,73.12,911.61
2017-08-13,39.0,16.7,9.9,63.58,910.95
2017-08-14,47.0,18.5,7.2,55.04,909.3
2017-08-15,24.0,19.8,10.1,47.04,908.53
2017-08-16,16.0,21.1,14.4,41.42,908.58
2017-08-17,19.0,19.0,11.0,51.17,911.52
2017-08-18,19.0,18.4,8.7,49.79,915.18
2017-08-19,29.0,19.5,4.7,39.29,913.74
2017-08-20,19.0,19.3,9.4,39.71,915.15
2017-08-21,14.0,17.6,8.3,35.71,915.4
2017-08-22,13.0,17.7,9.0,36.96,912.88
2017-08-23,9.0,17.8,9.0,33.67,914.35
2017-08-24,12.0,18.9,14.9,32.83,915.19
2017-08-25,14.0,19.9,9.5,39.79,912.97
2017-08-26,22.0,20.3,8.3,37.38,911.87
2017-08-27,18.0,21.7,9.9,30.42,910.45
2017-08-28,15.0,23.4,8.2,27.88,910.08
2017-08-29,19.0,23.6,11.2,29.12,911.41
2017-08-30,17.0,23.7,9.7,27.67,912.72
2017-08-31,15.0,23.9,7.4,27.75,911.32
2017-09-01,20.0,24.4,12.3,23.08,910.67
2017-09-02,20.0,24.0,12.3,23.46,910.69
2017-09-03,26.0,23.3,9.0,30.12,910.41
2017-09-04,30.0,24.5,8.6,24.88,908.67
2017-09-05,18.0,24.4,22.9,28.25,910.1
2017-09-06,15.0,25.5,15.7,20.62,907.59
2017-09-07,17.0,22.0,14.9,33.38,910.27
2017-09-08,18.0,22.0,8.4,33.42,912.43
2017-09-09,25.0,22.2,18.7,36.5,911.35
2017-09-10,24.0,23.2,9.1,28.0,909.32
2017-09-11,16.0,21.8,8.0,37.21,912.2
2017-09-12,13.0,18.8,18.5,38.54,916.25
2017-09-13,14.0,13.2,11.8,36.12,918.19
2017-09-14,29.0,13.3,9.3,40.58,916.89
2017-09-15,32.0,18.2,7.3,37.71,916.22
2017-09-16,43.0,20.3,7.0,32.29,915.32
2017-09-17,30.0,19.5,9.7,37.25,914.66
2017-09-18,21.0,21.4,8.7,30.46,914.86
2017-09-19,20.5,21.4,9.8,28.25,916.43
2017-09-20,20.0,18.3,8.4,31.83,917.22
2017-09-21,20.0,16.2,9.2,34.21,912.36
2017-09-22,14.0,19.0,8.9,29.42,910.93
2017-09-23,21.666666666666668,18.0,18.7,37.29,911.54
2017-09-24,29.333333333333336,8.6,8.9,54.04,918.38
2017-09-25,37.0,7.6,14.8,36.29,917.19
2017-09-26,23.0,12.8,11.0,28.54,914.03
2017-09-27,23.0,16.5,11.0,33.88,912.52
2017-09-28,17.0,11.4,17.3,48.67,913.18
2017-09-29,21.0,6.4,10.2,78.96,915.57
2017-09-30,24.0,4.6,12.1,74.92,921.93
2017-10-01,39.0,6.2,10.2,62.5,920.74
2017-10-02,35.0,10.7,13.5,53.29,911.06
2017-10-03,24.0,12.4,15.3,55.67,908.7
2017-10-04,19.0,5.3,13.7,88.54,914.62
2017-10-05,25.0,5.0,10.2,67.58,919.23
2017-10-06,42.0,4.0,10.2,64.21,921.88
2017-10-07,48.0,3.3,9.9,67.67,923.49
2017-10-08,52.0,5.7,10.1,56.54,924.06
2017-10-09,47.0,6.3,15.5,59.21,917.8
2017-10-10,52.0,8.3,12.6,53.38,916.15
2017-10-11,56.0,10.3,12.9,49.33,913.98
2017-10-12,30.0,14.3,6.5,36.12,913.61
2017-10-13,27.0,14.6,10.2,30.62,913.64
2017-10-14,43.0,14.1,17.0,35.04,910.98
2017-10-15,37.0,14.9,8.7,39.38,914.14
2017-10-16,50.0,14.9,9.1,40.75,910.98
2017-10-17,34.0,15.0,13.0,38.92,910.8
2017-10-18,15.0,9.7,30.7,58.67,911.94
2017-10-19,19.0,7.6,14.1,57.83,920.36
2017-10-20,25.0,10.3,12.0,55.17,920.61
2017-10-21,49.0,10.7,9.5,49.46,910.15
2017-10-22,36.0,12.6,11.1,41.0,914.3
2017-10-23,33.0,12.1,6.8,40.0,910.75
2017-10-24,43.0,12.0,10.2,42.25,916.59
2017-10-25,44.0,8.1,8.9,68.0,921.17
2017-10-26,37.0,3.2,11.2,58.46,922.49
2017-10-27,53.0,6.7,11.2,51.17,914.98
2017-10-28,34.0,13.3,9.8,34.42,914.46
2017-10-29,56.0,11.4,9.8,40.54,916.03
2017-10-30,44.0,13.4,18.4,40.92,912.71
2017-10-31,25.0,17.5,20.3,35.79,909.9
2017-11-01,38.0,16.6,12.6,33.0,911.91
2017-11-02,35.0,15.8,10.7,31.96,912.0
2017-11-03,29.0,14.6,16.3,43.33,915.86
2017-11-04,31.0,6.4,7.1,95.29,921.38
2017-11-05,51.0,6.5,9.8,80.04,920.4
2017-11-06,45.0,8.2,10.8,75.17,916.97
2017-11-07,21.0,7.1,13.3,83.62,919.98
2017-11-08,39.0,4.6,10.1,81.33,922.17
2017-11-09,17.0,6.3,6.9,55.5,915.55
2017-11-10,22.0,3.3,6.7,88.62,919.87
2017-11-11,47.0,1.3,10.6,86.25,921.97
2017-11-12,68.0,0.3,19.1,75.96,915.82
2017-11-13,56.0,2.9,12.9,56.42,911.98
2017-11-14,30.0,8.0,5.2,26.12,912.73
2017-11-15,34.0,5.1,6.1,56.92,915.21
2017-11-16,36.0,1.4,7.6,81.29,921.33
2017-11-17,38.0,1.2,9.7,67.08,920.92
2017-11-18,35.0,1.8,10.8,39.42,916.79
2017-11-19,39.0,-1.1,9.1,68.33,927.48
2017-11-20,48.0,-3.0,9.9,72.92,925.58
2017-11-21,66.0,-0.7,10.5,55.33,922.5
2017-11-22,61.0,0.9,11.5,35.42,917.37
2017-11-23,43.0,1.8,11.5,24.5,912.35
2017-11-24,37.0,2.8,13.3,21.71,910.95
2017-11-25,24.0,7.2,5.6,11.25,910.62
2017-11-26,34.0,5.6,10.0,43.46,916.02
2017-11-27,33.0,0.7,9.8,82.29,922.92
2017-11-28,56.0,-2.1,9.4,96.21,919.11
2017-11-29,75.0,-0.1,10.5,75.54,916.98
2017-11-30,51.0,-1.2,7.9,75.62,919.12
2017-12-01,62.0,-1.8,12.4,84.29,916.84
2017-12-02,50.0,-2.5,15.5,85.12,921.02
2017-12-03,40.0,-4.3,15.6,81.17,926.46
2017-12-04,47.0,-5.4,14.7,78.33,925.37
2017-12-05,73.0,-7.2,11.4,82.58,922.22
2017-12-06,66.0,-7.6,10.6,85.67,921.08
2017-12-07,100.0,-6.1,11.8,76.71,918.1
2017-12-08,86.0,-0.8,16.3,50.29,907.23
2017-12-09,29.0,0.8,15.1,63.38,910.8
2017-12-10,26.0,-5.2,18.2,76.58,920.58
2017-12-11,38.0,-4.8,12.3,60.92,917.4
2017-12-12,105.0,-5.6,16.0,67.29,917.15
2017-12-13,111.0,-7.0,12.6,71.42,921.12
2017-12-14,77.0,-7.3,15.7,71.46,922.44
2017-12-15,85.0,-6.3,18.8,65.67,922.05
2017-12-16,99.0,-3.6,13.4,51.04,921.56
2017-12-17,69.0,-2.0,7.6,41.5,923.28
2017-12-18,80.0,-2.3,13.4,41.21,921.38
2017-12-19,88.0,-0.0,11.2,35.54,918.19
2017-12-20,38.0,0.4,14.2,48.21,918.32
2017-12-21,76.0,-1.8,6.6,90.0,924.42
2017-12-22,102.0,-2.7,9.2,78.33,924.7
2017-12-23,50.0,-0.9,11.9,56.46,917.01
2017-12-24,35.0,2.8,7.5,28.12,911.6
2017-12-25,24.0,2.9,10.9,36.92,902.6
2017-12-26,27.0,0.2,11.9,79.67,907.78
2017-12-27,16.0,-3.2,33.6,68.38,921.55
2017-12-28,33.0,-3.0,9.4,67.38,931.28
2017-12-29,50.0,-2.9,17.7,66.25,924.13
2017-12-30,52.0,-3.9,12.8,60.58,920.56
2017-12-31,100.0,-6.4,13.0,68.29,920.59
2018-01-01,136.0,-7.5,12.9,62.04,920.95
2018-01-02,79.0,-8.1,13.0,47.29,918.68
2018-01-03,86.0,-9.5,17.4,49.12,910.95
2018-01-04,77.25,-11.1,16.1,42.67,912.37
2018-01-05,68.5,-11.3,12.3,44.38,916.02
2018-01-06,59.75,-12.3,14.6,46.38,914.24
2018-01-07,51.0,-8.3,16.7,36.12,915.67
2018-01-08,58.0,-1.5,6.3,59.54,918.64
2018-01-09,49.0,-1.7,7.8,52.83,921.61
2018-01-10,47.0,-1.1,8.2,41.04,914.39
2018-01-11,27.0,-2.9,19.8,60.04,918.8
2018-01-12,75.0,-7.3,12.1,70.83,919.6
2018-01-13,91.0,-6.8,10.1,73.08,912.16
2018-01-14,84.0,-6.8,11.2,89.12,916.85
2018-01-15,55.0,-6.9,9.3,87.79,915.85
2018-01-16,117.0,-11.7,17.2,86.21,916.06
2018-01-17,135.0,-10.8,17.9,81.08,916.59
2018-01-18,108.0,-11.4,17.5,74.42,916.63
2018-01-19,58.0,-6.9,13.0,55.12,915.04
2018-01-20,122.0,-2.5,8.8,46.71,916.95
2018-01-21,92.0,-7.0,13.7,62.33,911.68
2018-01-22,91.0,-10.2,14.8,70.29,913.42
2018-01-23,89.0,-15.4,24.1,69.42,917.9
2018-01-24,93.0,-21.4,25.8,62.21,918.15
2018-01-25,113.0,-23.8,24.9,61.96,919.95
2018-01-26,80.0,-25.7,20.1,65.46,921.45
2018-01-27,83.16666666666667,-26.1,23.9,64.12,923.01
2018-01-28,86.33333333333333,-23.8,25.5,64.29,924.95
2018-01-29,89.5,-19.9,28.1,62.67,923.17
2018-01-30,92.66666666666667,-12.3,25.4,61.5,918.0
2018-01-31,95.83333333333333,-10.4,16.5,62.29,913.34
2018-02-01,99.0,-7.0,9.2,58.92,918.4
2018-02-02,82.0,-7.8,16.0,61.79,912.97
2018-02-03,49.0,-3.4,10.7,75.21,920.7
2018-02-04,85.0,-7.2,7.4,90.62,924.11
