iter	RMSE
0	46.98165953
1	46.67881435
2	46.36664592
3	46.09799024
4	45.79365063
5	45.51720666
6	45.22987724
7	44.94808375
8	44.68387707
9	44.42519944
10	44.15285199
11	43.88726107
12	43.63547774
13	43.38618599
14	43.15976549
15	42.89629487
16	42.66908725
17	42.42222
18	42.18477281
19	41.95043235
20	41.70462389
21	41.48776326
22	41.23967155
23	41.01917598
24	40.79219778
25	40.58986407
26	40.38902058
27	40.17111142
28	39.94884557
29	39.71814635
30	39.50459354
31	39.29076294
32	39.07217567
33	38.89150071
34	38.70822071
35	38.4971215
36	38.288675
37	38.08799764
38	37.8859196
39	37.68964584
40	37.50942103
41	37.32760025
42	37.11975556
43	36.91880531
44	36.72061979
45	36.5364559
46	36.37680489
47	36.20283606
48	36.03172409
49	35.83722285
50	35.66859904
51	35.49419205
52	35.31167314
53	35.14847391
54	34.99368779
55	34.83222457
56	34.66836086
57	34.49796393
58	34.32043008
59	34.16929369
60	34.00524183
61	33.84816315
62	33.68928442
63	33.52793033
64	33.37425551
65	33.21034412
66	33.04508478
67	32.90125551
68	32.76315769
69	32.61499205
70	32.46675288
71	32.32381481
72	32.18962006
73	32.04543832
74	31.90055567
75	31.75937636
76	31.62359802
77	31.50367796
78	31.37074688
79	31.21901886
80	31.08938865
81	30.95245847
82	30.81868532
83	30.6892381
84	30.57021157
85	30.4550861
86	30.32995334
87	30.20491738
88	30.09290919
89	29.96876854
90	29.8487809
91	29.73870161
92	29.61900896
93	29.4967501
94	29.38253251
95	29.25927158
96	29.1545183
97	29.03987034
98	28.92806983
99	28.81288022
100	28.71180971
101	28.60582179
102	28.5037398
103	28.40025114
104	28.31113647
105	28.2221407
106	28.12244454
107	28.02647609
108	27.93661361
109	27.84405947
110	27.74848305
111	27.64628472
112	27.5575237
113	27.46607221
114	27.38153993
115	27.2893129
116	27.21033118
117	27.10996093
118	27.01621963
119	26.92338723
120	26.83595963
121	26.75546641
122	26.66516948
123	26.58750235
124	26.50337064
125	26.40928533
126	26.32915439
127	26.25240975
128	26.17355357
129	26.084887
130	25.99368002
131	25.89884263
132	25.82718991
133	25.73794593
134	25.66140343
135	25.5898504
136	25.49598004
137	25.41159955
138	25.33232572
139	25.25734566
140	25.18677513
141	25.11824559
142	25.0498545
143	24.98616917
144	24.91793986
145	24.85283267
146	24.78012277
147	24.70266062
148	24.63931894
149	24.56259825
150	24.49049476
151	24.42515848
152	24.35721139
153	24.2920429
154	24.23530818
155	24.16401331
156	24.10034961
157	24.02881229
158	23.96765551
159	23.90136375
160	23.8425936
161	23.78504723
162	23.71697802
163	23.64175632
164	23.57252902
165	23.50986314
166	23.45432363
167	23.40350441
168	23.34080058
169	23.28067973
170	23.21261491
171	23.14914141
172	23.0792154
173	23.02598382
174	22.971493
175	22.90911758
176	22.85989997
177	22.79994076
178	22.7415964
179	22.68500428
180	22.62889924
181	22.5676084
182	22.51501969
183	22.45760227
184	22.40692631
