Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,104,105,106,108,3269728,4372603,4438736,4439094,4439475,5901326,5917712,7723955,30369354,34703847,36200067,36671067,37052366,38834077,39168240,39379024,Grand Total
7-Jul,,18,,17,18,25,,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
8-Jul,,16,,16,16,23,,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
9-Jul,,15,,14,15,22,,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
10-Jul,,18,,23,24,27,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
11-Jul,,44,123,41,42,46,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
12-Jul,,24,52,,22,29,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
13-Jul,,17,,,17,25,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
14-Jul,24,9,,,9,17,0,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
15-Jul,44,23,,,19,27,27,,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
16-Jul,25,17,,,16,22,41,29,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
17-Jul,17,11,,,12,16,23,14,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
18-Jul,21,12,,,11,17,20,13,12,14,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
19-Jul,18,12,,,10,17,18,13,11,15,,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
20-Jul,25,16,,,15,22,35,20,17,17,0,13,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,19
21-Jul,28,14,,,13,24,34,22,21,19,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
22-Jul,27,11,,7,13,24,38,21,18,17,,11,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,18
23-Jul,34,18,,17,20,25,48,24,18,19,,15,27,,52,,,,,,,,,,,,,,,,,,,,,,,,,,26
24-Jul,28,15,,14,,21,31,21,15,18,,11,20,14,43,,,,,,,,,,,,,,,,,,,,,,,,,,21
25-Jul,26,13,,13,,20,41,20,15,17,,11,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,19
26-Jul,31,14,,18,,23,38,22,15,22,,13,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,22
27-Jul,33,16,,17,,22,36,18,15,21,,12,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,21
28-Jul,29,20,,20,,24,28,21,18,25,,15,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,22
29-Jul,28,21,,20,,29,41,25,22,28,,17,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,26
30-Jul,34,23,,21,,29,36,27,26,28,,21,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,27
31-Jul,32,18,,16,,24,35,22,15,23,,13,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,22
1-Aug,31,22,,20,,27,31,25,20,28,,17,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2-Aug,29,23,,22,,29,36,27,23,28,,20,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,26
3-Aug,37,32,,28,,34,37,32,32,37,,22,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,32
4-Aug,25,,,15,19,23,23,17,16,23,,14,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,20
5-Aug,28,,,13,18,16,34,18,11,15,,9,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,17
6-Aug,37,,,15,16,18,36,20,,17,,11,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,20
7-Aug,33,,,16,18,21,41,25,23,21,,15,23,54,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8-Aug,29,,,16,17,26,29,21,17,21,,14,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,22
9-Aug,30,,,19,17,22,29,21,23,23,,18,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,23
10-Aug,31,,,14,12,18,31,19,11,17,,10,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,18
11-Aug,26,,,14,13,13,26,16,12,14,,11,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,16
12-Aug,46,,,28,25,30,44,35,24,28,,14,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,30
13-Aug,51,,,31,31,38,54,43,39,33,,35,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,39
14-Aug,71,,,35,31,39,53,38,47,38,,41,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,43
15-Aug,38,,,21,21,24,35,26,24,24,,17,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,25
16-Aug,36,,,16,17,18,36,19,16,16,,12,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,20
17-Aug,28,,,14,16,17,22,18,19,16,,13,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,18
18-Aug,38,,,17,17,19,26,20,19,18,,17,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,21
19-Aug,46,,,23,27,29,42,31,29,27,,25,31,26,,,,,,,,,,,,,,,,,,,,,,,,,,,31
20-Aug,44,19,38,15,15,23,50,30,19,17,,14,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,25
21-Aug,27,13,,11,10,16,36,17,14,12,,9,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,16
22-Aug,22,14,15,12,11,19,26,16,13,13,,10,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,16
23-Aug,25,12,18,11,12,15,33,15,9,11,,7,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,15
24-Aug,35,14,19,15,17,17,40,22,12,15,,9,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,19
25-Aug,36,16,,15,15,24,37,22,14,18,,12,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,21
26-Aug,38,16,,16,14,21,40,25,22,19,,11,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,22
27-Aug,51,15,,16,13,18,62,25,18,18,,11,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,24
28-Aug,42,19,33,20,15,20,42,25,15,21,,13,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,24
29-Aug,37,21,25,18,19,23,45,27,19,23,,16,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,25
30-Aug,37,18,22,17,19,20,64,26,17,20,,12,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,24
31-Aug,36,17,17,15,15,19,54,24,15,18,,12,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,22
1-Sep,42,19,22,18,18,22,50,25,20,22,,15,27,21,,,,,,,,,,,,,,,,,,,,,,,,,,,25
2-Sep,41,19,21,19,17,22,39,23,20,22,,14,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,23
3-Sep,52,24,28,25,20,26,67,34,26,26,,19,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,31
4-Sep,46,28,26,30,25,30,57,35,30,32,,23,35,28,,,,,,,,,,,,,,,,,,,,,,,,,,,33
5-Sep,32,21,20,19,19,21,35,24,18,23,,16,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,23
6-Sep,29,16,18,17,15,19,27,19,15,21,,13,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,19
7-Sep,31,17,18,15,14,18,30,20,17,18,,14,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,19
8-Sep,31,19,21,17,16,21,39,26,18,19,,15,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,22
9-Sep,60,28,28,28,28,28,57,31,25,37,0,22,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,31
10-Sep,54,28,27,28,24,27,45,31,24,30,,26,37,25,,,,,,,,,,,,,,,,,,,,,,,,,,,31
11-Sep,26,17,18,16,16,18,24,20,16,19,,14,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,19
12-Sep,28,14,14,13,12,14,22,16,13,18,,11,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,16
13-Sep,25,14,14,12,9,14,20,19,14,13,,11,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,15
14-Sep,31,19,20,15,17,21,30,24,29,17,,16,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,22
15-Sep,43,22,24,17,17,34,46,30,32,21,,21,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,28
16-Sep,54,31,29,26,27,34,74,41,43,29,,26,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,37
17-Sep,46,30,27,28,22,33,70,37,30,29,,27,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,34
18-Sep,34,25,22,21,18,28,56,26,21,25,,22,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,27
19-Sep,33,18,16,15,12,19,41,19,,20,,10,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,21
20-Sep,28,23,16,17,12,23,30,22,20,23,,16,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,21
21-Sep,30,23,,20,16,28,36,21,20,25,,20,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,24
22-Sep,41,21,23,20,14,22,57,24,14,23,,18,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,25
23-Sep,42,20,21,22,13,23,38,23,,22,,21,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,25
24-Sep,26,21,24,23,13,21,28,26,,21,,25,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,22
25-Sep,42,32,37,28,20,31,48,41,37,31,,26,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,33
26-Sep,52,32,39,30,23,30,66,35,23,34,,15,38,14,,,,,,,,,,,,,,,,,,,,,,,,,,,33
27-Sep,47,27,36,29,21,26,54,33,23,,,20,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,31
28-Sep,29,18,29,18,13,16,31,20,17,,,17,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,21
29-Sep,34,26,49,29,14,21,31,27,21,,,20,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,28
30-Sep,47,28,58,38,24,26,36,34,24,41,,21,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,34
1-Oct,75,44,56,38,27,43,99,70,39,,,28,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2-Oct,77,40,53,41,31,39,109,59,35,,,26,53,34,,,,,,,,,,,,,,,,,,,,,,,,,,,50
3-Oct,53,28,37,31,24,27,48,36,24,,,25,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4-Oct,23,21,40,22,13,19,37,25,19,,,16,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,24
5-Oct,34,31,,28,20,24,44,28,25,,,23,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,29
6-Oct,54,39,38,36,25,36,48,43,42,65,,35,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,42
7-Oct,70,48,52,47,33,48,58,54,48,54,,40,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,51
8-Oct,98,52,93,46,36,51,149,78,52,52,,44,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,67
9-Oct,92,49,56,45,33,49,134,69,47,51,,37,54,57,12,,,,,,,,,,,,,,,,,,,,,,,,,,56
10-Oct,80,54,50,47,37,50,128,70,52,53,,42,56,57,106,,,,,,,,,,,,,,,,,,,,,,,,,,63
11-Oct,88,60,53,53,41,55,143,70,56,63,,46,66,63,153,,,,,,,,,,,,,,,,,,,,,,,,,,72
12-Oct,87,40,46,39,31,39,135,71,30,46,,20,53,43,85,,,,,,,,,,,,,,,,,,,,,,,,,,55
13-Oct,83,30,30,31,19,27,124,44,27,32,,18,41,31,99,,,,,,,,,,,,,,,,,,,,,,,,,,45
14-Oct,80,35,41,34,25,36,128,57,43,36,,25,43,41,,,,,,,,,,,,,,,,,,,,,,,,,,,48
15-Oct,69,36,37,35,23,36,124,59,37,35,,30,44,39,,,,,,,,,,,,,,,,,,,,,,,,,,,46
16-Oct,89,50,53,50,34,51,123,73,50,55,,38,72,158,,,,,,,,,,,,,,,,,,,,,,,,,,,69
17-Oct,70,38,36,34,22,34,89,52,34,41,,30,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
18-Oct,56,20,28,29,19,18,103,34,15,24,,12,35,,,,,,,,,11,,,,,,,,,,,,,,,,,,,31
19-Oct,61,23,37,25,26,25,43,39,19,31,,15,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
20-Oct,64,30,42,32,40,35,54,54,25,41,,20,50,46,,,,,,,,,,,,,,,,,,,,,,,,,,,41
21-Oct,99,44,51,45,48,47,92,64,49,52,31,31,63,55,,,,,,,,,,,,,,,,,,,,,,,,,,,55
22-Oct,76,36,36,34,34,42,71,59,36,34,19,23,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,42
23-Oct,122,40,45,51,45,39,145,61,33,51,,24,62,39,,,,,,,,,,,,,,,,,,,,,,,,,,,58
24-Oct,62,37,38,38,34,35,89,48,43,40,21,23,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,42
25-Oct,25,35,32,34,27,29,28,22,44,32,33,40,30,31,,,,,,,,,,,,,,,,,,,,,,,,,,,32
26-Oct,40,37,34,44,29,30,74,45,37,32,20,31,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,37
27-Oct,132,77,97,74,96,83,144,136,53,98,87,27,125,115,,,,,,,,,,,,,,,,,,,,,,,,,,,96
28-Oct,148,43,84,58,95,51,194,119,34,69,34,18,107,63,,31,,,,,,,,,,,,,,,,,,,,,,,,,77
29-Oct,151,51,64,56,62,60,212,102,56,66,37,33,81,61,,,,,,,,,,,,,,,,,,,,,,,,,,,78
30-Oct,174,61,107,118,123,65,219,157,44,110,,19,149,86,,280,,,,,,,,,,,,,,,,,,,,,,,,,122
31-Oct,131,36,66,67,89,33,137,99,25,66,,20,99,40,,136,,,,,,,,,,,,,,,,,,,,,,,,,75
1-Nov,152,49,72,54,73,50,159,96,38,58,,28,96,45,,148,,,,,,,,,,,,,,,,,,,,,,,,,80
2-Nov,107,42,50,41,44,44,140,65,35,45,,24,56,47,,111,,,,,,,,,,,,,,,,,,,,,,,,,61
3-Nov,65,30,29,35,36,25,81,30,29,35,,28,40,29,,66,,,,,,,,,,,,,,,,,,,,,,,,,40
4-Nov,69,38,36,46,37,37,87,42,31,35,,28,37,39,,61,,,,,,,,,,,,,,,,,,,,,,,,,44
5-Nov,116,57,78,62,65,67,139,106,51,60,,30,93,70,,119,,,,,,,,,,,,,,,,,,,,,,,,,79
6-Nov,83,63,66,72,74,59,129,91,45,74,27,24,88,66,,106,,,,,,,,,,,,,,,,,,,,,,,,,71
7-Nov,66,37,52,61,56,36,113,68,21,38,19,20,67,43,,56,,,,,,,,,,,,,,,,,,,,,,,,,50
8-Nov,83,46,52,46,55,41,104,77,39,51,41,27,58,52,,100,,,,,,,,,,,,,,,,,,,,,,,,,58
9-Nov,85,32,41,45,34,35,157,61,17,39,21,11,53,32,,96,,,,,,,,,,,,,,,,,,,,,,,,,51
10-Nov,47,29,25,,21,23,52,32,22,25,24,15,31,27,,45,,,,,,,,,,,,,,,,,,,,,,,,,30
11-Nov,58,53,49,,49,44,60,57,47,53,55,42,51,54,,36,,,,,,,,,,,,,,,,,,,,,,,,,51
12-Nov,180,79,118,108,98,80,127,136,68,85,74,36,119,89,,158,,,,,,,,,,,,,,,,,,,,,,,,,104
13-Nov,183,79,110,72,77,84,199,127,56,92,82,23,108,92,,205,,,,,,,,,,,,,,,,,,,,,,,,,106
14-Nov,191,40,76,56,68,44,238,111,30,62,29,10,102,55,,212,,,,,,,,,,,,,,,,,,,,,,,,,88
15-Nov,68,44,46,44,46,39,138,57,34,48,37,29,61,44,,140,,,,,,,,,,,,,,,,,,,,,,,,,58
16-Nov,76,43,40,42,40,37,94,60,36,43,43,35,44,43,,76,,,,,,,,,,,,,,,,,,,,,,,,,50
17-Nov,143,50,79,50,61,62,166,112,38,50,45,20,95,61,,193,,,,,,,,,,,,,,,,,,,,,,,,,82
18-Nov,151,54,54,60,55,54,188,74,35,61,39,13,89,64,,185,,,,,,,,,,,,,,,,,,,,,,,,,78
