Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,104,105,106,108,3269728,4372603,4438736,4439094,4439475,5901326,5917712,7723955,30369354,34703847,36200067,36671067,37052366,38834077,39168240,39379024,Grand Total
19-Nov,83,47,49,57,59,37,80,52,39,51,43,32,50,61,,83,,,,,,,,,,,,,,,,,,,,,,,,,55
20-Nov,147,73,90,74,78,79,155,113,48,82,66,33,109,75,,177,,,,,,,,,,,,,,,,,,,,,,,,,93
21-Nov,193,86,97,82,90,91,171,117,66,108,76,39,128,93,,227,,,,,,,,,,,,,,,,,,,,,,,,,111
22-Nov,188,84,93,82,85,92,241,115,61,97,78,29,127,93,,209,,,,,,,,,,,,,,,,,,,,,,,,,111
23-Nov,149,67,73,66,70,81,222,92,43,81,55,18,92,75,,187,,,,,,,,,,,,,,,,,,,,,,,,,91
24-Nov,160,65,67,61,69,85,228,87,37,79,62,14,87,73,,194,,,,,,,,,,,,,,,,,,,,,,,,,91
25-Nov,240,53,99,73,95,69,279,134,24,94,25,6,138,77,176,205,,,,,,,,,,,,,,,,,,,,,,,,,112
26-Nov,195,43,63,47,61,42,154,84,34,50,31,30,76,53,35,204,,,,,,,,,,,,,,,,,,,,,,,,,75
27-Nov,67,51,41,69,48,36,60,48,33,53,40,33,52,39,41,54,,,,,,,,,,,,,,,,,,,,,,,,,48
28-Nov,60,61,52,69,54,45,61,54,56,64,62,58,58,55,49,62,,,,,,,,,,,,,,,,,,,,,,,,,57
29-Nov,79,77,77,74,77,68,83,92,75,77,99,48,75,91,,68,,,,,,,,,,,,,,,,,,,,,,,,,77
30-Nov,89,61,59,70,67,52,109,83,51,69,61,33,75,61,36,71,,,,,,,,,,,,,,,,,,,,,,,,,65
1-Dec,78,79,79,83,87,72,98,84,62,89,84,46,85,84,,86,,,,,,,,,,,,,,,,,,,,,,,,,80
2-Dec,85,58,62,63,68,53,113,68,50,64,59,41,69,58,,88,,,,,,,,,,,,,,,,,,,,,,,,,67
3-Dec,44,40,45,42,38,37,33,33,40,42,47,33,38,41,,34,,,,,,,,,,,,,,,,,,,,,,,,,39
4-Dec,46,56,47,45,46,44,40,47,47,56,54,44,43,52,,34,,,,,,,,,,,,,,,,,,,,,,,,,47
5-Dec,66,80,72,75,73,67,62,60,73,88,93,62,68,78,,68,,,,,,,,,,,,,,,,,,,,,,,,,72
6-Dec,83,72,75,71,79,62,75,80,66,79,81,60,70,81,,95,,,,,,,,,,,,,,,,,,,,,,,,,75
7-Dec,113,113,108,102,120,103,129,134,100,121,85,42,116,123,,133,,,,,,,,,,,,,,,,,,,,,,,,,109
8-Dec,140,158,132,155,153,134,141,159,86,183,218,4,166,161,,150,,,,,,,,,,,,,,,,,,,,,,,,,143
9-Dec,124,57,78,78,93,62,163,103,29,80,39,13,101,62,,109,,,,,,,,,,,,,,,,,,,,,,,,,79
10-Dec,88,42,67,58,77,38,85,91,26,51,30,11,86,49,,69,,,,,,,,,,,,,,,,,,,,,,,,,58
11-Dec,124,54,76,63,72,53,,76,38,75,43,27,98,56,,138,,,,,,,,,,,,,,,,,,,,,,,,,71
12-Dec,82,107,91,108,107,92,96,86,105,125,126,30,104,105,,71,,,,,,,,,,,,,,,,,,,,,,,,,96
13-Dec,90,112,101,113,114,97,104,100,111,126,143,39,103,126,,76,,,,,,,,,,,,,,,,,,,,,,,,,104
14-Dec,76,78,70,76,72,63,76,76,77,80,88,77,69,82,,53,,,,,,,,,,,,,,,,,,,,,,,,,74
15-Dec,78,93,89,92,93,82,84,83,85,99,108,70,88,97,,53,,,,,,,,,,,,,,,,,,,,,,,,,86
16-Dec,107,129,136,143,131,131,137,138,99,155,134,17,127,160,,102,,,,,,,,,,,,,,,,,,,,,,,,,123
17-Dec,160,191,200,204,229,196,207,200,69,258,121,19,220,252,,108,,,,,,,,,,,,,,,,,,,,,,,,,176
18-Dec,207,171,195,199,233,162,207,232,80,215,109,43,232,190,,207,,,,,,,,,,,,,,,,,,,,,,,,,179
19-Dec,275,156,212,227,265,163,297,231,88,270,133,36,272,192,,321,,,,,,,,,,,,,,,,,,,,,,,,,209
20-Dec,208,72,100,99,134,68,205,139,38,114,56,26,99,82,,205,,,,,,,,,,,,,,,,,,,,,,,,,110
21-Dec,127,100,105,120,112,88,138,121,76,124,118,51,,134,,128,,,,,,,,,,,,,,,,,,,,,,,,,110
22-Dec,155,157,188,210,215,164,,181,102,238,149,64,229,208,,172,,,,,,,,,,,,,,,,,,,,,,,,,174
23-Dec,139,117,165,190,194,125,,152,50,187,87,11,,147,,175,,,,,,,,,,,,,,,,,,,,,,,,,134
24-Dec,328,106,261,204,280,148,530,288,35,260,78,6,272,184,,362,,,,,,,,,,,,,,,,,,,,,,,,,223
25-Dec,178,69,123,,148,84,219,143,24,127,46,7,149,83,,181,,,,,,,,,,,,,,,,,,,,,,,,,113
26-Dec,114,58,78,127,80,61,99,82,27,78,45,12,80,67,,115,,,,,,,,,,,,,,,,,,,,,,,,,75
27-Dec,58,42,48,48,46,41,105,47,16,48,26,11,49,12,,52,,,,,,,,,,,,,,,,,,,,,,,,,43
28-Dec,101,62,79,81,61,68,136,104,33,88,40,7,120,111,,103,,,,,,,,,,,,,,,,,,,,,,,,,80
29-Dec,105,99,97,125,,91,130,100,50,128,81,22,105,98,,129,,,,,,,,,,,,,,,,,,,,,,,,,97
30-Dec,108,95,108,,145,86,121,97,52,115,95,29,103,106,,117,,,,,,,,,,,,,,,,,,,,,,,,,98
31-Dec,111,127,137,,146,125,129,123,100,154,157,38,128,152,,84,,,,,,,,,,,,,,,,,,,,,,,,,122
1-Jan,88,130,116,,128,118,101,110,136,149,180,30,129,142,,84,,,,,,,,,,,,,,,,,,,,,,,,,117
2-Jan,79,103,98,,103,89,98,97,79,114,122,14,97,112,,69,,,,,,,,,,,,,,,,,,,,,,,,,91
3-Jan,87,124,121,,127,111,113,124,86,144,155,23,117,143,,72,,,,,,,,,,,,,,,,,,,,,,,,,110
4-Jan,113,143,156,,172,152,146,150,,178,188,27,141,180,,147,,,,,,,,,,,,,,,,,,,,,,,,,146
5-Jan,155,180,210,,224,215,196,214,,224,228,33,186,261,,175,,,,,,,,,,,,,,,,,,,,,,,,,192
6-Jan,213,189,228,,247,247,184,214,,268,205,41,233,273,,278,,,,,,,,,,,,,,,,,,,,,,,,,217
7-Jan,307,205,304,,330,292,239,270,51,380,184,20,338,340,,374,,,,,,,,,,,,,,,,,,,,,,,,,260
8-Jan,340,127,302,175,387,142,369,331,58,321,70,28,378,172,,332,,,,,,,,,,,,,,,,,,,,,,,,,235
9-Jan,136,87,113,90,107,104,201,128,49,101,67,29,127,115,,261,,,,,,,,,,,,,,,,,,,,,,,,,114
10-Jan,279,105,174,120,178,144,269,179,47,175,85,14,227,139,,338,,,,,,,,,,,,,,,,,,,,,,,,,165
11-Jan,71,45,62,65,65,53,108,75,27,70,34,24,93,38,,147,,,,,,,,,,,,,,,,,,,,,,,,,65
12-Jan,80,79,70,79,74,63,66,67,75,83,93,37,70,79,,81,,,,,,,,,,,,,,,,,,,,,,,,,73
13-Jan,85,114,102,126,124,107,97,99,91,131,134,36,111,128,,86,,,,,,,,,,,,,,,,,,,,,,,,,105
14-Jan,79,81,82,83,83,71,69,68,84,89,103,58,,100,,58,,,,,,,,,,,,,,,,,,,,,,,,,79
15-Jan,82,73,73,80,79,67,76,68,55,90,63,43,,80,,64,,,,,,,,,,,,,,,,,,,,,,,,,71
16-Jan,89,116,102,108,110,85,83,90,117,134,134,88,,141,,80,,,,,,,,,,,,,,,,,,,,,,,,,105
17-Jan,108,136,140,134,146,133,115,129,135,150,195,48,,169,,85,,,,,,,,,,,,,,,,,,,,,,,,,130
18-Jan,141,197,189,196,215,186,160,175,108,235,248,48,,234,,114,,,,,,,,,,,,,,,,,,,,,,,,,175
19-Jan,193,136,225,242,284,134,261,264,58,242,90,18,,178,,188,,,,,,,,,,,,,,,,,,,,,,,,,179
20-Jan,318,186,250,283,323,214,365,283,122,315,,20,,228,,321,,,,,,,,,,,,,,,,,,,,,,,,,248
21-Jan,271,199,201,233,244,213,190,173,92,317,,38,,216,,369,,,,,,,,,,,,,,,,,,,,,,,,,212
22-Jan,141,147,156,158,176,153,136,147,91,228,,49,,157,,196,27,,,,,,,,,,,,,,,,,,,,,,,,140
23-Jan,65,87,75,89,80,80,,72,89,93,,64,,99,,53,,,,,,,,,,,,,,,,,,,,,,,,,79
24-Jan,71,80,80,85,91,89,,69,93,96,,56,,95,,53,,,,,,,,,,,,,,,,,,,,,,,,,80
25-Jan,92,98,98,133,114,110,,96,113,133,,66,,118,,90,100,,,,,,,,,,,,,,,,,,,,,,,,105
26-Jan,79,86,82,138,100,106,,74,80,111,,106,,96,,69,101,,,,,,,,,,,,,,,,,,,,,,,,94
27-Jan,82,81,94,129,98,108,,75,,101,,116,,104,,69,96,,,,,,,,,,,,,,,,,,,,,,,,96
28-Jan,110,96,106,175,126,128,,113,,132,,71,,123,,96,102,,,,,,,,,,,,,,,,,,,,,,,,115
29-Jan,179,176,213,208,250,248,,225,,249,,82,,270,,176,212,,,,,,,,,,,,,,,,,,,,,,,,207
30-Jan,136,103,142,174,168,110,,166,,157,,39,,133,,118,88,,,,,,,,,,,,,,,,,,,,,,,,128
31-Jan,167,134,205,205,225,159,,195,,249,,41,,222,,175,81,,,,,,,,,,,,,,,,,,,,,,,,171
1-Feb,300,161,280,155,292,230,,267,99,279,,39,,228,,304,63,,,,,,,,,,,,,,,,,,,,,,,,207
2-Feb,277,122,175,151,210,143,,175,82,225,,49,,140,,305,90,,,,,,,,,,,,,,,,,,,,,,,,165
3-Feb,118,59,60,73,74,49,,74,49,67,,41,,67,,138,30,,,,,,,,,,,,,,,,,,,,,,,,69
4-Feb,98,110,110,145,129,88,,115,85,150,,58,,119,,165,84,,,,,,,,,,,,,,,,,,,,,,,,112
5-Feb,101,98,89,129,106,86,82,92,80,118,,53,,106,,128,82,,,,,,,,,,,,,,,,,,,,,,,,96
6-Feb,122,72,87,122,113,73,136,97,40,120,,30,,75,,168,30,,,,,,,,,,,,,,,,,,,,,,,,92
7-Feb,64,76,66,90,67,62,67,64,59,79,,49,,76,,60,57,,,,,,,,,,,,,,,,,,,,,,,,67
8-Feb,78,89,82,111,84,73,93,87,82,101,,72,,94,,78,78,,,,,,,,,,,,,,,,,,,,,,,,86
9-Feb,120,129,119,145,135,117,110,134,110,164,,67,,137,,142,113,,,,,,,,,,,,,,,,,,,,,,,,125
10-Feb,226,92,102,135,113,100,199,124,62,120,,14,,107,,154,,,,,,,,,,,,,,,,,,,,,,,,,119
11-Feb,262,95,161,151,185,90,312,175,,151,,40,,92,,279,,,,,,,,,,,,,,,,,,,,,,,,,166
12-Feb,290,105,226,167,297,102,310,240,69,233,,40,,102,,356,,,,,,,,,,,,,,,,,,,,,,,,,195
13-Feb,293,107,210,158,239,128,319,264,58,214,,28,,148,,310,57,,,,,,,,,,,,,,,,,,,,,,,,181
14-Feb,152,85,122,100,143,87,160,135,47,115,,27,,103,,163,149,,,,,,,,,,,,,,,,,,,,,,,,113
15-Feb,85,85,80,96,89,69,94,75,68,104,,65,,82,,95,74,,,,,,,,,,,,,,,,,,,,,,,,83
16-Feb,74,79,78,81,73,71,89,77,72,92,,56,,89,,76,68,,,,,,,,,,,,,,,,,,,,,,,,77
17-Feb,105,122,112,129,130,101,104,100,101,140,,53,,130,,86,104,,,,,,,,,,,,,,,,,,,,,,,,108
18-Feb,75,74,67,88,72,62,74,66,69,83,,49,,84,,62,70,,,,,,,,,,,,,,,,,,,,,,,,71
19-Feb,71,73,72,83,73,70,82,85,63,183,,44,,73,,75,54,,,,,,,,,,,,,,,,,,,,,,,,79
20-Feb,101,100,100,86,109,115,107,100,70,157,,46,,114,,168,105,,,,,,,,,,,,,,,,,,,,,,,,106
21-Feb,76,62,57,64,66,50,101,71,45,73,,31,,57,,105,51,,,,,,,,,,,,,,,,,,,,,,,,65
22-Feb,99,87,94,83,102,78,76,93,80,98,,69,,98,,85,77,,,,,,,,,,,,,,,,,,,,,,,,87
23-Feb,191,132,120,130,140,132,110,117,74,168,,29,,153,,116,90,,,,,,,,,,,,,,,,,,,,,,,,122
24-Feb,93,79,83,71,78,85,114,77,54,93,,27,,94,,105,61,,,,,,,,,,,,,,,,,,,,,,,,80
25-Feb,83,109,101,106,104,94,83,89,93,121,,46,,122,,67,100,,,,,,,,,,,,,,,,,,,,,,,,94
26-Feb,,142,129,129,142,128,98,131,75,169,121,66,,169,,84,88,,,,,,,,,,,,,,,,,,,,,,,,119
27-Feb,,55,51,47,52,49,96,51,38,57,44,27,,56,,75,40,,,,,,,,,,,,,,,,,,,,,,,,53
28-Feb,,31,40,32,44,27,120,68,22,34,15,13,,27,,110,17,,,,,,,,,,,,,,,,,,,,,,,,43
1-Mar,,88,94,93,99,83,83,79,57,123,60,45,,98,,84,61,,,,,,,,,,,,,,,,,,,,,,,,82
2-Mar,,54,52,61,58,45,68,58,45,62,45,27,,55,,47,43,,,,,,,,,,,,,,,,,,,,,,,,51
3-Mar,,59,64,58,64,55,102,71,47,68,63,28,,74,,69,50,,,,,,,,,,,,,,,,,,,,,,,,62
4-Mar,,49,65,60,72,49,136,89,18,71,33,18,45,63,,115,29,,,,,,,,,,,,,,,,,,,,,,,,61
5-Mar,,37,39,31,40,33,90,61,,37,22,18,53,30,,96,23,,,,,,,,,,,,,,,,,,,,,,,,43
6-Mar,,30,41,25,39,28,86,63,,34,15,13,69,31,,120,18,,,,,,,,,,,,,,,,,,,,,,,,44
7-Mar,,37,37,31,40,33,,44,,39,24,16,47,42,,41,26,,,,,,,,,,,,,,,,,,,,,,,,35
8-Mar,,45,70,38,93,47,,104,,55,37,26,110,55,,71,31,,,,,,,,,,,,,,,,,,,,,,,,60
9-Mar,,48,45,39,44,44,,44,,53,42,18,,49,,74,31,,,,,,,,,,,,,,,,,,,,,,,,44
10-Mar,,39,15,36,44,42,,62,24,40,32,17,,52,,101,29,,,,,,,,,,,,,,,,,,,,,,,,41
11-Mar,10,35,46,37,41,31,,59,28,41,28,27,,40,,103,37,20,,,,,,,,,,,,,,,,,,,,,,,39
12-Mar,,34,34,29,33,26,,33,27,31,30,21,,37,,27,29,35,,,,,,,,,,,,,,,,,,,,,,,30
13-Mar,,39,39,28,36,33,,43,30,36,35,24,,44,,33,33,41,,,,,,,,,,,,,,,,,,,,,,,35
14-Mar,,31,24,24,26,22,,22,24,25,25,19,,24,,25,25,20,,,,,,,,,,,,,,,,,,,,,,,24
15-Mar,78,34,29,27,31,27,,24,31,31,28,40,30,32,,27,27,31,,,,,,,,,,,,,,,,,,,,,,,33
16-Mar,37,32,29,35,31,22,,24,23,35,21,19,38,29,,26,23,22,,,,,,,,,,,,,,,,,,,,,,,28
17-Mar,78,47,50,51,48,39,,52,36,51,40,25,54,62,,36,38,43,,,,,,,,,,,,,,,,,,,,,,,47
18-Mar,119,48,71,47,68,55,,78,40,81,40,30,84,66,,50,37,51,10,,,,,,,,,,,,,,,,,,,,,,57
19-Mar,198,64,75,59,79,69,,76,50,83,57,34,94,73,,134,52,53,178,,,,,,,,,,,,,,,,,,,,,,84
20-Mar,154,57,70,56,76,53,,83,50,70,60,45,85,66,,115,43,56,120,,,,,,,,,,,,,,,,,,,,,,74
21-Mar,157,52,61,53,55,49,,70,41,63,43,35,67,60,,171,,48,150,,,,,,,,,,,,,,,,,,,,,,74
22-Mar,148,41,39,37,39,34,,61,43,40,30,37,50,41,,207,39,51,161,,,,,,,,,,,,,,,,,,,,,,65
23-Mar,44,29,29,21,25,24,,33,22,25,23,27,30,30,,44,22,23,43,,,,,,,,,,,,,,,,,,,,,,29
24-Mar,55,28,33,26,33,24,,37,15,31,17,9,36,31,,48,17,32,53,,,,,,,,,,,,,,,,,,,,,,31
25-Mar,85,46,74,59,74,58,,75,32,70,37,17,78,71,,33,44,92,42,,,,,,,,,,,,,,,,,,,,,,58
26-Mar,108,29,38,28,42,29,,38,19,37,21,12,46,39,,34,18,35,38,,,,,,,,,,,,,,,,,,,,,,36
27-Mar,47,24,24,16,24,22,,30,18,21,16,14,28,25,,29,16,19,30,,,,,,,,,,,,,,,,,,,,,,24
28-Mar,72,26,28,21,28,23,,37,18,26,20,19,32,38,,58,15,17,51,,,,,,,,,,,,,,,,,,,,,,31
29-Mar,87,23,23,19,23,19,,41,14,21,13,23,42,23,,66,12,13,66,,,,,,,,,,,,,,,,,,,,,,31
30-Mar,50,24,27,18,24,24,,29,14,25,15,20,32,24,,17,15,28,25,,,,,,,,,,,,,,,,,,,,,,24
31-Mar,73,31,42,34,48,30,,44,18,42,21,22,51,36,,75,23,36,58,6,,,,,,,,,,,,,,,,,,,,,38
1-Apr,38,48,31,34,32,31,,20,36,250,29,42,38,37,,20,36,25,18,,,,,,,,,,,,,,,,,,,,,,45
2-Apr,47,53,43,41,42,41,102,39,42,,43,48,46,52,,29,45,41,26,,,,,,,,,,,,,,,,,,,,,,46
3-Apr,50,50,44,38,42,41,63,46,43,,40,51,47,51,,46,43,40,49,,,,,,,,,,,,,,,,,,,,,,46
4-Apr,81,44,48,29,38,37,62,48,36,,35,36,47,44,,57,33,41,56,,,,,,,,,,,,,,,,,,,,,,45
5-Apr,105,55,57,48,54,53,87,64,49,,45,41,63,53,,88,47,38,76,,,,,,,,,,,,,,,,,,,,,,60
6-Apr,99,52,50,47,49,47,88,53,48,,46,50,57,57,,82,46,51,90,,,,,,,,,,,,,,,,,,,,,,60
7-Apr,40,35,28,27,33,28,42,26,31,,30,38,31,30,,35,28,30,32,,,,,,,,,,,,,,,,,,,,,,32
8-Apr,44,27,22,19,25,18,30,25,16,,15,24,26,22,,19,17,54,24,39,,,,,,,,,,,,,,,,,,,,,26
9-Apr,60,28,30,20,29,23,52,41,22,,20,23,32,29,,54,19,17,45,71,,,,,,,,,,,,,,,,,,,,,34
10-Apr,34,25,19,18,20,16,29,22,14,,15,25,22,20,,25,14,16,29,33,,,,,,,,,,,,,,,,,,,,,22
11-Apr,26,23,14,15,15,14,20,14,6,,13,24,18,14,,19,11,13,20,17,,,,,,,,,,,,,,,,,,,,,16
12-Apr,63,35,31,25,33,30,49,39,39,,24,28,40,32,,35,,30,43,51,,,,,,,,,,,,,,,,,,,,,37
13-Apr,82,29,29,20,26,27,64,36,19,,22,17,35,30,,70,,25,69,77,,,,,,,,,,,,,,,,,,,,,40
14-Apr,76,29,27,24,26,25,,34,21,,,27,32,30,,76,,33,54,71,,,,,,,,,,,,,,,,,,,,,39
15-Apr,53,32,27,25,27,24,,32,29,,,31,30,29,,38,,29,50,55,,,,,,,,,,,,,,,,,,,,,34
16-Apr,41,27,26,24,25,20,,25,17,,20,20,29,27,,36,,18,35,49,,,,,,,,,,,,,,,,,,,,,27
17-Apr,41,27,22,17,23,23,,28,23,,31,29,25,25,,33,,34,53,59,,,,,,,,,,,,,,,,,,,,,31
18-Apr,23,20,12,12,14,12,,15,11,,7,22,17,11,,19,,12,,23,,,,,,,,,,,,,,,,,,,,,15
19-Apr,35,28,26,19,27,18,,31,13,,15,21,29,24,,31,,13,,43,,,,,,,,,,,,,,,,,,,,,25
20-Apr,59,39,31,28,38,29,,37,34,,30,39,34,36,,50,,48,36,54,,,,,,,,,,,,,,,,,,,,,39
21-Apr,67,39,36,28,63,33,,41,32,,30,35,40,38,,47,34,35,43,50,,,,,,,,,,,,,,,,,,,,,41
22-Apr,82,25,23,20,28,21,71,40,20,,13,20,29,23,,98,28,26,67,96,,,,,,,,,,,,,,,,,,,,,41
23-Apr,45,22,20,17,21,16,54,25,14,,14,19,26,21,,40,16,18,55,90,,,,,,,,,,,,,,,,,,,,,30
24-Apr,48,26,26,20,27,24,39,30,20,,22,20,30,27,,30,27,20,43,42,,,,,,,,,,,,,,,,,,,,,29
25-Apr,,24,18,20,20,17,11,17,15,,14,25,21,18,,18,15,12,20,19,,,,,,,,,,,,,,,,,,,,,18
26-Apr,44,26,23,22,25,22,,17,16,,14,23,26,,,17,19,18,21,21,,,,,,,,,,,,,,,,,,,,,22
27-Apr,36,32,32,25,32,27,44,31,27,,28,30,28,,,18,24,32,26,31,,,,,,,,,,,,,,,,,,,,,30
28-Apr,45,20,18,17,24,17,59,21,21,,10,20,24,,,34,13,20,31,51,,,,,,,,,,,,,,,,,,,,,26
29-Apr,52,18,15,14,14,13,72,23,32,,10,19,18,,,41,12,14,40,70,3,,,,,,,,,,,,,,,,,,,,27
30-Apr,43,19,16,14,20,14,54,22,13,,11,14,19,19,,33,15,8,49,68,8,,,,,,,,,,,,,,,,,,,,24
1-May,34,16,15,13,12,11,28,13,8,,8,19,15,12,,24,16,11,25,23,10,,,,,,,,,,,,,,,,,,,,16
2-May,21,13,8,6,7,7,37,11,6,,6,17,10,8,,11,1,3,19,26,,,,,,,,,,,,,,,,,,,,,12
3-May,23,21,17,,16,16,18,13,14,,16,14,18,17,,14,,13,18,16,,,,,,,,,,,,,,,,,,,,,17
4-May,32,27,21,16,19,21,31,20,20,,21,27,22,24,,20,15,16,28,27,,,,,,,,,,,,,,,,,,,,,23
5-May,30,22,15,14,19,15,31,19,14,,12,25,20,18,,23,15,14,30,33,,,,,,,,,,,,,,,,,,,,,21
6-May,25,21,14,12,13,12,40,14,13,,9,20,14,14,,17,12,28,21,19,,,,,,,,,,,,,,,,,,,,,18
7-May,42,24,18,15,16,16,55,23,18,,19,18,19,20,,26,12,25,31,44,,,,,,,,,,,,,,,,,,,,,25
8-May,59,28,32,22,23,25,78,34,27,,12,21,30,28,,40,19,25,45,84,,,,,,,,,,,,,,,,,,,,,35
9-May,32,19,13,11,13,12,50,16,10,,10,13,16,14,,28,5,9,39,52,,,,,,,,,,,,,,,,,,,,,20
10-May,36,17,17,12,17,15,41,22,14,0,3,6,17,14,0,22,9,12,27,35,,,,,,,,,,,,,,,,,,,,,17
11-May,46,18,17,14,20,16,43,24,7,,,,22,16,,21,9,16,31,39,11,,,,,,,,,,,,,,,,,,,,22
12-May,22,16,12,15,13,11,28,13,,,,,14,15,,38,11,14,16,15,10,,,,,,,,,,,,,,,,,,,,16
13-May,23,19,11,9,16,11,34,16,17,,11,17,13,7,,21,8,8,28,23,10,4,,,,,,,,,,,,,,,,,,,15
14-May,31,31,25,25,26,25,24,26,30,,25,36,27,29,,23,25,19,26,28,25,,,,,,,,,,,,,,,,,,,,27
15-May,33,29,24,23,25,23,28,23,19,,21,23,26,27,,20,19,16,23,28,22,,,,,,,,,,,,,,,,,,,,24
16-May,34,22,14,14,16,15,37,19,13,,13,21,18,16,,22,11,17,40,39,13,,,,,,,,,,,,,,,,,,,,21
17-May,24,19,10,7,12,10,27,12,10,,8,16,13,12,,19,9,6,,26,11,,,,,,,,,,,,,,,,,,,,14
18-May,19,15,8,6,10,8,17,8,7,,5,15,11,8,,13,6,5,20,19,8,,,,,,,,,,,,,,,,,,,,11
19-May,27,23,17,16,20,16,34,17,16,,13,23,19,17,,25,11,24,50,32,14,,,,,,,,,,,,,,,,,,,,22
20-May,35,25,23,17,21,20,48,24,21,,16,24,21,22,,20,18,16,30,31,16,,,,,,,,,,,,,,,,,,,,24
21-May,40,27,21,17,22,21,36,24,19,,18,23,26,22,,32,19,13,40,45,20,,,,,,,,,,,,,,,,,,,,26
22-May,25,15,8,7,10,8,28,11,8,,6,12,14,11,,20,,6,27,29,10,,,,,,,,,,,,,,,,,,,,14
23-May,15,14,6,9,8,6,12,7,16,,5,15,12,8,,10,7,4,15,12,7,,,,,,,,,,,,,,,,,,,,10
24-May,20,17,10,12,9,8,17,11,12,,6,15,12,11,,12,8,8,13,14,10,,,,,,,,,,,,,,,,,,,,12
25-May,40,21,20,12,18,18,38,24,15,,14,17,19,18,,26,12,13,35,43,12,,,,,,,,,,,,,,,,,,,,22
26-May,50,27,27,,40,26,57,31,21,,20,25,27,26,,33,19,22,43,58,19,,,,,,,,,,,,,,,,,,,,32
27-May,30,15,13,,15,11,35,13,13,,8,13,15,14,,17,6,6,26,26,10,,,,,,,,,,,,,,,,,,,,16
28-May,15,16,8,11,9,8,11,7,6,,6,18,10,10,,7,,7,12,12,7,,,,,,,,,,,,,,,,,,,,10
29-May,31,20,17,9,14,15,28,22,13,,13,17,14,17,,15,,12,23,30,9,,,,,,,,,,,,,,,,,,,,18
30-May,15,13,8,,6,6,18,9,10,,5,12,10,7,,14,4,6,20,18,6,,,,,,,,,,,,,,,,,,,,10
31-May,20,16,12,,8,9,13,12,7,,7,12,11,11,,7,5,8,13,11,9,,,,,,,,,,,,,,,,,,,,11
1-Jun,45,24,22,,28,22,41,27,15,,11,16,24,18,,25,10,17,31,41,13,,,,,,,,,,,,,,,,,,,,24
2-Jun,38,15,13,,28,10,32,15,8,,6,11,14,10,,27,6,9,41,34,8,,,,,,,,,,,,,,,,,,,,18
3-Jun,31,28,26,57,50,25,29,22,23,47,21,24,23,29,,26,,21,36,27,22,12,,,,,,,,,,,,,,,,,,,29
4-Jun,48,41,43,31,41,41,53,44,31,48,32,33,37,46,,41,,28,44,54,31,,,,,,,,,,,,,,,,,,,,40
5-Jun,31,20,15,15,14,12,36,20,18,19,10,18,16,15,,22,,13,32,33,12,46,,,,,,,,,,,,,,,,,,,21
6-Jun,29,18,16,12,15,13,35,18,12,19,11,14,15,14,,21,,7,28,60,10,21,,,,,,,,,,,,,,,,,,,19
7-Jun,25,15,10,10,13,9,24,13,7,18,4,11,14,11,,21,,6,29,,8,15,,,,,,,,,,,,,,,,,,,14
8-Jun,44,30,28,21,23,28,30,23,27,32,29,30,22,33,,20,,24,27,,22,28,,,,,,,,,,,,,,,,,,,27
9-Jun,38,21,16,16,19,14,34,19,12,26,11,17,18,17,,28,,12,97,,14,24,,,,,,,,,,,,,,,,,,,24
10-Jun,43,20,17,14,19,13,47,22,14,22,10,14,18,16,,34,,24,543,,12,29,,,,,,,,,,,,,,,,,,,49
11-Jun,24,15,10,10,14,10,29,14,7,19,6,11,14,11,,19,,8,18,25,10,17,,,,,,,,,,,,,,,,,,,15
12-Jun,27,13,8,8,9,6,24,14,6,17,5,10,13,8,,16,6,16,26,27,6,16,,,,,,,,,,,,,,,,,,,13
13-Jun,23,16,10,11,10,9,23,11,9,17,7,12,12,10,,14,8,6,19,21,9,11,,,,,,,,,,,,,,,,,,,13
14-Jun,20,19,11,10,11,11,19,12,12,19,5,16,12,12,,12,10,36,22,17,10,12,,,,,,,,,,,,,,,,,,,15
15-Jun,19,20,11,11,12,12,19,13,12,17,14,18,14,13,,15,10,26,21,15,11,12,,,,,,,,,,,,,,,,,,,15
16-Jun,32,20,17,12,14,13,37,20,21,16,9,14,16,13,,28,12,14,74,26,10,26,,,,,,,,,,,,,,,,,,,21
17-Jun,70,24,24,20,22,21,59,30,28,22,12,19,24,29,,25,19,16,36,52,18,34,,,,,,,,,,,,,,,,,,,29
18-Jun,30,14,9,9,11,7,33,12,25,13,5,9,14,8,,24,24,6,34,35,8,14,,,,,,,,,,,,,,,,,,,16
19-Jun,28,17,12,11,13,12,23,14,27,15,7,16,15,10,,19,11,8,30,20,10,19,,,,,,,,,,,,,,,,,,,16
20-Jun,22,17,9,8,9,8,31,13,15,12,6,12,11,9,,18,5,12,28,23,8,15,,,,,,,,,,,,,,,,,,,14
21-Jun,21,16,9,8,10,8,18,11,7,11,5,12,9,8,,14,6,6,25,17,8,17,,,,,,,,,,,,,,,,,,,12
22-Jun,26,16,8,9,23,8,20,11,7,12,5,11,11,9,,16,8,7,23,,7,18,,,,,,,,,,,,,,,,,,,13
23-Jun,26,17,11,12,13,11,24,14,12,15,8,11,13,12,,21,10,12,27,,9,19,,,,,,,,,,,,,,,,,,,15
