date,aqi
2019-07-15,29.25
2019-07-16,29.79
2019-07-17,27.14
2019-07-18,17.87
2019-07-19,13.6
2019-07-20,18.93
2019-07-21,17.06
2019-07-22,14.11
2019-07-23,49.04
2019-07-24,26.15
2019-07-25,16.15
2019-07-26,20.49
2019-07-27,51.19
2019-07-28,49.77
2019-07-29,38.08
2019-07-30,20.53
2019-07-31,17.33
2019-08-01,15.28
2019-08-02,13.58
2019-08-03,16.03
2019-08-04,16.71
2019-08-05,13.0
2019-08-06,16.94
2019-08-07,12.5
2019-08-08,18.01
2019-08-09,20.31
2019-08-10,12.46
2019-08-11,17.99
2019-08-12,21.97
2019-08-13,16.81
2019-08-14,13.74
2019-08-15,6.49
2019-08-16,15.62
2019-08-17,14.79
2019-08-18,7.53
2019-08-19,11.12
2019-08-20,7.82
2019-08-21,12.9
2019-08-22,9.77
2019-08-23,15.87
2019-08-24,13.97
2019-08-25,13.18
2019-08-26,16.1
2019-08-27,14.44
2019-08-28,14.61
2019-08-29,16.64
2019-08-30,10.97
2019-08-31,9.13
2019-09-01,6.33
2019-09-02,9.27
2019-09-03,10.35
2019-09-04,7.83
2019-09-05,8.37
2019-09-06,7.43
2019-09-07,17.03
2019-09-08,20.43
2019-09-09,21.41
2019-09-10,3.04
2019-09-11,7.28
2019-09-12,12.48
2019-09-13,13.62
2019-09-14,13.64
2019-09-15,12.0
2019-09-16,11.29
2019-09-17,10.58
2019-09-18,12.96
2019-09-19,9.19
2019-09-20,15.83
2019-09-21,11.26
2019-09-22,12.81
2019-09-23,14.36
2019-09-24,15.9
2019-09-25,17.45
2019-09-26,19.0
2019-09-27,24.13
2019-09-28,19.77
2019-09-29,27.46
2019-09-30,30.89
2019-10-01,36.59
2019-10-02,23.99
2019-10-03,30.57
2019-10-04,35.15
2019-10-05,28.03
2019-10-06,39.23
2019-10-07,26.02
2019-10-08,21.38
2019-10-09,13.47
2019-10-10,13.38
2019-10-11,12.88
2019-10-12,25.75
2019-10-13,26.67
2019-10-14,19.39
2019-10-15,13.69
2019-10-16,21.73
2019-10-17,11.94
2019-10-18,25.58
2019-10-19,36.36
2019-10-20,19.98
2019-10-21,22.98
2019-10-22,37.36
2019-10-23,42.76
2019-10-24,23.6
2019-10-25,30.74
2019-10-26,37.61
2019-10-27,49.57
2019-10-28,24.41
2019-10-29,36.43
2019-10-30,51.69
2019-10-31,31.03
2019-11-01,38.87
2019-11-02,54.45
2019-11-03,60.94
2019-11-04,22.56
2019-11-05,17.71
2019-11-06,44.06
2019-11-07,45.65
2019-11-08,77.54
2019-11-09,57.2
2019-11-10,29.57
2019-11-11,27.44
2019-11-12,51.18
2019-11-13,47.14
2019-11-14,39.66
2019-11-15,35.6
2019-11-16,62.12
2019-11-17,93.48
2019-11-18,44.05
2019-11-19,45.46
2019-11-20,47.94
2019-11-21,44.77
2019-11-22,55.63
2019-11-23,76.84
2019-11-24,98.04
2019-11-25,59.22
2019-11-26,56.33
2019-11-27,68.86
2019-11-28,70.27
2019-11-29,67.49
2019-11-30,83.22
2019-12-01,113.52
2019-12-02,49.39
2019-12-03,87.42
2019-12-04,66.01
2019-12-05,33.06
2019-12-06,28.51
2019-12-07,66.88
2019-12-08,116.77
2019-12-09,118.46
2019-12-10,104.32
2019-12-11,88.2
2019-12-12,79.69
2019-12-13,60.28
2019-12-14,56.75
2019-12-15,54.22
2019-12-16,73.34
2019-12-17,80.05
2019-12-18,85.0
2019-12-19,61.83
2019-12-20,44.01
2019-12-21,52.62
2019-12-22,14.56
2019-12-23,49.39
2019-12-24,88.96
2019-12-25,122.5
2019-12-26,116.18
2019-12-27,79.53
2019-12-28,56.11
2019-12-29,78.56
2019-12-30,79.08
2019-12-31,75.2
2020-01-01,112.37
2020-01-02,79.27
2020-01-03,45.98
2020-01-04,142.83
2020-01-05,125.18
2020-01-06,131.66
2020-01-07,80.3
2020-01-08,92.88
2020-01-09,70.62
2020-01-10,99.2
2020-01-11,173.72
2020-01-12,128.19
2020-01-13,63.5
2020-01-14,61.8
2020-01-15,103.45
2020-01-16,42.37
2020-01-17,91.01
2020-01-18,107.23
2020-01-19,83.83
2020-01-20,33.17
2020-01-21,112.62
2020-01-22,121.4
2020-01-23,135.95
2020-01-24,57.99
2020-01-25,66.46
2020-01-26,60.02
2020-01-27,102.22
2020-01-28,27.44
2020-01-29,62.32
2020-01-30,98.46
2020-01-31,100.0
2020-02-01,121.76
2020-02-02,114.39
2020-02-03,97.71
2020-02-04,40.65
2020-02-05,56.33
2020-02-06,50.19
2020-02-07,95.63
2020-02-08,52.32
2020-02-09,48.75
2020-02-10,38.26
2020-02-11,36.65
2020-02-12,80.54
2020-02-13,34.38
2020-02-14,52.06
2020-02-15,59.1
2020-02-16,26.01
2020-02-17,41.13
2020-02-18,52.3
2020-02-19,43.26
2020-02-20,71.99
2020-02-21,80.71
2020-02-22,29.77
2020-02-23,42.31
2020-02-24,63.64
2020-02-25,40.38
2020-02-26,36.55
2020-02-27,29.19
2020-02-28,29.1
2020-02-29,37.02
2020-03-01,65.22
2020-03-02,21.28
2020-03-03,27.27
2020-03-04,45.77
2020-03-05,47.72
2020-03-06,24.26
2020-03-07,25.84
2020-03-08,50.45
2020-03-09,54.58
2020-03-10,31.3
2020-03-11,22.51
2020-03-12,46.86
2020-03-13,40.75
2020-03-14,38.1
2020-03-15,46.96
2020-03-16,28.94
2020-03-17,13.33
2020-03-18,31.46
2020-03-19,49.6
2020-03-20,67.73
2020-03-21,35.47
2020-03-22,17.16
2020-03-23,32.01
2020-03-24,18.99
2020-03-25,34.23
2020-03-26,38.03
2020-03-27,47.15
2020-03-28,33.85
2020-03-29,23.38
2020-03-30,31.34
2020-03-31,33.65
2020-04-01,30.17
2020-04-02,29.13
2020-04-03,28.09
2020-04-04,27.05
2020-04-05,26.01
2020-04-06,24.97
2020-04-07,23.93
2020-04-08,27.4
2020-04-09,12.56
2020-04-10,22.49
2020-04-11,46.65
2020-04-12,21.69
2020-04-13,21.0
2020-04-14,21.45
2020-04-15,7.9
2020-04-16,9.14
2020-04-17,10.38
2020-04-18,11.63
2020-04-19,12.87
2020-04-20,14.12
2020-04-21,15.36
2020-04-22,16.61
2020-04-23,17.85
2020-04-24,19.1
2020-04-25,20.34
2020-04-26,24.85
2020-04-27,25.08
2020-04-28,12.65
2020-04-29,10.45
2020-04-30,6.22
2020-05-01,7.46
2020-05-02,19.87
2020-05-03,9.05
2020-05-04,5.61
2020-05-05,10.01
2020-05-06,10.19
2020-05-07,13.17
2020-05-08,5.8
2020-05-09,6.68
2020-05-10,13.71
2020-05-11,7.15
2020-05-12,9.32
2020-05-13,7.74
2020-05-14,7.56
2020-05-15,7.38
2020-05-16,7.2
2020-05-17,7.01
2020-05-18,6.83
2020-05-19,6.65
2020-05-20,10.06
2020-05-21,13.04
2020-05-22,7.88
2020-05-23,7.69
2020-05-24,7.48
2020-05-25,7.44
2020-05-26,13.22
2020-05-27,7.85
2020-05-28,7.83
2020-05-29,5.4
2020-05-30,4.93
2020-05-31,5.87
2020-06-01,10.48
2020-06-02,5.06
2020-06-03,6.06
2020-06-04,7.81
2020-06-05,18.24
2020-06-06,9.13
2020-06-07,8.03
2020-06-08,11.69
2020-06-09,7.57
2020-06-10,6.44
2020-06-11,8.28
2020-06-12,10.09
2020-06-13,10.21
2020-06-14,9.95
2020-06-15,9.61
2020-06-16,8.04
2020-06-17,6.68
2020-06-18,6.6
2020-06-19,6.52
2020-06-20,6.45
2020-06-21,6.37
2020-06-22,6.29
2020-06-23,6.22
2020-06-24,6.14
2020-06-25,7.4
2020-06-26,5.98
2020-06-27,5.9
2020-06-28,5.83
2020-06-29,5.75
2020-06-30,5.67
2020-07-01,5.6
2020-07-02,5.52
2020-07-03,5.44
2020-07-04,7.62
2020-07-05,11.56
2020-07-06,8.11
2020-07-07,5.99
2020-07-08,10.76
2020-07-09,10.93
2020-07-10,12.01
2020-07-11,13.09
2020-07-12,14.17
2020-07-13,15.25
2020-07-14,4.93
2020-07-15,9.42
2020-07-16,10.32
2020-07-17,6.22
2020-07-18,7.6
2020-07-19,7.01
2020-07-20,8.48
2020-07-21,8.13
2020-07-22,7.7
2020-07-23,11.41
2020-07-24,11.56
2020-07-25,8.64
2020-07-26,11.49
2020-07-27,8.26
2020-07-28,6.25
2020-07-29,4.97
2020-07-30,7.0
2020-07-31,12.78
2020-08-01,11.91
2020-08-02,11.23
2020-08-03,9.24
2020-08-04,9.57
2020-08-05,8.33
2020-08-06,10.47
2020-08-07,15.79
2020-08-08,18.59
2020-08-09,12.75
2020-08-10,7.42
2020-08-11,7.21
2020-08-12,9.91
2020-08-13,5.69
2020-08-14,8.59
2020-08-15,10.2
2020-08-16,13.55
2020-08-17,16.4
2020-08-18,9.83
2020-08-19,6.48
2020-08-20,13.76
2020-08-21,6.68
2020-08-22,10.66
2020-08-23,11.89
2020-08-24,23.19
2020-08-25,11.82
2020-08-26,13.35
2020-08-27,12.17
2020-08-28,7.8
2020-08-29,11.08
2020-08-30,16.63
2020-08-31,18.02
2020-09-01,12.41
2020-09-02,9.2
2020-09-03,8.17
2020-09-04,5.91
2020-09-05,17.37
2020-09-06,10.81
2020-09-07,7.37
2020-09-08,16.14
2020-09-09,17.07
2020-09-10,18.76
2020-09-11,20.46
2020-09-12,16.82
2020-09-13,11.9
2020-09-14,20.52
2020-09-15,9.63
2020-09-16,15.23
2020-09-17,11.78
2020-09-18,7.79
2020-09-19,17.32
2020-09-20,21.44
2020-09-21,10.0
2020-09-22,10.79
2020-09-23,12.63
2020-09-24,11.88
2020-09-25,14.75
2020-09-26,12.19
2020-09-27,17.56
2020-09-28,12.61
2020-09-29,17.38
2020-09-30,19.68
2020-10-01,19.33
2020-10-02,32.76
2020-10-03,30.36
2020-10-04,27.96
2020-10-05,25.56
2020-10-06,23.16
2020-10-07,29.06
