iter	RMSE
184	8.221167965
185	8.193391124
186	8.179066684
187	8.127640387
188	8.117322253
189	8.081434067
190	8.032066276
191	7.997238606
192	7.987481846
193	7.967487073
194	7.935459387
195	7.886903858
196	7.859173121
197	7.809349594
198	7.788091081
199	7.760660183
200	7.699007776
201	7.656054025
202	7.615894285
203	7.577901387
204	7.544307499
205	7.527965847
206	7.493030713
207	7.473134501
208	7.446996841
209	7.436739194
210	7.43001664
211	7.421830061
212	7.401712683
213	7.370917734
214	7.337341015
215	7.30513592
216	7.282513468
217	7.246876923
218	7.21914798
219	7.205104533
220	7.199098602
221	7.192866516
222	7.165325073
223	7.145370675
224	7.11480614
225	7.080514432
226	7.070450112
227	7.041574527
228	7.0187428
229	6.996066015
230	6.981984435
231	6.976579212
232	6.938258459
233	6.916834876
234	6.878103573
235	6.847622803
236	6.836820168
237	6.824934048
238	6.798658451
239	6.786206309
240	6.770915733
241	6.76284213
242	6.732693313
243	6.726532531
244	6.718253985
245	6.715187716
246	6.672434685
247	6.643475569
248	6.626590123
249	6.600370563
250	6.566676022
251	6.513652186
252	6.501053689
253	6.471672099
254	6.44584724
255	6.439180073
256	6.422815545
257	6.388924933
258	6.383906977
259	6.345707956
260	6.340660268
261	6.331785338
262	6.318656598
263	6.297467559
264	6.26715681
265	6.261054828
266	6.241873259
267	6.237776523
268	6.223424339
269	6.215126983
270	6.193885967
271	6.158619543
272	6.134730534
273	6.117460175
274	6.110500552
275	6.099951514
276	6.094411616
277	6.047735382
278	6.03738183
279	6.018078553
280	5.995697343
281	5.963680678
282	5.944560159
283	5.922304775
284	5.902270117
285	5.894475628
286	5.881163602
287	5.862153945
288	5.846684332
289	5.812784532
290	5.77777995
291	5.756960077
292	5.751182836
293	5.724310787
294	5.714617853
295	5.699348112
296	5.690678529
297	5.666441863
298	5.661890797
299	5.658522899
300	5.652970956
301	5.650247816
302	5.643357117
303	5.609865125
304	5.581935117
305	5.560927279
306	5.533444485
307	5.521824415
308	5.510931539
309	5.508325188
310	5.503725528
311	5.464978993
312	5.456602063
313	5.452389122
314	5.443009904
315	5.4398244
316	5.405023579
317	5.391403522
318	5.363123859
319	5.330374394
320	5.323239005
321	5.317202269
322	5.283390737
323	5.257941642
324	5.23761339
325	5.23238661
326	5.228002493
327	5.215933598
328	5.204196495
329	5.17490591
330	5.151461121
331	5.140270456
332	5.136396625
333	5.124594899
334	5.114935318
335	5.100942494
336	5.090145774
337	5.08878933
338	5.074693321
339	5.070441804
340	5.044235264
341	5.030476756
342	5.021921171
343	5.010042506
344	5.000013686
345	4.997242897
346	4.980387556
347	4.962705052
348	4.948087989
349	4.921013004
350	4.909629088
351	4.900392131
352	4.897674766
353	4.886971241
354	4.884353009
355	4.874116915
356	4.846892002
357	4.817951588
358	4.812171403
359	4.799100223
360	4.796727121
361	4.79342898
362	4.788990755
363	4.787633917
364	4.785164573
365	4.783013259
366	4.769854288
367	4.746874875
368	4.733454053
369	4.732254358
370	4.703008012
371	4.693411504
372	4.690150539
373	4.662009014
374	4.650112384
375	4.647747427
376	4.643764895
377	4.618459004
378	4.60364727
379	4.603038081
380	4.594282984
381	4.581220631
382	4.558640447
383	4.546871946
384	4.544474518
385	4.541470378
386	4.52663456
387	4.521588987
388	4.516126235
389	4.48735614
390	4.467050975
391	4.464580207
392	4.447047889
393	4.436696951
394	4.424458937
395	4.409868239
396	4.393295917
397	4.389913809
398	4.38067229
399	4.370267205
400	4.363992177
401	4.360107925
402	4.341145778
403	4.313650395
404	4.310578453
405	4.301637569
406	4.296154019
407	4.277241863
408	4.269435065
409	4.259797088
410	4.254981113
411	4.225428942
412	4.222477926
413	4.206555073
414	4.204020739
415	4.199242161
416	4.193220244
417	4.191844724
418	4.17552694
419	4.151119729
420	4.138799743
421	4.136266078
422	4.131609472
423	4.126280927
424	4.105434459
425	4.090826554
426	4.081855175
427	4.070462921
428	4.060723003
429	4.048144749
430	4.032199495
431	4.020924568
432	4.00833605
433	4.003259165
434	3.991601968
435	3.98438113
436	3.971719624
437	3.964639551
438	3.95377374
439	3.932595022
440	3.918878988
441	3.908633678
442	3.898772266
443	3.893399825
444	3.878557138
445	3.876467284
446	3.861078793
447	3.856541546
448	3.841046293
449	3.838987897
450	3.835116682
451	3.826884642
452	3.818234413
453	3.80701803
454	3.793312425
455	3.782015026
456	3.775158429
457	3.770057786
458	3.76909469
459	3.760025124
460	3.754767279
461	3.751733914
462	3.749452885
463	3.729110346
464	3.717902028
465	3.706975694
466	3.687041559
467	3.680068962
468	3.675521389
469	3.673673254
470	3.66908681
471	3.66376602
472	3.655626413
473	3.65182047
474	3.644777368
475	3.626511171
476	3.624729255
477	3.616012289
478	3.612802592
479	3.598086279
480	3.589640174
481	3.580668593
482	3.569103448
483	3.553705449
484	3.537308559
485	3.515805392
486	3.513790742
487	3.510208173
488	3.500062326
489	3.494878171
490	3.491171553
491	3.474103092
492	3.460293024
493	3.45613295
494	3.454115099
495	3.448874064
496	3.447031508
497	3.437047535
498	3.433432392
499	3.425922999
500	3.423965966
501	3.415315432
502	3.410702892
503	3.40846516
504	3.405673155
505	3.393954956
506	3.386370974
507	3.383648263
508	3.38072474
509	3.377127443
510	3.372691077
511	3.367178691
512	3.352602423
513	3.345088035
514	3.32989613
515	3.313916102
516	3.300002126
517	3.294849628
518	3.285567879
519	3.267291161
520	3.263464744
521	3.260144927
522	3.255827988
523	3.241976084
524	3.236228236
525	3.234824695
526	3.218823923
527	3.208217937
528	3.199132367
529	3.197869676
530	3.18595333
531	3.171375732
532	3.167306362
533	3.15276485
534	3.142572918
535	3.136340403
536	3.121166184
537	3.10823837
538	3.10069509
539	3.089096309
540	3.074444043
541	3.07045794
542	3.064658901
543	3.056066395
544	3.048663215
545	3.041145621
546	3.037403597
547	3.034904476
548	3.030274757
549	3.025145152
550	3.019612822
551	3.016780434
552	3.012709209
553	3.00875812
554	2.995786191
555	2.985473551
556	2.981171765
557	2.975762814
558	2.962444483
559	2.959253335
560	2.956853146
561	2.948026477
562	2.942973259
563	2.940907621
564	2.925250161
565	2.919355292
566	2.918151365
567	2.9103127
568	2.907707892
569	2.90167175
570	2.890908458
571	2.885725983
572	2.878212204
573	2.868487072
574	2.858784654
575	2.839414039
576	2.827993827
577	2.825562316
578	2.824538403
579	2.816851299
580	2.807764234
581	2.80422355
582	2.798114164
583	2.796301914
584	2.790692591
585	2.78608797
586	2.779492143
587	2.775948619
588	2.772241034
589	2.762268801
590	2.756169587
591	2.747177832
592	2.741844914
593	2.734678072
594	2.733979904
595	2.731375841
596	2.721338468
597	2.71076047
598	2.70898437
599	2.707363068
600	2.706373971
601	2.7052292
602	2.696403828
603	2.69492732
604	2.685559431
605	2.679409147
606	2.669192541
607	2.66839793
608	2.666564165
609	2.662222428
610	2.652631853
611	2.643349684
612	2.63774601
613	2.6320184
614	2.630729454
615	2.625752598
616	2.622710395
617	2.622050498
618	2.61471421
619	2.605480034
620	2.600632814
621	2.596192598
622	2.594066378
623	2.587388982
624	2.581375674
625	2.569572566
626	2.567952513
627	2.566077479
628	2.560670173
629	2.558204869
630	2.548896097
631	2.547349074
632	2.542345695
633	2.538498574
634	2.527103919
635	2.511715254
636	2.510759656
637	2.499821239
638	2.499092463
639	2.491993773
640	2.491736711
641	2.488953895
642	2.484361209
643	2.479103276
644	2.473249455
645	2.466804742
646	2.462817097
647	2.458757146
648	2.446492585
649	2.44584206
650	2.443426058
651	2.437435133
652	2.432881788
653	2.430445213
654	2.425874436
655	2.422757713
656	2.419300872
657	2.412305398
658	2.402533919
659	2.394155969
660	2.391261126
661	2.382076211
662	2.374083826
663	2.36945656
664	2.366790846
665	2.359351419
666	2.35340842
667	2.345483903
668	2.344650033
669	2.344007725
670	2.335664329
671	2.329047532
672	2.328572782
673	2.323594087
674	2.312091851
675	2.304132338
676	2.291549602
677	2.283471553
678	2.277058654
679	2.273208599
680	2.269891274
681	2.269383053
682	2.261760981
683	2.252267881
684	2.249717099
685	2.243765109
686	2.242923758
687	2.235760817
688	2.235540296
689	2.227121325
690	2.223099327
691	2.220718327
692	2.214874185
693	2.20746072
694	2.20351382
695	2.202689057
696	2.193921263
697	2.19325464
698	2.189326917
699	2.187735027
700	2.17954296
701	2.175774917
702	2.17060274
703	2.169642248
704	2.165520562
705	2.162751894
706	2.155295165
707	2.151981151
708	2.147247435
709	2.140264576
710	2.135913503
711	2.12874161
712	2.11862882
713	2.114363265
714	2.108860121
715	2.10643543
716	2.105581256
717	2.101337548
718	2.100409775
719	2.096143229
720	2.094095969
721	2.087561996
722	2.084730655
723	2.076213251
724	2.075911325
725	2.064944838
726	2.057193573
727	2.050218221
728	2.043242329
729	2.039638407
730	2.033590785
731	2.026371644
732	2.018179072
733	2.013583738
734	2.008882159
735	2.006157203
736	2.005632573
737	2.003546763
738	1.996791897
739	1.996301418
740	1.995935622
741	1.989900035
742	1.988210434
743	1.980831783
744	1.977301219
745	1.97525182
746	1.971915788
747	1.968528734
748	1.957972018
749	1.948935158
750	1.945097895
751	1.938788325
752	1.929843334
753	1.92464788
754	1.913582814
755	1.91328093
756	1.909806603
757	1.906444231
758	1.905480413
759	1.896054551
760	1.895755204
761	1.890355732
762	1.888376161
763	1.878876738
764	1.874330107
765	1.869558592
766	1.868713638
767	1.861874487
768	1.860067601
769	1.855786885
770	1.850432787
771	1.8468819
772	1.842321975
773	1.841732416
774	1.836490187
775	1.827620286
776	1.826997022
777	1.82325014
778	1.82297372
779	1.820844397
780	1.816967293
781	1.813804082
782	1.813279617
783	1.813007183
784	1.809590929
785	1.806310422
786	1.802058483
787	1.798979706
788	1.798269336
789	1.790012176
790	1.788228477
791	1.78685429
792	1.786460201
793	1.777470973
794	1.77442447
795	1.771867869
796	1.769497838
797	1.762700151
798	1.76072251
799	1.754242491
800	1.752359136
801	1.751856055
802	1.751384833
803	1.74824567
804	1.741170688
805	1.739340375
806	1.738880818
807	1.731316129
808	1.724900487
809	1.721475764
810	1.716856645
811	1.71265789
812	1.70880346
813	1.703038623
814	1.694550799
815	1.690860682
816	1.690127145
817	1.689373778
818	1.688884568
819	1.686080494
820	1.678730412
821	1.675507516
822	1.671108447
823	1.664317144
824	1.660364086
825	1.655562872
826	1.650681131
827	1.649044547
828	1.643916382
829	1.642402552
830	1.641577096
831	1.640835145
832	1.639557174
833	1.635411859
834	1.631887827
835	1.624035313
836	1.621088864
837	1.61553842
838	1.61517164
839	1.613709375
840	1.611006266
841	1.605403179
842	1.604390911
843	1.598679545
844	1.597361718
845	1.594877674
846	1.588513974
847	1.587112878
848	1.584905027
849	1.581752819
850	1.579572923
851	1.577285829
852	1.575454045
853	1.569688254
854	1.566834878
855	1.56423764
856	1.560993462
857	1.560696561
858	1.557015345
859	1.556533633
860	1.549057547
861	1.548468425
862	1.548005848
863	1.545659851
864	1.538747566
865	1.536105268
866	1.533575267
867	1.532333694
868	1.526897699
869	1.524329265
870	1.522524656
871	1.52227431
872	1.520960603
873	1.520670913
874	1.518824787
875	1.518502853
876	1.513903246
877	1.513821987
878	1.512843204
879	1.507004879
880	1.501498294
881	1.500120009
882	1.499747466
883	1.496630263
884	1.490978189
885	1.490454816
886	1.490200229
887	1.485377122
888	1.47810004
889	1.475122717
890	1.472872899
891	1.466069743
892	1.460027453
893	1.459589104
894	1.45341896
895	1.451574632
896	1.445538463
897	1.441717998
898	1.441083387
899	1.43652346
900	1.433838759
901	1.432390546
902	1.428868438
903	1.426289774
904	1.422592501
905	1.415681639
906	1.413957442
907	1.412094574
908	1.408478059
909	1.407712706
910	1.404580727
911	1.403443414
912	1.403225195
913	1.398802394
914	1.396758862
915	1.395486827
916	1.389699224
917	1.387682707
918	1.386187059
919	1.381773474
920	1.381017186
921	1.377259882
922	1.370137772
923	1.369872418
924	1.369122788
925	1.364469198
926	1.36256113
927	1.361294522
928	1.360276194
929	1.355066341
930	1.352111788
931	1.349780411
932	1.349344894
933	1.345517676
934	1.34068226
935	1.337460585
936	1.333786907
937	1.331938499
938	1.32967843
939	1.329255146
940	1.327013086
941	1.326480792
942	1.325959941
943	1.324760945
944	1.323610865
945	1.318907932
946	1.316151844
947	1.31035816
948	1.305885699
949	1.304182716
950	1.301569879
951	1.29912412
952	1.298312497
953	1.294778958
954	1.290132291
955	1.289072761
956	1.288155354
957	1.287276984
958	1.285350272
959	1.28113349
960	1.280652368
961	1.277431851
962	1.275597078
963	1.271417588
964	1.268977734
965	1.265280685
966	1.264258759
967	1.261325485
968	1.256907462
969	1.256618786
970	1.255668234
971	1.25422822
972	1.253265536
973	1.251045078
974	1.250832392
975	1.246934408
976	1.240475894
977	1.236763708
978	1.233531033
979	1.228969059
980	1.228640742
981	1.226769145
982	1.225736691
983	1.222966808
984	1.221627024
985	1.219927793
986	1.219205762
987	1.215517425
988	1.213303437
989	1.207384725
990	1.203355096
991	1.201805003
992	1.201066821
993	1.198102279
994	1.197650515
995	1.1972444
996	1.191813539
997	1.190767703
998	1.189273805
999	1.188210251
