iter	RMSE
0	55.7829268411	53.73997832	2	51.86323103	3	49.94545854	4	48.10679724
5	46.44677333
6	44.76691124
7	43.19464953
8	41.96806806
9	40.60175681
10	39.31470239
11	38.13817686
12	37.0159395
13	35.99644941
14	34.88054644
15	33.86032547
16	33.06374321117	32.07258651
18	31.25076556
19	30.47781345
20	29.75588842121	29.05931717
22	28.38151047
23	27.75115705224	27.22472698225	26.70589049226	26.18600219
27	25.67879161
28	25.13779552229	24.74864054
30	24.35209689
31	23.98394125
32	23.61655922
33	23.34791695
34	23.0761224
35	22.83332022
36	22.56357429
37	22.38211041
38	21.9620045
39	21.69629465
40	21.45539054
41	21.15273983442	20.91884162443	20.72585769444	20.43233612445	20.20919941446	20.02393091447	19.79931815448	19.49077858449	19.3224961850	42.04170562
51	41.83443569
552	18.8981991853	41.39854812
54	41.18514495
55	40.94295995
56	40.70822446
57	40.47842385
58	40.24999403
59	40.03481998
60	39.82221033
61	39.60677349
62	39.39346222
63	39.18262458
64	38.9685547
65	38.76944909
66	38.58226328
67	38.39281993
68	38.17380725
69	37.9785522
70	37.79304875
71	37.59908169
72	37.40972922
73	37.2291773
74	37.03692251
75	36.84680126
76	36.66307069
77	36.48818595
78	36.30172144
79	36.10428165
80	35.93679767
81	35.74622717
82	35.5698304
83	35.40792608
84	35.23829059
85	35.06503037
86	34.89409033
87	34.73528656
88	34.57379506
89	34.42841594
90	34.27890232
91	34.12893516
92	33.97389561
93	33.83302732
94	33.68664469
95	33.54147748
96	33.38419224
97	33.24824077
98	33.1055739
99	32.97203762
100	32.83156252
101	32.69766265
102	32.55274713
103	32.41947491
104	32.29369469
105	32.14079671
106	32.00601005
107	31.87309649
108	31.73254711
109	31.59926332
110	31.46954077
111	31.35105344
112	31.2357874
113	31.11610215
114	30.98586703
115	30.8582624
116	30.73383405
117	30.61271307
118	30.50147344
119	30.39932598
120	30.2886196
121	30.17781016
122	30.06853352
123	29.9555671
124	29.8435704
125	29.73758176
126	29.62965982
127	29.52528298
128	29.41443862
