iter	Passed	Remaining
1171	5820	4111
1172	5824	4106
1173	5829	4101
1174	5834	4096
1175	5847	4097
1176	5857	4095
1177	5867	4094
1178	5870	4088
1179	5876	4083
1180	5880	4077
1181	5885	4073
1182	5886	4065
1183	5888	4058
1184	5893	4053
1185	5909	4055
1186	5913	4050
1187	5918	4045
1188	5932	4046
1189	5935	4039
1190	5937	4032
1191	5943	4028
1192	5950	4025
1193	5959	4022
1194	5969	4021
1195	5973	4015
1196	5979	4011
1197	5997	4015
1198	6001	4009
1199	6006	4004
1200	6018	4003
1201	6020	3996
1202	6024	3991
1203	6027	3985
1204	6030	3978
1205	6031	3971
1206	6037	3966
1207	6039	3959
1208	6045	3955
1209	6048	3948
1210	6050	3941
1211	6052	3934
1212	6064	3934
1213	6067	3928
1214	6079	3927
1215	6081	3921
1216	6083	3914
1217	6096	3914
1218	6104	3911
1219	6110	3906
1220	6123	3906
1221	6125	3899
1222	6133	3896
1223	6135	3889
1224	6141	3885
1225	6145	3880
1226	6150	3874
1227	6156	3870
1228	6162	3865
1229	6170	3862
1230	6177	3859
1231	6179	3852
1232	6190	3850
1233	6191	3843
1234	6197	3838
1235	6199	3832
1236	6202	3825
1237	6206	3820
1238	6208	3813
1239	6216	3809
1240	6218	3803
1241	6223	3798
1242	6225	3791
1243	6229	3786
1244	6231	3778
1245	6236	3773
1246	6242	3769
1247	6244	3762
1248	6246	3756
1249	6247	3748
1250	6255	3745
1251	6265	3743
1252	6271	3738
1253	6279	3735
1254	6286	3731
1255	6289	3725
1256	6300	3724
1257	6305	3718
1258	6307	3712
1259	6312	3707
1260	6318	3702
1261	6324	3698
1262	6327	3692
1263	6334	3688
1264	6345	3686
1265	6350	3681
1266	6356	3677
1267	6359	3670
1268	6370	3669
1269	6374	3664
1270	6384	3662
1271	6386	3655
1272	6392	3650
1273	6395	3644
1274	6400	3639
1275	6402	3632
1276	6407	3627
1277	6413	3623
1278	6417	3617
1279	6420	3611
1280	6434	3611
1281	6439	3606
1282	6448	3603
1283	6452	3598
1284	6454	3591
1285	6457	3585
1286	6463	3580
1287	6476	3580
1288	6480	3574
1289	6487	3570
1290	6494	3566
1291	6497	3560
1292	6507	3558
1293	6514	3554
1294	6517	3548
1295	6524	3544
1296	6526	3537
1297	6531	3532
1298	6538	3528
1299	6546	3524
1300	6548	3518
1301	6550	3511
1302	6554	3506
1303	6566	3504
1304	6573	3500
1305	6575	3494
1306	6577	3487
1307	6582	3482
1308	6590	3478
1309	6601	3477
1310	6605	3471
1311	6607	3464
1312	6614	3461
1313	6617	3454
1314	6618	3447
1315	6621	3441
1316	6623	3435
1317	6629	3430
1318	6638	3427
1319	6643	3422
1320	6646	3416
1321	6648	3409
1322	6656	3406
1323	6659	3400
1324	6672	3399
1325	6676	3393
1326	6684	3390
1327	6690	3385
1328	6697	3381
1329	6699	3374
1330	6706	3371
1331	6718	3369
1332	6726	3365
1333	6728	3359
1334	6732	3353
1335	6737	3348
1336	6739	3342
1337	6741	3335
1338	6748	3331
1339	6750	3324
1340	6754	3319
1341	6761	3315
1342	6763	3308
1343	6778	3308
1344	6782	3302
1345	6785	3296
1346	6797	3295
1347	6799	3288
1348	6801	3282
1349	6802	3275
1350	6812	3272
1351	6814	3266
1352	6821	3262
1353	6829	3258
1354	6831	3251
1355	6836	3246
1356	6842	3242
1357	6846	3236
1358	6850	3231
1359	6854	3225
1360	6864	3222
1361	6866	3216
1362	6868	3210
1363	6875	3206
1364	6880	3200
1365	6889	3197
1366	6891	3191
1367	6899	3187
1368	6906	3183
1369	6909	3177
1370	6914	3172
1371	6921	3168
1372	6928	3164
1373	6935	3159
1374	6942	3155
1375	6947	3150
1376	6958	3148
1377	6974	3148
1378	6976	3141
1379	6978	3135
1380	6980	3129
1381	6985	3123
1382	6988	3117
1383	6994	3113
1384	6997	3106
1385	6998	3100
1386	7011	3099
1387	7014	3092
1388	7016	3086
1389	7018	3080
1390	7021	3073
1391	7023	3067
1392	7030	3063
1393	7032	3057
1394	7034	3050
1395	7043	3047
1396	7050	3043
1397	7056	3038
1398	7059	3032
1399	7063	3027
1400	7065	3020
1401	7072	3016
1402	7077	3011
1403	7082	3006
1404	7092	3003
1405	7135	3014
1406	7138	3008
1407	7142	3003
1408	7157	3002
1409	7159	2995
1410	7161	2989
1411	7163	2983
1412	7166	2977
1413	7168	2970
1414	7171	2964
1415	7180	2961
1416	7182	2955
1417	7189	2950
